"Step","hearty-violet-164 - losses/policy_loss","hearty-violet-164 - losses/policy_loss__MIN","hearty-violet-164 - losses/policy_loss__MAX","hearty-violet-164 - losses/total_loss","hearty-violet-164 - losses/total_loss__MIN","hearty-violet-164 - losses/total_loss__MAX","hearty-violet-164 - losses/value_loss","hearty-violet-164 - losses/value_loss__MIN","hearty-violet-164 - losses/value_loss__MAX"
"1","-0.1372462809085846","-0.1372462809085846","-0.1372462809085846","0.018050342798233032","0.018050342798233032","0.018050342798233032","0.15529662370681763","0.15529662370681763","0.15529662370681763"
"2","-0.17731910943984985","-0.17731910943984985","-0.17731910943984985","-0.027486354112625122","-0.027486354112625122","-0.027486354112625122","0.14983275532722473","0.14983275532722473","0.14983275532722473"
"3","-0.20329071581363678","-0.20329071581363678","-0.20329071581363678","-0.05650152266025543","-0.05650152266025543","-0.05650152266025543","0.14678919315338135","0.14678919315338135","0.14678919315338135"
"4","-0.22323906421661377","-0.22323906421661377","-0.22323906421661377","-0.080506831407547","-0.080506831407547","-0.080506831407547","0.14273223280906677","0.14273223280906677","0.14273223280906677"
"5","-0.2389129102230072","-0.2389129102230072","-0.2389129102230072","-0.10054835677146912","-0.10054835677146912","-0.10054835677146912","0.13836455345153809","0.13836455345153809","0.13836455345153809"
"6","-0.24981781840324402","-0.24981781840324402","-0.24981781840324402","-0.11486771702766418","-0.11486771702766418","-0.11486771702766418","0.13495010137557983","0.13495010137557983","0.13495010137557983"
"7","0.0978471040725708","0.0978471040725708","0.0978471040725708","0.20165663957595825","0.20165663957595825","0.20165663957595825","0.10380954295396805","0.10380954295396805","0.10380954295396805"
"8","0.0886855348944664","0.0886855348944664","0.0886855348944664","0.1893559694290161","0.1893559694290161","0.1893559694290161","0.10067044198513031","0.10067044198513031","0.10067044198513031"
"9","0.0759817361831665","0.0759817361831665","0.0759817361831665","0.17485082149505615","0.17485082149505615","0.17485082149505615","0.09886907786130905","0.09886907786130905","0.09886907786130905"
"10","0.061695750802755356","0.061695750802755356","0.061695750802755356","0.16036321222782135","0.16036321222782135","0.16036321222782135","0.09866746515035629","0.09866746515035629","0.09866746515035629"
"11","0.049628980457782745","0.049628980457782745","0.049628980457782745","0.1484202742576599","0.1484202742576599","0.1484202742576599","0.09879128634929657","0.09879128634929657","0.09879128634929657"
"12","0.03824935853481293","0.03824935853481293","0.03824935853481293","0.13618789613246918","0.13618789613246918","0.13618789613246918","0.09793853759765625","0.09793853759765625","0.09793853759765625"
"13","0.21132239699363708","0.21132239699363708","0.21132239699363708","0.2671998143196106","0.2671998143196106","0.2671998143196106","0.05587740242481232","0.05587740242481232","0.05587740242481232"
"14","0.20579533278942108","0.20579533278942108","0.20579533278942108","0.2616797685623169","0.2616797685623169","0.2616797685623169","0.05588444322347641","0.05588444322347641","0.05588444322347641"
"15","0.19806303083896637","0.19806303083896637","0.19806303083896637","0.2537240982055664","0.2537240982055664","0.2537240982055664","0.055661071091890335","0.055661071091890335","0.055661071091890335"
"16","0.1889227032661438","0.1889227032661438","0.1889227032661438","0.2442351132631302","0.2442351132631302","0.2442351132631302","0.05531240999698639","0.05531240999698639","0.05531240999698639"
"17","0.17913523316383362","0.17913523316383362","0.17913523316383362","0.23414450883865356","0.23414450883865356","0.23414450883865356","0.05500927194952965","0.05500927194952965","0.05500927194952965"
"18","0.16958892345428467","0.16958892345428467","0.16958892345428467","0.2243838757276535","0.2243838757276535","0.2243838757276535","0.054794955998659134","0.054794955998659134","0.054794955998659134"
"19","0.06994745135307312","0.06994745135307312","0.06994745135307312","0.19412118196487427","0.19412118196487427","0.19412118196487427","0.12417373806238174","0.12417373806238174","0.12417373806238174"
"20","0.06604976952075958","0.06604976952075958","0.06604976952075958","0.18734008073806763","0.18734008073806763","0.18734008073806763","0.12129031866788864","0.12129031866788864","0.12129031866788864"
"21","0.05963144823908806","0.05963144823908806","0.05963144823908806","0.1776481419801712","0.1776481419801712","0.1776481419801712","0.11801669746637344","0.11801669746637344","0.11801669746637344"
"22","0.05149230733513832","0.05149230733513832","0.05149230733513832","0.16702713072299957","0.16702713072299957","0.16702713072299957","0.11553481966257095","0.11553481966257095","0.11553481966257095"
"23","0.042223136872053146","0.042223136872053146","0.042223136872053146","0.15661044418811798","0.15661044418811798","0.15661044418811798","0.11438731104135513","0.11438731104135513","0.11438731104135513"
"24","0.0323714055120945","0.0323714055120945","0.0323714055120945","0.14689390361309052","0.14689390361309052","0.14689390361309052","0.11452249437570572","0.11452249437570572","0.11452249437570572"
"25","0.24996612966060638","0.24996612966060638","0.24996612966060638","0.320022314786911","0.320022314786911","0.320022314786911","0.07005617767572403","0.07005617767572403","0.07005617767572403"
"26","0.24462410807609558","0.24462410807609558","0.24462410807609558","0.31388717889785767","0.31388717889785767","0.31388717889785767","0.06926306337118149","0.06926306337118149","0.06926306337118149"
"27","0.23623229563236237","0.23623229563236237","0.23623229563236237","0.30179402232170105","0.30179402232170105","0.30179402232170105","0.06556172668933868","0.06556172668933868","0.06556172668933868"
"28","0.22567351162433624","0.22567351162433624","0.22567351162433624","0.2864338159561157","0.2864338159561157","0.2864338159561157","0.060760315507650375","0.060760315507650375","0.060760315507650375"
"29","0.2147519588470459","0.2147519588470459","0.2147519588470459","0.27103257179260254","0.27103257179260254","0.27103257179260254","0.056280601769685745","0.056280601769685745","0.056280601769685745"
"30","0.20288652181625366","0.20288652181625366","0.20288652181625366","0.2560370862483978","0.2560370862483978","0.2560370862483978","0.05315057560801506","0.05315057560801506","0.05315057560801506"
"31","-0.025346040725708008","-0.025346040725708008","-0.025346040725708008","0.17822250723838806","0.17822250723838806","0.17822250723838806","0.20356854796409607","0.20356854796409607","0.20356854796409607"
"32","-0.031908050179481506","-0.031908050179481506","-0.031908050179481506","0.17474721372127533","0.17474721372127533","0.17474721372127533","0.20665526390075684","0.20665526390075684","0.20665526390075684"
"33","-0.04266276955604553","-0.04266276955604553","-0.04266276955604553","0.16308455169200897","0.16308455169200897","0.16308455169200897","0.2057473212480545","0.2057473212480545","0.2057473212480545"
"34","-0.056164633482694626","-0.056164633482694626","-0.056164633482694626","0.14538179337978363","0.14538179337978363","0.14538179337978363","0.20154643058776855","0.20154643058776855","0.20154643058776855"
"35","-0.06993483752012253","-0.06993483752012253","-0.06993483752012253","0.12595704197883606","0.12595704197883606","0.12595704197883606","0.195891872048378","0.195891872048378","0.195891872048378"
"36","-0.08389219641685486","-0.08389219641685486","-0.08389219641685486","0.1061599999666214","0.1061599999666214","0.1061599999666214","0.19005219638347626","0.19005219638347626","0.19005219638347626"
"37","0.11556072533130646","0.11556072533130646","0.11556072533130646","0.21877063810825348","0.21877063810825348","0.21877063810825348","0.10320991277694702","0.10320991277694702","0.10320991277694702"
"38","0.11168871074914932","0.11168871074914932","0.11168871074914932","0.21698841452598572","0.21698841452598572","0.21698841452598572","0.1052996963262558","0.1052996963262558","0.1052996963262558"
"39","0.10556919872760773","0.10556919872760773","0.10556919872760773","0.2121802568435669","0.2121802568435669","0.2121802568435669","0.10661105811595917","0.10661105811595917","0.10661105811595917"
"40","0.09743601083755493","0.09743601083755493","0.09743601083755493","0.20413407683372498","0.20413407683372498","0.20413407683372498","0.10669806599617004","0.10669806599617004","0.10669806599617004"
"41","0.08804111927747726","0.08804111927747726","0.08804111927747726","0.19357553124427795","0.19357553124427795","0.19357553124427795","0.10553440451622009","0.10553440451622009","0.10553440451622009"
"42","0.07827162742614746","0.07827162742614746","0.07827162742614746","0.1816806197166443","0.1816806197166443","0.1816806197166443","0.10340899974107742","0.10340899974107742","0.10340899974107742"
"43","0.06393076479434967","0.06393076479434967","0.06393076479434967","0.173397496342659","0.173397496342659","0.173397496342659","0.10946673154830933","0.10946673154830933","0.10946673154830933"
"44","0.06039118766784668","0.06039118766784668","0.06039118766784668","0.16786286234855652","0.16786286234855652","0.16786286234855652","0.10747166723012924","0.10747166723012924","0.10747166723012924"
"45","0.05514024198055267","0.05514024198055267","0.05514024198055267","0.16082674264907837","0.16082674264907837","0.16082674264907837","0.10568650811910629","0.10568650811910629","0.10568650811910629"
"46","0.048529911786317825","0.048529911786317825","0.048529911786317825","0.15291514992713928","0.15291514992713928","0.15291514992713928","0.10438524186611176","0.10438524186611176","0.10438524186611176"
"47","0.04211965948343277","0.04211965948343277","0.04211965948343277","0.14574982225894928","0.14574982225894928","0.14574982225894928","0.10363016277551651","0.10363016277551651","0.10363016277551651"
"48","0.03578750044107437","0.03578750044107437","0.03578750044107437","0.1390753835439682","0.1390753835439682","0.1390753835439682","0.10328788310289383","0.10328788310289383","0.10328788310289383"
"49","0.08523789048194885","0.08523789048194885","0.08523789048194885","0.15243954956531525","0.15243954956531525","0.15243954956531525","0.0672016590833664","0.0672016590833664","0.0672016590833664"
"50","0.08202525228261948","0.08202525228261948","0.08202525228261948","0.1495949625968933","0.1495949625968933","0.1495949625968933","0.06756971031427383","0.06756971031427383","0.06756971031427383"
"51","0.07672670483589172","0.07672670483589172","0.07672670483589172","0.14445212483406067","0.14445212483406067","0.14445212483406067","0.06772541999816895","0.06772541999816895","0.06772541999816895"
"52","0.06984668225049973","0.06984668225049973","0.06984668225049973","0.13736656308174133","0.13736656308174133","0.13736656308174133","0.0675198882818222","0.0675198882818222","0.0675198882818222"
"53","0.06189974769949913","0.06189974769949913","0.06189974769949913","0.1288398951292038","0.1288398951292038","0.1288398951292038","0.06694015115499496","0.06694015115499496","0.06694015115499496"
"54","0.05395328253507614","0.05395328253507614","0.05395328253507614","0.12004086375236511","0.12004086375236511","0.12004086375236511","0.06608758121728897","0.06608758121728897","0.06608758121728897"
"55","-0.21165239810943604","-0.21165239810943604","-0.21165239810943604","0.007298752665519714","0.007298752665519714","0.007298752665519714","0.21895115077495575","0.21895115077495575","0.21895115077495575"
"56","-0.21743462979793549","-0.21743462979793549","-0.21743462979793549","-0.007751569151878357","-0.007751569151878357","-0.007751569151878357","0.20968306064605713","0.20968306064605713","0.20968306064605713"
"57","-0.22533074021339417","-0.22533074021339417","-0.22533074021339417","-0.02719174325466156","-0.02719174325466156","-0.02719174325466156","0.1981389969587326","0.1981389969587326","0.1981389969587326"
"58","-0.2347855567932129","-0.2347855567932129","-0.2347855567932129","-0.04807053506374359","-0.04807053506374359","-0.04807053506374359","0.1867150217294693","0.1867150217294693","0.1867150217294693"
"59","-0.24400007724761963","-0.24400007724761963","-0.24400007724761963","-0.06685645878314972","-0.06685645878314972","-0.06685645878314972","0.1771436184644699","0.1771436184644699","0.1771436184644699"
