"Step","magic-smoke-6 - returns/mean","magic-smoke-6 - returns/mean__MIN","magic-smoke-6 - returns/mean__MAX","magic-smoke-6 - returns/std","magic-smoke-6 - returns/std__MIN","magic-smoke-6 - returns/std__MAX"
"40","0.3238646686077118","0.3238646686077118","0.3238646686077118","0.13855938613414764","0.13855938613414764","0.13855938613414764"
"41","0.30953285098075867","0.30953285098075867","0.30953285098075867","0.5139250159263611","0.5139250159263611","0.5139250159263611"
"42","0.30953285098075867","0.30953285098075867","0.30953285098075867","0.5139250159263611","0.5139250159263611","0.5139250159263611"
"43","0.30953285098075867","0.30953285098075867","0.30953285098075867","0.5139250159263611","0.5139250159263611","0.5139250159263611"
"44","0.30953285098075867","0.30953285098075867","0.30953285098075867","0.5139250159263611","0.5139250159263611","0.5139250159263611"
"45","","","","0.5139250159263611","0.5139250159263611","0.5139250159263611"
"46","-0.3481929302215576","-0.3481929302215576","-0.3481929302215576","0.48112156987190247","0.48112156987190247","0.48112156987190247"
"47","-0.3481929302215576","-0.3481929302215576","-0.3481929302215576","0.48112156987190247","0.48112156987190247","0.48112156987190247"
"48","-0.3481929302215576","-0.3481929302215576","-0.3481929302215576","","",""
"49","-0.3481929302215576","-0.3481929302215576","-0.3481929302215576","0.48112156987190247","0.48112156987190247","0.48112156987190247"
"50","-0.3481929302215576","-0.3481929302215576","-0.3481929302215576","0.48112156987190247","0.48112156987190247","0.48112156987190247"
"51","0.20785051584243774","0.20785051584243774","0.20785051584243774","0.6027058959007263","0.6027058959007263","0.6027058959007263"
"52","0.20785051584243774","0.20785051584243774","0.20785051584243774","","",""
"53","0.20785051584243774","0.20785051584243774","0.20785051584243774","0.6027058959007263","0.6027058959007263","0.6027058959007263"
"54","0.20785051584243774","0.20785051584243774","0.20785051584243774","0.6027058959007263","0.6027058959007263","0.6027058959007263"
"56","-0.4787648022174835","-0.4787648022174835","-0.4787648022174835","0.49107134342193604","0.49107134342193604","0.49107134342193604"
"57","-0.4787648022174835","-0.4787648022174835","-0.4787648022174835","0.49107134342193604","0.49107134342193604","0.49107134342193604"
"58","","","","0.49107134342193604","0.49107134342193604","0.49107134342193604"
"59","-0.4787648022174835","-0.4787648022174835","-0.4787648022174835","0.49107134342193604","0.49107134342193604","0.49107134342193604"
"60","-0.4787648022174835","-0.4787648022174835","-0.4787648022174835","","",""
"61","-0.11494313180446625","-0.11494313180446625","-0.11494313180446625","0.0977269858121872","0.0977269858121872","0.0977269858121872"
"63","-0.11494313180446625","-0.11494313180446625","-0.11494313180446625","0.0977269858121872","0.0977269858121872","0.0977269858121872"
"64","-0.11494313180446625","-0.11494313180446625","-0.11494313180446625","0.0977269858121872","0.0977269858121872","0.0977269858121872"
"65","-0.11494313180446625","-0.11494313180446625","-0.11494313180446625","0.0977269858121872","0.0977269858121872","0.0977269858121872"
"66","0.1951267123222351","0.1951267123222351","0.1951267123222351","","",""
"67","0.1951267123222351","0.1951267123222351","0.1951267123222351","0.167183518409729","0.167183518409729","0.167183518409729"
"68","0.1951267123222351","0.1951267123222351","0.1951267123222351","0.167183518409729","0.167183518409729","0.167183518409729"
"69","0.1951267123222351","0.1951267123222351","0.1951267123222351","0.167183518409729","0.167183518409729","0.167183518409729"
"70","0.1951267123222351","0.1951267123222351","0.1951267123222351","0.167183518409729","0.167183518409729","0.167183518409729"
"71","","","","0.15751691162586212","0.15751691162586212","0.15751691162586212"
"72","-0.030717406421899796","-0.030717406421899796","-0.030717406421899796","0.15751691162586212","0.15751691162586212","0.15751691162586212"
"73","-0.030717406421899796","-0.030717406421899796","-0.030717406421899796","0.15751691162586212","0.15751691162586212","0.15751691162586212"
"74","-0.030717406421899796","-0.030717406421899796","-0.030717406421899796","0.15751691162586212","0.15751691162586212","0.15751691162586212"
"75","-0.030717406421899796","-0.030717406421899796","-0.030717406421899796","","",""
"76","0.09360387176275253","0.09360387176275253","0.09360387176275253","0.07206681370735168","0.07206681370735168","0.07206681370735168"
"77","0.09360387176275253","0.09360387176275253","0.09360387176275253","0.07206681370735168","0.07206681370735168","0.07206681370735168"
"78","0.09360387176275253","0.09360387176275253","0.09360387176275253","0.07206681370735168","0.07206681370735168","0.07206681370735168"
"79","0.09360387176275253","0.09360387176275253","0.09360387176275253","","",""
"80","0.09360387176275253","0.09360387176275253","0.09360387176275253","0.07206681370735168","0.07206681370735168","0.07206681370735168"
"81","0.0646304190158844","0.0646304190158844","0.0646304190158844","0.43903303146362305","0.43903303146362305","0.43903303146362305"
"82","0.0646304190158844","0.0646304190158844","0.0646304190158844","","",""
"83","0.0646304190158844","0.0646304190158844","0.0646304190158844","0.43903303146362305","0.43903303146362305","0.43903303146362305"
"84","0.0646304190158844","0.0646304190158844","0.0646304190158844","0.43903303146362305","0.43903303146362305","0.43903303146362305"
"85","0.0646304190158844","0.0646304190158844","0.0646304190158844","0.43903303146362305","0.43903303146362305","0.43903303146362305"
"86","","","","0.2002943456172943","0.2002943456172943","0.2002943456172943"
"87","-0.4519690275192261","-0.4519690275192261","-0.4519690275192261","0.2002943456172943","0.2002943456172943","0.2002943456172943"
"88","-0.4519690275192261","-0.4519690275192261","-0.4519690275192261","","",""
"89","-0.4519690275192261","-0.4519690275192261","-0.4519690275192261","","",""
"90","-0.4519690275192261","-0.4519690275192261","-0.4519690275192261","0.2002943456172943","0.2002943456172943","0.2002943456172943"
"91","-0.011868194676935673","-0.011868194676935673","-0.011868194676935673","0.5843932032585144","0.5843932032585144","0.5843932032585144"
"92","-0.011868194676935673","-0.011868194676935673","-0.011868194676935673","0.5843932032585144","0.5843932032585144","0.5843932032585144"
"93","-0.011868194676935673","-0.011868194676935673","-0.011868194676935673","","",""
"94","-0.011868194676935673","-0.011868194676935673","-0.011868194676935673","0.5843932032585144","0.5843932032585144","0.5843932032585144"
"95","-0.011868194676935673","-0.011868194676935673","-0.011868194676935673","0.5843932032585144","0.5843932032585144","0.5843932032585144"
"96","0.1722411960363388","0.1722411960363388","0.1722411960363388","0.49348413944244385","0.49348413944244385","0.49348413944244385"
"97","0.1722411960363388","0.1722411960363388","0.1722411960363388","0.49348413944244385","0.49348413944244385","0.49348413944244385"
"98","0.1722411960363388","0.1722411960363388","0.1722411960363388","0.49348413944244385","0.49348413944244385","0.49348413944244385"
"99","","","","0.49348413944244385","0.49348413944244385","0.49348413944244385"
"100","","","","0.49348413944244385","0.49348413944244385","0.49348413944244385"
"101","0.02442205138504505","0.02442205138504505","0.02442205138504505","0.09048966318368912","0.09048966318368912","0.09048966318368912"
"103","","","","0.09048966318368912","0.09048966318368912","0.09048966318368912"
"104","0.02442205138504505","0.02442205138504505","0.02442205138504505","0.09048966318368912","0.09048966318368912","0.09048966318368912"
"105","0.02442205138504505","0.02442205138504505","0.02442205138504505","0.09048966318368912","0.09048966318368912","0.09048966318368912"
"106","0.04540202394127846","0.04540202394127846","0.04540202394127846","0.07624870538711548","0.07624870538711548","0.07624870538711548"
"107","0.04540202394127846","0.04540202394127846","0.04540202394127846","0.07624870538711548","0.07624870538711548","0.07624870538711548"
"108","0.04540202394127846","0.04540202394127846","0.04540202394127846","0.07624870538711548","0.07624870538711548","0.07624870538711548"
"109","0.04540202394127846","0.04540202394127846","0.04540202394127846","0.07624870538711548","0.07624870538711548","0.07624870538711548"
"110","0.04540202394127846","0.04540202394127846","0.04540202394127846","0.07624870538711548","0.07624870538711548","0.07624870538711548"
"111","0.27068477869033813","0.27068477869033813","0.27068477869033813","0.5021973848342896","0.5021973848342896","0.5021973848342896"
"112","","","","0.5021973848342896","0.5021973848342896","0.5021973848342896"
"113","0.27068477869033813","0.27068477869033813","0.27068477869033813","","",""
"114","","","","0.5021973848342896","0.5021973848342896","0.5021973848342896"
"115","0.27068477869033813","0.27068477869033813","0.27068477869033813","0.5021973848342896","0.5021973848342896","0.5021973848342896"
"116","0.5945388674736023","0.5945388674736023","0.5945388674736023","","",""
"117","0.5945388674736023","0.5945388674736023","0.5945388674736023","0.4244425892829895","0.4244425892829895","0.4244425892829895"
"118","0.5945388674736023","0.5945388674736023","0.5945388674736023","0.4244425892829895","0.4244425892829895","0.4244425892829895"
"119","0.5945388674736023","0.5945388674736023","0.5945388674736023","0.4244425892829895","0.4244425892829895","0.4244425892829895"
"120","0.5945388674736023","0.5945388674736023","0.5945388674736023","0.4244425892829895","0.4244425892829895","0.4244425892829895"
"121","0.1273173689842224","0.1273173689842224","0.1273173689842224","0.08526747673749924","0.08526747673749924","0.08526747673749924"
"122","0.1273173689842224","0.1273173689842224","0.1273173689842224","0.08526747673749924","0.08526747673749924","0.08526747673749924"
"123","0.1273173689842224","0.1273173689842224","0.1273173689842224","","",""
"124","0.1273173689842224","0.1273173689842224","0.1273173689842224","0.08526747673749924","0.08526747673749924","0.08526747673749924"
"125","0.1273173689842224","0.1273173689842224","0.1273173689842224","0.08526747673749924","0.08526747673749924","0.08526747673749924"
"126","0.1443258374929428","0.1443258374929428","0.1443258374929428","","",""
"127","0.1443258374929428","0.1443258374929428","0.1443258374929428","0.13576778769493103","0.13576778769493103","0.13576778769493103"
"128","0.1443258374929428","0.1443258374929428","0.1443258374929428","","",""
"129","0.1443258374929428","0.1443258374929428","0.1443258374929428","0.13576778769493103","0.13576778769493103","0.13576778769493103"
"130","0.1443258374929428","0.1443258374929428","0.1443258374929428","0.13576778769493103","0.13576778769493103","0.13576778769493103"
"131","0.02790517359972","0.02790517359972","0.02790517359972","0.15846556425094604","0.15846556425094604","0.15846556425094604"
"132","0.02790517359972","0.02790517359972","0.02790517359972","0.15846556425094604","0.15846556425094604","0.15846556425094604"
"133","0.02790517359972","0.02790517359972","0.02790517359972","","",""
"134","0.02790517359972","0.02790517359972","0.02790517359972","0.15846556425094604","0.15846556425094604","0.15846556425094604"
"135","0.02790517359972","0.02790517359972","0.02790517359972","0.15846556425094604","0.15846556425094604","0.15846556425094604"
"136","-0.09167179465293884","-0.09167179465293884","-0.09167179465293884","0.0585293211042881","0.0585293211042881","0.0585293211042881"
"137","-0.09167179465293884","-0.09167179465293884","-0.09167179465293884","0.0585293211042881","0.0585293211042881","0.0585293211042881"
"138","-0.09167179465293884","-0.09167179465293884","-0.09167179465293884","0.0585293211042881","0.0585293211042881","0.0585293211042881"
"139","-0.09167179465293884","-0.09167179465293884","-0.09167179465293884","","",""
"140","-0.09167179465293884","-0.09167179465293884","-0.09167179465293884","","",""
"141","0.3017651438713074","0.3017651438713074","0.3017651438713074","0.8976883888244629","0.8976883888244629","0.8976883888244629"
"143","0.3017651438713074","0.3017651438713074","0.3017651438713074","0.8976883888244629","0.8976883888244629","0.8976883888244629"
"144","0.3017651438713074","0.3017651438713074","0.3017651438713074","0.8976883888244629","0.8976883888244629","0.8976883888244629"
"145","0.3017651438713074","0.3017651438713074","0.3017651438713074","0.8976883888244629","0.8976883888244629","0.8976883888244629"
"146","-0.08083964139223099","-0.08083964139223099","-0.08083964139223099","0.43510428071022034","0.43510428071022034","0.43510428071022034"
"147","-0.08083964139223099","-0.08083964139223099","-0.08083964139223099","0.43510428071022034","0.43510428071022034","0.43510428071022034"
"148","-0.08083964139223099","-0.08083964139223099","-0.08083964139223099","0.43510428071022034","0.43510428071022034","0.43510428071022034"
"149","-0.08083964139223099","-0.08083964139223099","-0.08083964139223099","0.43510428071022034","0.43510428071022034","0.43510428071022034"
"150","-0.08083964139223099","-0.08083964139223099","-0.08083964139223099","0.43510428071022034","0.43510428071022034","0.43510428071022034"
"152","-0.06632132083177567","-0.06632132083177567","-0.06632132083177567","","",""
"153","-0.06632132083177567","-0.06632132083177567","-0.06632132083177567","0.23940643668174744","0.23940643668174744","0.23940643668174744"
"154","-0.06632132083177567","-0.06632132083177567","-0.06632132083177567","0.23940643668174744","0.23940643668174744","0.23940643668174744"
"155","-0.06632132083177567","-0.06632132083177567","-0.06632132083177567","0.23940643668174744","0.23940643668174744","0.23940643668174744"
"156","-0.025402139872312546","-0.025402139872312546","-0.025402139872312546","","",""
"157","-0.025402139872312546","-0.025402139872312546","-0.025402139872312546","0.045990344136953354","0.045990344136953354","0.045990344136953354"
"158","-0.025402139872312546","-0.025402139872312546","-0.025402139872312546","","",""
"159","-0.025402139872312546","-0.025402139872312546","-0.025402139872312546","0.045990344136953354","0.045990344136953354","0.045990344136953354"
"160","-0.025402139872312546","-0.025402139872312546","-0.025402139872312546","0.045990344136953354","0.045990344136953354","0.045990344136953354"
"161","0.042901210486888885","0.042901210486888885","0.042901210486888885","","",""
"162","0.042901210486888885","0.042901210486888885","0.042901210486888885","0.08882351219654083","0.08882351219654083","0.08882351219654083"
"163","0.042901210486888885","0.042901210486888885","0.042901210486888885","0.08882351219654083","0.08882351219654083","0.08882351219654083"
"164","0.042901210486888885","0.042901210486888885","0.042901210486888885","0.08882351219654083","0.08882351219654083","0.08882351219654083"
"165","","","","0.08882351219654083","0.08882351219654083","0.08882351219654083"
"166","0.5123924612998962","0.5123924612998962","0.5123924612998962","0.4015038311481476","0.4015038311481476","0.4015038311481476"
"167","0.5123924612998962","0.5123924612998962","0.5123924612998962","0.4015038311481476","0.4015038311481476","0.4015038311481476"
"168","0.5123924612998962","0.5123924612998962","0.5123924612998962","0.4015038311481476","0.4015038311481476","0.4015038311481476"
"169","0.5123924612998962","0.5123924612998962","0.5123924612998962","0.4015038311481476","0.4015038311481476","0.4015038311481476"
"170","","","","0.4015038311481476","0.4015038311481476","0.4015038311481476"
"171","0.5986677408218384","0.5986677408218384","0.5986677408218384","0.3914406895637512","0.3914406895637512","0.3914406895637512"
"172","0.5986677408218384","0.5986677408218384","0.5986677408218384","0.3914406895637512","0.3914406895637512","0.3914406895637512"
"173","0.5986677408218384","0.5986677408218384","0.5986677408218384","0.3914406895637512","0.3914406895637512","0.3914406895637512"
"174","0.5986677408218384","0.5986677408218384","0.5986677408218384","","",""
"175","0.5986677408218384","0.5986677408218384","0.5986677408218384","0.3914406895637512","0.3914406895637512","0.3914406895637512"
"176","0.09243083745241165","0.09243083745241165","0.09243083745241165","0.9778105020523071","0.9778105020523071","0.9778105020523071"
"177","0.09243083745241165","0.09243083745241165","0.09243083745241165","0.9778105020523071","0.9778105020523071","0.9778105020523071"
"178","","","","0.9778105020523071","0.9778105020523071","0.9778105020523071"
"179","0.09243083745241165","0.09243083745241165","0.09243083745241165","0.9778105020523071","0.9778105020523071","0.9778105020523071"
"180","0.09243083745241165","0.09243083745241165","0.09243083745241165","0.9778105020523071","0.9778105020523071","0.9778105020523071"
"181","","","","0.07764197140932083","0.07764197140932083","0.07764197140932083"
"182","-0.03603022173047066","-0.03603022173047066","-0.03603022173047066","0.07764197140932083","0.07764197140932083","0.07764197140932083"
"183","","","","0.07764197140932083","0.07764197140932083","0.07764197140932083"
"184","-0.03603022173047066","-0.03603022173047066","-0.03603022173047066","0.07764197140932083","0.07764197140932083","0.07764197140932083"
"185","-0.03603022173047066","-0.03603022173047066","-0.03603022173047066","0.07764197140932083","0.07764197140932083","0.07764197140932083"
"186","0.16468723118305206","0.16468723118305206","0.16468723118305206","0.0788053646683693","0.0788053646683693","0.0788053646683693"
"187","0.16468723118305206","0.16468723118305206","0.16468723118305206","0.0788053646683693","0.0788053646683693","0.0788053646683693"
"188","0.16468723118305206","0.16468723118305206","0.16468723118305206","0.0788053646683693","0.0788053646683693","0.0788053646683693"
"189","0.16468723118305206","0.16468723118305206","0.16468723118305206","0.0788053646683693","0.0788053646683693","0.0788053646683693"
"190","0.16468723118305206","0.16468723118305206","0.16468723118305206","","",""
"191","0.29159706830978394","0.29159706830978394","0.29159706830978394","0.10815177112817764","0.10815177112817764","0.10815177112817764"
"192","0.29159706830978394","0.29159706830978394","0.29159706830978394","0.10815177112817764","0.10815177112817764","0.10815177112817764"
"193","","","","0.10815177112817764","0.10815177112817764","0.10815177112817764"
"194","0.29159706830978394","0.29159706830978394","0.29159706830978394","0.10815177112817764","0.10815177112817764","0.10815177112817764"
"195","0.29159706830978394","0.29159706830978394","0.29159706830978394","0.10815177112817764","0.10815177112817764","0.10815177112817764"
"196","0.053638868033885956","0.053638868033885956","0.053638868033885956","0.03837765008211136","0.03837765008211136","0.03837765008211136"
"197","0.053638868033885956","0.053638868033885956","0.053638868033885956","0.03837765008211136","0.03837765008211136","0.03837765008211136"
"198","0.053638868033885956","0.053638868033885956","0.053638868033885956","0.03837765008211136","0.03837765008211136","0.03837765008211136"
"200","0.053638868033885956","0.053638868033885956","0.053638868033885956","0.03837765008211136","0.03837765008211136","0.03837765008211136"
"201","-0.07958389818668365","-0.07958389818668365","-0.07958389818668365","0.5491845607757568","0.5491845607757568","0.5491845607757568"
"202","-0.07958389818668365","-0.07958389818668365","-0.07958389818668365","0.5491845607757568","0.5491845607757568","0.5491845607757568"
"203","","","","0.5491845607757568","0.5491845607757568","0.5491845607757568"
"204","-0.07958389818668365","-0.07958389818668365","-0.07958389818668365","0.5491845607757568","0.5491845607757568","0.5491845607757568"
"205","-0.07958389818668365","-0.07958389818668365","-0.07958389818668365","0.5491845607757568","0.5491845607757568","0.5491845607757568"
"206","0.6355572938919067","0.6355572938919067","0.6355572938919067","0.7671994566917419","0.7671994566917419","0.7671994566917419"
"207","0.6355572938919067","0.6355572938919067","0.6355572938919067","0.7671994566917419","0.7671994566917419","0.7671994566917419"
"208","0.6355572938919067","0.6355572938919067","0.6355572938919067","","",""
"209","0.6355572938919067","0.6355572938919067","0.6355572938919067","0.7671994566917419","0.7671994566917419","0.7671994566917419"
"210","0.6355572938919067","0.6355572938919067","0.6355572938919067","0.7671994566917419","0.7671994566917419","0.7671994566917419"
"211","0.191214919090271","0.191214919090271","0.191214919090271","0.16528922319412231","0.16528922319412231","0.16528922319412231"
"212","0.191214919090271","0.191214919090271","0.191214919090271","0.16528922319412231","0.16528922319412231","0.16528922319412231"
"213","0.191214919090271","0.191214919090271","0.191214919090271","","",""
"214","0.191214919090271","0.191214919090271","0.191214919090271","0.16528922319412231","0.16528922319412231","0.16528922319412231"
"215","0.191214919090271","0.191214919090271","0.191214919090271","0.16528922319412231","0.16528922319412231","0.16528922319412231"
"216","0.2060886025428772","0.2060886025428772","0.2060886025428772","0.7081819176673889","0.7081819176673889","0.7081819176673889"
"217","0.2060886025428772","0.2060886025428772","0.2060886025428772","0.7081819176673889","0.7081819176673889","0.7081819176673889"
"218","0.2060886025428772","0.2060886025428772","0.2060886025428772","0.7081819176673889","0.7081819176673889","0.7081819176673889"
"219","0.2060886025428772","0.2060886025428772","0.2060886025428772","0.7081819176673889","0.7081819176673889","0.7081819176673889"
"220","0.2060886025428772","0.2060886025428772","0.2060886025428772","0.7081819176673889","0.7081819176673889","0.7081819176673889"
"221","-0.2593249976634979","-0.2593249976634979","-0.2593249976634979","0.9797784090042114","0.9797784090042114","0.9797784090042114"
"222","-0.2593249976634979","-0.2593249976634979","-0.2593249976634979","0.9797784090042114","0.9797784090042114","0.9797784090042114"
"223","-0.2593249976634979","-0.2593249976634979","-0.2593249976634979","0.9797784090042114","0.9797784090042114","0.9797784090042114"
"224","","","","0.9797784090042114","0.9797784090042114","0.9797784090042114"
"225","","","","0.9797784090042114","0.9797784090042114","0.9797784090042114"
"226","0.1102493405342102","0.1102493405342102","0.1102493405342102","0.16392822563648224","0.16392822563648224","0.16392822563648224"
"227","0.1102493405342102","0.1102493405342102","0.1102493405342102","0.16392822563648224","0.16392822563648224","0.16392822563648224"
"228","0.1102493405342102","0.1102493405342102","0.1102493405342102","0.16392822563648224","0.16392822563648224","0.16392822563648224"
"229","0.1102493405342102","0.1102493405342102","0.1102493405342102","0.16392822563648224","0.16392822563648224","0.16392822563648224"
"230","","","","0.16392822563648224","0.16392822563648224","0.16392822563648224"
"231","-0.1159435287117958","-0.1159435287117958","-0.1159435287117958","0.13605189323425293","0.13605189323425293","0.13605189323425293"
"232","-0.1159435287117958","-0.1159435287117958","-0.1159435287117958","","",""
"233","-0.1159435287117958","-0.1159435287117958","-0.1159435287117958","0.13605189323425293","0.13605189323425293","0.13605189323425293"
"234","-0.1159435287117958","-0.1159435287117958","-0.1159435287117958","0.13605189323425293","0.13605189323425293","0.13605189323425293"
"235","-0.1159435287117958","-0.1159435287117958","-0.1159435287117958","0.13605189323425293","0.13605189323425293","0.13605189323425293"
"236","-0.07433100044727325","-0.07433100044727325","-0.07433100044727325","0.053790219128131866","0.053790219128131866","0.053790219128131866"
"237","-0.07433100044727325","-0.07433100044727325","-0.07433100044727325","0.053790219128131866","0.053790219128131866","0.053790219128131866"
"238","-0.07433100044727325","-0.07433100044727325","-0.07433100044727325","0.053790219128131866","0.053790219128131866","0.053790219128131866"
"239","-0.07433100044727325","-0.07433100044727325","-0.07433100044727325","","",""
"240","-0.07433100044727325","-0.07433100044727325","-0.07433100044727325","0.053790219128131866","0.053790219128131866","0.053790219128131866"
"241","","","","0.4760155975818634","0.4760155975818634","0.4760155975818634"
"243","-0.1869821548461914","-0.1869821548461914","-0.1869821548461914","0.4760155975818634","0.4760155975818634","0.4760155975818634"
"244","-0.1869821548461914","-0.1869821548461914","-0.1869821548461914","0.4760155975818634","0.4760155975818634","0.4760155975818634"
"245","-0.1869821548461914","-0.1869821548461914","-0.1869821548461914","0.4760155975818634","0.4760155975818634","0.4760155975818634"
"246","","","","0.5562305450439453","0.5562305450439453","0.5562305450439453"
"247","0.3602141737937927","0.3602141737937927","0.3602141737937927","0.5562305450439453","0.5562305450439453","0.5562305450439453"
"249","0.3602141737937927","0.3602141737937927","0.3602141737937927","0.5562305450439453","0.5562305450439453","0.5562305450439453"
"250","","","","0.5562305450439453","0.5562305450439453","0.5562305450439453"
"251","0.11261212080717087","0.11261212080717087","0.11261212080717087","0.08928035199642181","0.08928035199642181","0.08928035199642181"
"252","0.11261212080717087","0.11261212080717087","0.11261212080717087","0.08928035199642181","0.08928035199642181","0.08928035199642181"
"253","0.11261212080717087","0.11261212080717087","0.11261212080717087","0.08928035199642181","0.08928035199642181","0.08928035199642181"
"254","0.11261212080717087","0.11261212080717087","0.11261212080717087","0.08928035199642181","0.08928035199642181","0.08928035199642181"
"255","","","","0.08928035199642181","0.08928035199642181","0.08928035199642181"
"256","-0.05031336098909378","-0.05031336098909378","-0.05031336098909378","0.14374461770057678","0.14374461770057678","0.14374461770057678"
"257","-0.05031336098909378","-0.05031336098909378","-0.05031336098909378","0.14374461770057678","0.14374461770057678","0.14374461770057678"
"258","-0.05031336098909378","-0.05031336098909378","-0.05031336098909378","0.14374461770057678","0.14374461770057678","0.14374461770057678"
"259","-0.05031336098909378","-0.05031336098909378","-0.05031336098909378","","",""
"260","-0.05031336098909378","-0.05031336098909378","-0.05031336098909378","0.14374461770057678","0.14374461770057678","0.14374461770057678"
"261","-0.22031044960021973","-0.22031044960021973","-0.22031044960021973","","",""
"262","-0.22031044960021973","-0.22031044960021973","-0.22031044960021973","0.1906631737947464","0.1906631737947464","0.1906631737947464"
"263","","","","0.1906631737947464","0.1906631737947464","0.1906631737947464"
"264","","","","0.1906631737947464","0.1906631737947464","0.1906631737947464"
"265","-0.22031044960021973","-0.22031044960021973","-0.22031044960021973","0.1906631737947464","0.1906631737947464","0.1906631737947464"
"266","-0.09838686138391495","-0.09838686138391495","-0.09838686138391495","0.3630244731903076","0.3630244731903076","0.3630244731903076"
"267","","","","0.3630244731903076","0.3630244731903076","0.3630244731903076"
"268","-0.09838686138391495","-0.09838686138391495","-0.09838686138391495","0.3630244731903076","0.3630244731903076","0.3630244731903076"
"269","-0.09838686138391495","-0.09838686138391495","-0.09838686138391495","0.3630244731903076","0.3630244731903076","0.3630244731903076"
"270","-0.09838686138391495","-0.09838686138391495","-0.09838686138391495","0.3630244731903076","0.3630244731903076","0.3630244731903076"
