"Step","radiant-silence-7 - losses/policy_loss","radiant-silence-7 - losses/policy_loss__MIN","radiant-silence-7 - losses/policy_loss__MAX","radiant-silence-7 - losses/total_loss","radiant-silence-7 - losses/total_loss__MIN","radiant-silence-7 - losses/total_loss__MAX"
"24","0.17299826443195343","0.17299826443195343","0.17299826443195343","1.8685179948806763","1.8685179948806763","1.8685179948806763"
"25","0.050962574779987335","0.050962574779987335","0.050962574779987335","1.3793964385986328","1.3793964385986328","1.3793964385986328"
"26","0.04845048114657402","0.04845048114657402","0.04845048114657402","1.3576302528381348","1.3576302528381348","1.3576302528381348"
"27","0.044468656182289124","0.044468656182289124","0.044468656182289124","1.3282191753387451","1.3282191753387451","1.3282191753387451"
"28","0.039444196969270706","0.039444196969270706","0.039444196969270706","1.2993749380111694","1.2993749380111694","1.2993749380111694"
"29","0.03428036719560623","0.03428036719560623","0.03428036719560623","1.2820143699645996","1.2820143699645996","1.2820143699645996"
"30","0.0292342621833086","0.0292342621833086","0.0292342621833086","1.2925807237625122","1.2925807237625122","1.2925807237625122"
"31","0.02471783012151718","0.02471783012151718","0.02471783012151718","1.296558141708374","1.296558141708374","1.296558141708374"
"32","0.02056385949254036","0.02056385949254036","0.02056385949254036","1.2740339040756226","1.2740339040756226","1.2740339040756226"
"33","0.017513830214738846","0.017513830214738846","0.017513830214738846","1.2055842876434326","1.2055842876434326","1.2055842876434326"
"34","0.01396801695227623","0.01396801695227623","0.01396801695227623","1.1000034809112549","1.1000034809112549","1.1000034809112549"
"35","0.008855189196765423","0.008855189196765423","0.008855189196765423","1.0533097982406616","1.0533097982406616","1.0533097982406616"
"36","0.002248800825327635","0.002248800825327635","0.002248800825327635","1.0704911947250366","1.0704911947250366","1.0704911947250366"
"37","-0.0053397067822515965","-0.0053397067822515965","-0.0053397067822515965","1.0858163833618164","1.0858163833618164","1.0858163833618164"
"38","-0.012475371360778809","-0.012475371360778809","-0.012475371360778809","1.0968395471572876","1.0968395471572876","1.0968395471572876"
"39","-0.018492503091692924","-0.018492503091692924","-0.018492503091692924","1.1012457609176636","1.1012457609176636","1.1012457609176636"
"40","-0.02345825359225273","-0.02345825359225273","-0.02345825359225273","1.097447156906128","1.097447156906128","1.097447156906128"
"41","0.12128563225269318","0.12128563225269318","0.12128563225269318","1.4299426078796387","1.4299426078796387","1.4299426078796387"
"42","0.11760811507701874","0.11760811507701874","0.11760811507701874","1.411881685256958","1.411881685256958","1.411881685256958"
"43","0.1117992028594017","0.1117992028594017","0.1117992028594017","1.386365532875061","1.386365532875061","1.386365532875061"
"44","0.1047290787100792","0.1047290787100792","0.1047290787100792","1.3582227230072021","1.3582227230072021","1.3582227230072021"
"45","0.09735313802957535","0.09735313802957535","0.09735313802957535","1.3346030712127686","1.3346030712127686","1.3346030712127686"
"46","0.08996984362602234","0.08996984362602234","0.08996984362602234","1.3237394094467163","1.3237394094467163","1.3237394094467163"
"47","0.08340902626514435","0.08340902626514435","0.08340902626514435","1.3361926078796387","1.3361926078796387","1.3361926078796387"
"48","0.0779092013835907","0.0779092013835907","0.0779092013835907","1.3333197832107544","1.3333197832107544","1.3333197832107544"
"49","0.13330496847629547","0.13330496847629547","0.13330496847629547","1.4905399084091187","1.4905399084091187","1.4905399084091187"
"50","0.1285557746887207","0.1285557746887207","0.1285557746887207","1.383543610572815","1.383543610572815","1.383543610572815"
"51","0.12135632336139679","0.12135632336139679","0.12135632336139679","1.3105618953704834","1.3105618953704834","1.3105618953704834"
"52","0.11270108073949814","0.11270108073949814","0.11270108073949814","1.3220492601394653","1.3220492601394653","1.3220492601394653"
"53","0.10343608260154724","0.10343608260154724","0.10343608260154724","1.3319356441497803","1.3319356441497803","1.3319356441497803"
"54","0.09485356509685516","0.09485356509685516","0.09485356509685516","1.3388956785202026","1.3388956785202026","1.3388956785202026"
"55","0.08832448720932007","0.08832448720932007","0.08832448720932007","1.3421604633331299","1.3421604633331299","1.3421604633331299"
"56","0.08307366818189621","0.08307366818189621","0.08307366818189621","1.3397475481033325","1.3397475481033325","1.3397475481033325"
"57","0.11318251490592957","0.11318251490592957","0.11318251490592957","1.2746858596801758","1.2746858596801758","1.2746858596801758"
"58","0.10802587121725082","0.10802587121725082","0.10802587121725082","1.2626497745513916","1.2626497745513916","1.2626497745513916"
"59","0.10041704773902893","0.10041704773902893","0.10041704773902893","1.2437940835952759","1.2437940835952759","1.2437940835952759"
"60","0.09268603473901749","0.09268603473901749","0.09268603473901749","1.2223190069198608","1.2223190069198608","1.2223190069198608"
"61","0.08530128002166748","0.08530128002166748","0.08530128002166748","1.2006601095199585","1.2006601095199585","1.2006601095199585"
"62","0.07869691401720047","0.07869691401720047","0.07869691401720047","1.1808998584747314","1.1808998584747314","1.1808998584747314"
"63","0.07250005751848221","0.07250005751848221","0.07250005751848221","1.1653916835784912","1.1653916835784912","1.1653916835784912"
"64","0.06725187599658966","0.06725187599658966","0.06725187599658966","1.1698038578033447","1.1698038578033447","1.1698038578033447"
"65","0.025030948221683502","0.025030948221683502","0.025030948221683502","1.3674176931381226","1.3674176931381226","1.3674176931381226"
"66","0.02004964090883732","0.02004964090883732","0.02004964090883732","1.3039919137954712","1.3039919137954712","1.3039919137954712"
"67","0.013226361945271492","0.013226361945271492","0.013226361945271492","1.2002514600753784","1.2002514600753784","1.2002514600753784"
"68","0.005265892017632723","0.005265892017632723","0.005265892017632723","1.1795707941055298","1.1795707941055298","1.1795707941055298"
"69","-0.003224889747798443","-0.003224889747798443","-0.003224889747798443","1.1871188879013062","1.1871188879013062","1.1871188879013062"
"70","-0.011234363541007042","-0.011234363541007042","-0.011234363541007042","1.1954319477081299","1.1954319477081299","1.1954319477081299"
"71","-0.018034616485238075","-0.018034616485238075","-0.018034616485238075","1.2014853954315186","1.2014853954315186","1.2014853954315186"
"72","-0.023835014551877975","-0.023835014551877975","-0.023835014551877975","1.2030950784683228","1.2030950784683228","1.2030950784683228"
"73","0.09392769634723663","0.09392769634723663","0.09392769634723663","1.2042795419692993","1.2042795419692993","1.2042795419692993"
"74","0.090821273624897","0.090821273624897","0.090821273624897","1.1985989809036255","1.1985989809036255","1.1985989809036255"
"75","0.08593793958425522","0.08593793958425522","0.08593793958425522","1.1847056150436401","1.1847056150436401","1.1847056150436401"
"76","0.08000146597623825","0.08000146597623825","0.08000146597623825","1.1651620864868164","1.1651620864868164","1.1651620864868164"
"77","0.07394413650035858","0.07394413650035858","0.07394413650035858","1.1433535814285278","1.1433535814285278","1.1433535814285278"
"78","0.06791932135820389","0.06791932135820389","0.06791932135820389","1.1224247217178345","1.1224247217178345","1.1224247217178345"
"79","0.06262776255607605","0.06262776255607605","0.06262776255607605","1.1060670614242554","1.1060670614242554","1.1060670614242554"
"80","0.05776499956846237","0.05776499956846237","0.05776499956846237","1.0971578359603882","1.0971578359603882","1.0971578359603882"
"81","0.07912420481443405","0.07912420481443405","0.07912420481443405","1.166082501411438","1.166082501411438","1.166082501411438"
"82","0.07426753640174866","0.07426753640174866","0.07426753640174866","1.1368335485458374","1.1368335485458374","1.1368335485458374"
"83","0.06696230173110962","0.06696230173110962","0.06696230173110962","1.0488640069961548","1.0488640069961548","1.0488640069961548"
"84","0.05803769826889038","0.05803769826889038","0.05803769826889038","0.9886147975921631","0.9886147975921631","0.9886147975921631"
"85","0.04806188493967056","0.04806188493967056","0.04806188493967056","0.9930372834205627","0.9930372834205627","0.9930372834205627"
"86","0.03896724432706833","0.03896724432706833","0.03896724432706833","0.998425304889679","0.998425304889679","0.998425304889679"
"87","0.03131510689854622","0.03131510689854622","0.03131510689854622","1.0030773878097534","1.0030773878097534","1.0030773878097534"
"88","0.024949703365564346","0.024949703365564346","0.024949703365564346","1.004973292350769","1.004973292350769","1.004973292350769"
"89","-0.0011661413591355085","-0.0011661413591355085","-0.0011661413591355085","0.9442510604858398","0.9442510604858398","0.9442510604858398"
"90","-0.004053214564919472","-0.004053214564919472","-0.004053214564919472","0.9384413361549377","0.9384413361549377","0.9384413361549377"
"91","-0.00901196338236332","-0.00901196338236332","-0.00901196338236332","0.9283751845359802","0.9283751845359802","0.9283751845359802"
"92","-0.015374653972685337","-0.015374653972685337","-0.015374653972685337","0.9154444336891174","0.9154444336891174","0.9154444336891174"
"93","-0.021760256960988045","-0.021760256960988045","-0.021760256960988045","0.9011068940162659","0.9011068940162659","0.9011068940162659"
"94","-0.027870409190654755","-0.027870409190654755","-0.027870409190654755","0.8869613409042358","0.8869613409042358","0.8869613409042358"
"95","-0.03380874916911125","-0.03380874916911125","-0.03380874916911125","0.874457061290741","0.874457061290741","0.874457061290741"
"96","-0.039506763219833374","-0.039506763219833374","-0.039506763219833374","0.8646292686462402","0.8646292686462402","0.8646292686462402"
"97","0.09699846804141998","0.09699846804141998","0.09699846804141998","1.1259692907333374","1.1259692907333374","1.1259692907333374"
"98","0.09242118895053864","0.09242118895053864","0.09242118895053864","1.089582920074463","1.089582920074463","1.089582920074463"
"99","0.0854278951883316","0.0854278951883316","0.0854278951883316","1.005321741104126","1.005321741104126","1.005321741104126"
"100","0.0769832506775856","0.0769832506775856","0.0769832506775856","0.9605653882026672","0.9605653882026672","0.9605653882026672"
"101","0.06747276335954666","0.06747276335954666","0.06747276335954666","0.9665688276290894","0.9665688276290894","0.9665688276290894"
"102","0.05813809484243393","0.05813809484243393","0.05813809484243393","0.9720134139060974","0.9720134139060974","0.9720134139060974"
"103","0.0499284490942955","0.0499284490942955","0.0499284490942955","0.9755895733833313","0.9755895733833313","0.9755895733833313"
"104","0.043433044105768204","0.043433044105768204","0.043433044105768204","0.9761250615119934","0.9761250615119934","0.9761250615119934"
"105","0.004048535600304604","0.004048535600304604","0.004048535600304604","0.9296398758888245","0.9296398758888245","0.9296398758888245"
"106","0.0002977185940835625","0.0002977185940835625","0.0002977185940835625","0.9243910908699036","0.9243910908699036","0.9243910908699036"
"107","-0.006111332215368748","-0.006111332215368748","-0.006111332215368748","0.912990927696228","0.912990927696228","0.912990927696228"
"108","-0.014131585136055946","-0.014131585136055946","-0.014131585136055946","0.8974615931510925","0.8974615931510925","0.8974615931510925"
"109","-0.02297820895910263","-0.02297820895910263","-0.02297820895910263","0.8797570466995239","0.8797570466995239","0.8797570466995239"
"110","-0.0320233479142189","-0.0320233479142189","-0.0320233479142189","0.861748456954956","0.861748456954956","0.861748456954956"
"111","-0.04057837650179863","-0.04057837650179863","-0.04057837650179863","0.8460692167282104","0.8460692167282104","0.8460692167282104"
"112","-0.047633521258831024","-0.047633521258831024","-0.047633521258831024","0.8410221934318542","0.8410221934318542","0.8410221934318542"
"113","0.10089961439371109","0.10089961439371109","0.10089961439371109","1.1484684944152832","1.1484684944152832","1.1484684944152832"
"114","0.09525781124830246","0.09525781124830246","0.09525781124830246","1.0993196964263916","1.0993196964263916","1.0993196964263916"
"115","0.08683671802282333","0.08683671802282333","0.08683671802282333","1.0028138160705566","1.0028138160705566","1.0028138160705566"
"116","0.07672548294067383","0.07672548294067383","0.07672548294067383","0.9786247611045837","0.9786247611045837","0.9786247611045837"
"117","0.06554805487394333","0.06554805487394333","0.06554805487394333","0.9850748777389526","0.9850748777389526","0.9850748777389526"
"118","0.05546925589442253","0.05546925589442253","0.05546925589442253","0.9929021596908569","0.9929021596908569","0.9929021596908569"
"119","0.048052944242954254","0.048052944242954254","0.048052944242954254","1.0006930828094482","1.0006930828094482","1.0006930828094482"
"120","0.04230433702468872","0.04230433702468872","0.04230433702468872","1.004888653755188","1.004888653755188","1.004888653755188"
"121","0.045574210584163666","0.045574210584163666","0.045574210584163666","0.8348424434661865","0.8348424434661865","0.8348424434661865"
"122","0.04226785898208618","0.04226785898208618","0.04226785898208618","0.8299757838249207","0.8299757838249207","0.8299757838249207"
"123","0.03677671030163765","0.03677671030163765","0.03677671030163765","0.8183171153068542","0.8183171153068542","0.8183171153068542"
"124","0.029791928827762604","0.029791928827762604","0.029791928827762604","0.8029521703720093","0.8029521703720093","0.8029521703720093"
"125","0.022125529125332832","0.022125529125332832","0.022125529125332832","0.7863453030586243","0.7863453030586243","0.7863453030586243"
"126","0.014561706222593784","0.014561706222593784","0.014561706222593784","0.7699102759361267","0.7699102759361267","0.7699102759361267"
"127","0.0078081064857542515","0.0078081064857542515","0.0078081064857542515","0.7556340098381042","0.7556340098381042","0.7556340098381042"
"128","0.001990050543099642","0.001990050543099642","0.001990050543099642","0.7442795038223267","0.7442795038223267","0.7442795038223267"
"129","0.000007972121238708496","0.000007972121238708496","0.000007972121238708496","0.8435895442962646","0.8435895442962646","0.8435895442962646"
"130","-0.004666343331336975","-0.004666343331336975","-0.004666343331336975","0.8125182390213013","0.8125182390213013","0.8125182390213013"
"131","-0.011880949139595032","-0.011880949139595032","-0.011880949139595032","0.7240064740180969","0.7240064740180969","0.7240064740180969"
"132","-0.020440414547920227","-0.020440414547920227","-0.020440414547920227","0.6681122779846191","0.6681122779846191","0.6681122779846191"
"133","-0.02979302406311035","-0.02979302406311035","-0.02979302406311035","0.6685301065444946","0.6685301065444946","0.6685301065444946"
"134","-0.039068251848220825","-0.039068251848220825","-0.039068251848220825","0.6711300611495972","0.6711300611495972","0.6711300611495972"
"135","-0.047127872705459595","-0.047127872705459595","-0.047127872705459595","0.675444483757019","0.675444483757019","0.675444483757019"
"136","-0.05367949604988098","-0.05367949604988098","-0.05367949604988098","0.6796841621398926","0.6796841621398926","0.6796841621398926"
"137","0.017427517101168633","0.017427517101168633","0.017427517101168633","0.7853289842605591","0.7853289842605591","0.7853289842605591"
"138","0.014214759692549706","0.014214759692549706","0.014214759692549706","0.7851095795631409","0.7851095795631409","0.7851095795631409"
"139","0.009107716381549835","0.009107716381549835","0.009107716381549835","0.7775540947914124","0.7775540947914124","0.7775540947914124"
"140","0.0031946131493896246","0.0031946131493896246","0.0031946131493896246","0.7645668983459473","0.7645668983459473","0.7645668983459473"
"141","-0.003121205372735858","-0.003121205372735858","-0.003121205372735858","0.7481116056442261","0.7481116056442261","0.7481116056442261"
"142","-0.009621464647352695","-0.009621464647352695","-0.009621464647352695","0.7301607728004456","0.7301607728004456","0.7301607728004456"
"143","-0.01604704186320305","-0.01604704186320305","-0.01604704186320305","0.7123600244522095","0.7123600244522095","0.7123600244522095"
"144","-0.02198192849755287","-0.02198192849755287","-0.02198192849755287","0.6966331601142883","0.6966331601142883","0.6966331601142883"
"145","-0.0043820347636938095","-0.0043820347636938095","-0.0043820347636938095","0.6578917503356934","0.6578917503356934","0.6578917503356934"
"146","-0.008681071922183037","-0.008681071922183037","-0.008681071922183037","0.6437485218048096","0.6437485218048096","0.6437485218048096"
"147","-0.015455585904419422","-0.015455585904419422","-0.015455585904419422","0.5804033279418945","0.5804033279418945","0.5804033279418945"
"148","-0.02333890087902546","-0.02333890087902546","-0.02333890087902546","0.5094293355941772","0.5094293355941772","0.5094293355941772"
"149","-0.03149191662669182","-0.03149191662669182","-0.03149191662669182","0.5094373822212219","0.5094373822212219","0.5094373822212219"
"150","-0.03933742642402649","-0.03933742642402649","-0.03933742642402649","0.5129938125610352","0.5129938125610352","0.5129938125610352"
"151","-0.04619135707616806","-0.04619135707616806","-0.04619135707616806","0.5168618559837341","0.5168618559837341","0.5168618559837341"
"152","-0.05181574076414108","-0.05181574076414108","-0.05181574076414108","0.5193789601325989","0.5193789601325989","0.5193789601325989"
"153","-0.000007972121238708496","-0.000007972121238708496","-0.000007972121238708496","0.5268795490264893","0.5268795490264893","0.5268795490264893"
"154","-0.0029786229133605957","-0.0029786229133605957","-0.0029786229133605957","0.5256553292274475","0.5256553292274475","0.5256553292274475"
"155","-0.007617384195327759","-0.007617384195327759","-0.007617384195327759","0.519447922706604","0.519447922706604","0.519447922706604"
"156","-0.013644814491271973","-0.013644814491271973","-0.013644814491271973","0.509055495262146","0.509055495262146","0.509055495262146"
"157","-0.020503312349319458","-0.020503312349319458","-0.020503312349319458","0.49590864777565","0.49590864777565","0.49590864777565"
"158","-0.026339679956436157","-0.026339679956436157","-0.026339679956436157","0.4830300509929657","0.4830300509929657","0.4830300509929657"
"159","-0.03180396556854248","-0.03180396556854248","-0.03180396556854248","0.47106850147247314","0.47106850147247314","0.47106850147247314"
"160","-0.03681337833404541","-0.03681337833404541","-0.03681337833404541","0.46286189556121826","0.46286189556121826","0.46286189556121826"
"161","0.000007331371307373047","0.000007331371307373047","0.000007331371307373047","0.5892840623855591","0.5892840623855591","0.5892840623855591"
"162","-0.004912853240966797","-0.004912853240966797","-0.004912853240966797","0.5564422607421875","0.5564422607421875","0.5564422607421875"
"163","-0.012254804372787476","-0.012254804372787476","-0.012254804372787476","0.4862051010131836","0.4862051010131836","0.4862051010131836"
"164","-0.021227344870567322","-0.021227344870567322","-0.021227344870567322","0.4431150555610657","0.4431150555610657","0.4431150555610657"
"165","-0.03114643692970276","-0.03114643692970276","-0.03114643692970276","0.44484785199165344","0.44484785199165344","0.44484785199165344"
"166","-0.04011449217796326","-0.04011449217796326","-0.04011449217796326","0.4481383264064789","0.4481383264064789","0.4481383264064789"
"167","-0.047267764806747437","-0.047267764806747437","-0.047267764806747437","0.4518483579158783","0.4518483579158783","0.4518483579158783"
"168","-0.05231957137584686","-0.05231957137584686","-0.05231957137584686","0.4543396830558777","0.4543396830558777","0.4543396830558777"
"169","0.004808247089385986","0.004808247089385986","0.004808247089385986","0.5669963955879211","0.5669963955879211","0.5669963955879211"
"170","0.0008825212717056274","0.0008825212717056274","0.0008825212717056274","0.563416063785553","0.563416063785553","0.563416063785553"
"171","-0.005560845136642456","-0.005560845136642456","-0.005560845136642456","0.5551174879074097","0.5551174879074097","0.5551174879074097"
"172","-0.013665780425071716","-0.013665780425071716","-0.013665780425071716","0.5433181524276733","0.5433181524276733","0.5433181524276733"
"173","-0.02296850085258484","-0.02296850085258484","-0.02296850085258484","0.5291099548339844","0.5291099548339844","0.5291099548339844"
"174","-0.03231529891490936","-0.03231529891490936","-0.03231529891490936","0.5142688751220703","0.5142688751220703","0.5142688751220703"
"175","-0.04088395833969116","-0.04088395833969116","-0.04088395833969116","0.5001497864723206","0.5001497864723206","0.5001497864723206"
"176","-0.04879985749721527","-0.04879985749721527","-0.04879985749721527","0.4870068430900574","0.4870068430900574","0.4870068430900574"
"177","-0.003768219845369458","-0.003768219845369458","-0.003768219845369458","0.48845434188842773","0.48845434188842773","0.48845434188842773"
"178","-0.008928732946515083","-0.008928732946515083","-0.008928732946515083","0.46124786138534546","0.46124786138534546","0.46124786138534546"
"179","-0.016249924898147583","-0.016249924898147583","-0.016249924898147583","0.39541196823120117","0.39541196823120117","0.39541196823120117"
"180","-0.02479374222457409","-0.02479374222457409","-0.02479374222457409","0.3500520586967468","0.3500520586967468","0.3500520586967468"
"181","-0.03371591120958328","-0.03371591120958328","-0.03371591120958328","0.3512844443321228","0.3512844443321228","0.3512844443321228"
"182","-0.04169691726565361","-0.04169691726565361","-0.04169691726565361","0.3535669445991516","0.3535669445991516","0.3535669445991516"
"183","-0.04863939806818962","-0.04863939806818962","-0.04863939806818962","0.3549270033836365","0.3549270033836365","0.3549270033836365"
"184","-0.054444923996925354","-0.054444923996925354","-0.054444923996925354","0.35381221771240234","0.35381221771240234","0.35381221771240234"
"185","0.0028671168256551027","0.0028671168256551027","0.0028671168256551027","0.4881066679954529","0.4881066679954529","0.4881066679954529"
"186","-0.0005866173305548728","-0.0005866173305548728","-0.0005866173305548728","0.4847323000431061","0.4847323000431061","0.4847323000431061"
"187","-0.006509815342724323","-0.006509815342724323","-0.006509815342724323","0.47606250643730164","0.47606250643730164","0.47606250643730164"
"188","-0.013997296802699566","-0.013997296802699566","-0.013997296802699566","0.4636722505092621","0.4636722505092621","0.4636722505092621"
"189","-0.021962204948067665","-0.021962204948067665","-0.021962204948067665","0.4495602548122406","0.4495602548122406","0.4495602548122406"
"190","-0.029315391555428505","-0.029315391555428505","-0.029315391555428505","0.4357122480869293","0.4357122480869293","0.4357122480869293"
"191","-0.03630968555808067","-0.03630968555808067","-0.03630968555808067","0.42278018593788147","0.42278018593788147","0.42278018593788147"
"192","-0.04244067892432213","-0.04244067892432213","-0.04244067892432213","0.412667840719223","0.412667840719223","0.412667840719223"
"193","0.000001043081283569336","0.000001043081283569336","0.000001043081283569336","0.6066068410873413","0.6066068410873413","0.6066068410873413"
"194","-0.003946751356124878","-0.003946751356124878","-0.003946751356124878","0.5687353610992432","0.5687353610992432","0.5687353610992432"
"195","-0.00994408130645752","-0.00994408130645752","-0.00994408130645752","0.4841807782649994","0.4841807782649994","0.4841807782649994"
"196","-0.016986429691314697","-0.016986429691314697","-0.016986429691314697","0.45539045333862305","0.45539045333862305","0.45539045333862305"
"197","-0.024542227387428284","-0.024542227387428284","-0.024542227387428284","0.457977831363678","0.457977831363678","0.457977831363678"
"198","-0.03196893632411957","-0.03196893632411957","-0.03196893632411957","0.4628787040710449","0.4628787040710449","0.4628787040710449"
"199","-0.03901229798793793","-0.03901229798793793","-0.03901229798793793","0.4685180187225342","0.4685180187225342","0.4685180187225342"
"200","-0.04523402452468872","-0.04523402452468872","-0.04523402452468872","0.4730260968208313","0.4730260968208313","0.4730260968208313"
"201","0.0012993898708373308","0.0012993898708373308","0.0012993898708373308","0.48741862177848816","0.48741862177848816","0.48741862177848816"
"202","-0.00247429427690804","-0.00247429427690804","-0.00247429427690804","0.48547080159187317","0.48547080159187317","0.48547080159187317"
"203","-0.008430201560258865","-0.008430201560258865","-0.008430201560258865","0.4761385917663574","0.4761385917663574","0.4761385917663574"
"204","-0.015479166060686111","-0.015479166060686111","-0.015479166060686111","0.46163034439086914","0.46163034439086914","0.46163034439086914"
"205","-0.02275886759161949","-0.02275886759161949","-0.02275886759161949","0.4445856213569641","0.4445856213569641","0.4445856213569641"
"206","-0.029620984569191933","-0.029620984569191933","-0.029620984569191933","0.4274684190750122","0.4274684190750122","0.4274684190750122"
"207","-0.03580741956830025","-0.03580741956830025","-0.03580741956830025","0.4119204580783844","0.4119204580783844","0.4119204580783844"
"208","-0.041204784065485","-0.041204784065485","-0.041204784065485","0.39918726682662964","0.39918726682662964","0.39918726682662964"
"209","-0.000014722347259521484","-0.000014722347259521484","-0.000014722347259521484","0.4146595895290375","0.4146595895290375","0.4146595895290375"
"210","-0.00435832142829895","-0.00435832142829895","-0.00435832142829895","0.4014508128166199","0.4014508128166199","0.4014508128166199"
"211","-0.010891571640968323","-0.010891571640968323","-0.010891571640968323","0.34489643573760986","0.34489643573760986","0.34489643573760986"
"212","-0.019119039177894592","-0.019119039177894592","-0.019119039177894592","0.2807948589324951","0.2807948589324951","0.2807948589324951"
"213","-0.027957960963249207","-0.027957960963249207","-0.027957960963249207","0.2783581018447876","0.2783581018447876","0.2783581018447876"
"214","-0.03612741827964783","-0.03612741827964783","-0.03612741827964783","0.2785992920398712","0.2785992920398712","0.2785992920398712"
"215","-0.04335513710975647","-0.04335513710975647","-0.04335513710975647","0.27996233105659485","0.27996233105659485","0.27996233105659485"
"216","-0.049330934882164","-0.049330934882164","-0.049330934882164","0.2813647389411926","0.2813647389411926","0.2813647389411926"
"217","0.005522444378584623","0.005522444378584623","0.005522444378584623","0.4631569981575012","0.4631569981575012","0.4631569981575012"
"218","0.0014503676211461425","0.0014503676211461425","0.0014503676211461425","0.46141648292541504","0.46141648292541504","0.46141648292541504"
"219","-0.005657991860061884","-0.005657991860061884","-0.005657991860061884","0.45361921191215515","0.45361921191215515","0.45361921191215515"
"220","-0.013774475082755089","-0.013774475082755089","-0.013774475082755089","0.4421502351760864","0.4421502351760864","0.4421502351760864"
"221","-0.02215699851512909","-0.02215699851512909","-0.02215699851512909","0.4285265803337097","0.4285265803337097","0.4285265803337097"
"222","-0.030150964856147766","-0.030150964856147766","-0.030150964856147766","0.4143313765525818","0.4143313765525818","0.4143313765525818"
"223","-0.0376470610499382","-0.0376470610499382","-0.0376470610499382","0.4005204737186432","0.4005204737186432","0.4005204737186432"
"224","-0.04429268091917038","-0.04429268091917038","-0.04429268091917038","0.38815146684646606","0.38815146684646606","0.38815146684646606"
"225","0.0000036656856536865234","0.0000036656856536865234","0.0000036656856536865234","0.5272891521453857","0.5272891521453857","0.5272891521453857"
"226","-0.00397077202796936","-0.00397077202796936","-0.00397077202796936","0.4896221458911896","0.4896221458911896","0.4896221458911896"
"227","-0.010124951601028442","-0.010124951601028442","-0.010124951601028442","0.40193256735801697","0.40193256735801697","0.40193256735801697"
"228","-0.01794356107711792","-0.01794356107711792","-0.01794356107711792","0.3667355477809906","0.3667355477809906","0.3667355477809906"
"229","-0.027058124542236328","-0.027058124542236328","-0.027058124542236328","0.36472243070602417","0.36472243070602417","0.36472243070602417"
"230","-0.03569060564041138","-0.03569060564041138","-0.03569060564041138","0.36548912525177","0.36548912525177","0.36548912525177"
"231","-0.0430106520652771","-0.0430106520652771","-0.0430106520652771","0.36883383989334106","0.36883383989334106","0.36883383989334106"
