"Step","young-flower-175 - returns/max","young-flower-175 - returns/max__MIN","young-flower-175 - returns/max__MAX","young-flower-175 - returns/mean","young-flower-175 - returns/mean__MIN","young-flower-175 - returns/mean__MAX","young-flower-175 - returns/min","young-flower-175 - returns/min__MIN","young-flower-175 - returns/min__MAX","young-flower-175 - returns/std","young-flower-175 - returns/std__MIN","young-flower-175 - returns/std__MAX"
"18","","","","0.2637196481227875","0.2637196481227875","0.2637196481227875","-0.3617480397224426","-0.3617480397224426","-0.3617480397224426","","",""
"19","2.740720748901367","2.740720748901367","2.740720748901367","0.2637196481227875","0.2637196481227875","0.2637196481227875","-0.3617480397224426","-0.3617480397224426","-0.3617480397224426","0.7104617357254028","0.7104617357254028","0.7104617357254028"
"20","2.740720748901367","2.740720748901367","2.740720748901367","0.2637196481227875","0.2637196481227875","0.2637196481227875","-0.3617480397224426","-0.3617480397224426","-0.3617480397224426","","",""
"21","3.531946897506714","3.531946897506714","3.531946897506714","0.07854219526052475","0.07854219526052475","0.07854219526052475","","","","0.5925638675689697","0.5925638675689697","0.5925638675689697"
"22","3.531946897506714","3.531946897506714","3.531946897506714","0.07854219526052475","0.07854219526052475","0.07854219526052475","-0.7186486124992371","-0.7186486124992371","-0.7186486124992371","0.5925638675689697","0.5925638675689697","0.5925638675689697"
"23","3.531946897506714","3.531946897506714","3.531946897506714","0.07854219526052475","0.07854219526052475","0.07854219526052475","-0.7186486124992371","-0.7186486124992371","-0.7186486124992371","","",""
"24","","","","0.07854219526052475","0.07854219526052475","0.07854219526052475","-0.7186486124992371","-0.7186486124992371","-0.7186486124992371","0.5925638675689697","0.5925638675689697","0.5925638675689697"
"25","3.531946897506714","3.531946897506714","3.531946897506714","0.07854219526052475","0.07854219526052475","0.07854219526052475","-0.7186486124992371","-0.7186486124992371","-0.7186486124992371","","",""
"26","3.1901133060455322","3.1901133060455322","3.1901133060455322","0.12767335772514343","0.12767335772514343","0.12767335772514343","-0.5275074243545532","-0.5275074243545532","-0.5275074243545532","0.5767207741737366","0.5767207741737366","0.5767207741737366"
"27","3.1901133060455322","3.1901133060455322","3.1901133060455322","0.12767335772514343","0.12767335772514343","0.12767335772514343","-0.5275074243545532","-0.5275074243545532","-0.5275074243545532","0.5767207741737366","0.5767207741737366","0.5767207741737366"
"28","","","","0.12767335772514343","0.12767335772514343","0.12767335772514343","-0.5275074243545532","-0.5275074243545532","-0.5275074243545532","0.5767207741737366","0.5767207741737366","0.5767207741737366"
"29","3.1901133060455322","3.1901133060455322","3.1901133060455322","0.12767335772514343","0.12767335772514343","0.12767335772514343","","","","0.5767207741737366","0.5767207741737366","0.5767207741737366"
"30","","","","0.12767335772514343","0.12767335772514343","0.12767335772514343","-0.5275074243545532","-0.5275074243545532","-0.5275074243545532","","",""
"31","2.453328847885132","2.453328847885132","2.453328847885132","0.15858010947704315","0.15858010947704315","0.15858010947704315","-0.38000863790512085","-0.38000863790512085","-0.38000863790512085","0.46433159708976746","0.46433159708976746","0.46433159708976746"
"32","","","","0.15858010947704315","0.15858010947704315","0.15858010947704315","-0.38000863790512085","-0.38000863790512085","-0.38000863790512085","0.46433159708976746","0.46433159708976746","0.46433159708976746"
"33","","","","0.15858010947704315","0.15858010947704315","0.15858010947704315","-0.38000863790512085","-0.38000863790512085","-0.38000863790512085","0.46433159708976746","0.46433159708976746","0.46433159708976746"
"34","2.453328847885132","2.453328847885132","2.453328847885132","0.15858010947704315","0.15858010947704315","0.15858010947704315","-0.38000863790512085","-0.38000863790512085","-0.38000863790512085","0.46433159708976746","0.46433159708976746","0.46433159708976746"
"35","2.453328847885132","2.453328847885132","2.453328847885132","","","","-0.38000863790512085","-0.38000863790512085","-0.38000863790512085","0.46433159708976746","0.46433159708976746","0.46433159708976746"
"36","0.4328816533088684","0.4328816533088684","0.4328816533088684","0.0372750498354435","0.0372750498354435","0.0372750498354435","-0.3308340311050415","-0.3308340311050415","-0.3308340311050415","0.1401396095752716","0.1401396095752716","0.1401396095752716"
"37","0.4328816533088684","0.4328816533088684","0.4328816533088684","0.0372750498354435","0.0372750498354435","0.0372750498354435","-0.3308340311050415","-0.3308340311050415","-0.3308340311050415","0.1401396095752716","0.1401396095752716","0.1401396095752716"
"38","0.4328816533088684","0.4328816533088684","0.4328816533088684","","","","-0.3308340311050415","-0.3308340311050415","-0.3308340311050415","0.1401396095752716","0.1401396095752716","0.1401396095752716"
"39","0.4328816533088684","0.4328816533088684","0.4328816533088684","0.0372750498354435","0.0372750498354435","0.0372750498354435","-0.3308340311050415","-0.3308340311050415","-0.3308340311050415","0.1401396095752716","0.1401396095752716","0.1401396095752716"
"40","","","","0.0372750498354435","0.0372750498354435","0.0372750498354435","-0.3308340311050415","-0.3308340311050415","-0.3308340311050415","","",""
"41","2.751300811767578","2.751300811767578","2.751300811767578","-0.004931810311973095","-0.004931810311973095","-0.004931810311973095","-0.6828199625015259","-0.6828199625015259","-0.6828199625015259","0.5802873373031616","0.5802873373031616","0.5802873373031616"
"42","2.751300811767578","2.751300811767578","2.751300811767578","-0.004931810311973095","-0.004931810311973095","-0.004931810311973095","-0.6828199625015259","-0.6828199625015259","-0.6828199625015259","","",""
"43","2.751300811767578","2.751300811767578","2.751300811767578","-0.004931810311973095","-0.004931810311973095","-0.004931810311973095","-0.6828199625015259","-0.6828199625015259","-0.6828199625015259","0.5802873373031616","0.5802873373031616","0.5802873373031616"
"44","2.751300811767578","2.751300811767578","2.751300811767578","","","","-0.6828199625015259","-0.6828199625015259","-0.6828199625015259","0.5802873373031616","0.5802873373031616","0.5802873373031616"
"45","2.751300811767578","2.751300811767578","2.751300811767578","-0.004931810311973095","-0.004931810311973095","-0.004931810311973095","-0.6828199625015259","-0.6828199625015259","-0.6828199625015259","0.5802873373031616","0.5802873373031616","0.5802873373031616"
"46","2.6705539226531982","2.6705539226531982","2.6705539226531982","0.22247566282749176","0.22247566282749176","0.22247566282749176","","","","0.4187361001968384","0.4187361001968384","0.4187361001968384"
"47","2.6705539226531982","2.6705539226531982","2.6705539226531982","0.22247566282749176","0.22247566282749176","0.22247566282749176","-0.21211129426956177","-0.21211129426956177","-0.21211129426956177","0.4187361001968384","0.4187361001968384","0.4187361001968384"
"48","2.6705539226531982","2.6705539226531982","2.6705539226531982","0.22247566282749176","0.22247566282749176","0.22247566282749176","","","","0.4187361001968384","0.4187361001968384","0.4187361001968384"
"49","2.6705539226531982","2.6705539226531982","2.6705539226531982","0.22247566282749176","0.22247566282749176","0.22247566282749176","-0.21211129426956177","-0.21211129426956177","-0.21211129426956177","0.4187361001968384","0.4187361001968384","0.4187361001968384"
"50","2.6705539226531982","2.6705539226531982","2.6705539226531982","0.22247566282749176","0.22247566282749176","0.22247566282749176","-0.21211129426956177","-0.21211129426956177","-0.21211129426956177","","",""
"51","1.5912561416625977","1.5912561416625977","1.5912561416625977","","","","-0.2156839668750763","-0.2156839668750763","-0.2156839668750763","0.3102259635925293","0.3102259635925293","0.3102259635925293"
"52","1.5912561416625977","1.5912561416625977","1.5912561416625977","","","","-0.2156839668750763","-0.2156839668750763","-0.2156839668750763","0.3102259635925293","0.3102259635925293","0.3102259635925293"
"53","1.5912561416625977","1.5912561416625977","1.5912561416625977","0.09704454988241196","0.09704454988241196","0.09704454988241196","-0.2156839668750763","-0.2156839668750763","-0.2156839668750763","0.3102259635925293","0.3102259635925293","0.3102259635925293"
"54","","","","0.09704454988241196","0.09704454988241196","0.09704454988241196","-0.2156839668750763","-0.2156839668750763","-0.2156839668750763","0.3102259635925293","0.3102259635925293","0.3102259635925293"
"55","1.5912561416625977","1.5912561416625977","1.5912561416625977","0.09704454988241196","0.09704454988241196","0.09704454988241196","-0.2156839668750763","-0.2156839668750763","-0.2156839668750763","0.3102259635925293","0.3102259635925293","0.3102259635925293"
"56","2.916569709777832","2.916569709777832","2.916569709777832","","","","-0.2975713312625885","-0.2975713312625885","-0.2975713312625885","0.5555919408798218","0.5555919408798218","0.5555919408798218"
"57","2.916569709777832","2.916569709777832","2.916569709777832","","","","-0.2975713312625885","-0.2975713312625885","-0.2975713312625885","","",""
"58","2.916569709777832","2.916569709777832","2.916569709777832","0.33556050062179565","0.33556050062179565","0.33556050062179565","-0.2975713312625885","-0.2975713312625885","-0.2975713312625885","","",""
"59","2.916569709777832","2.916569709777832","2.916569709777832","","","","-0.2975713312625885","-0.2975713312625885","-0.2975713312625885","0.5555919408798218","0.5555919408798218","0.5555919408798218"
"60","2.916569709777832","2.916569709777832","2.916569709777832","0.33556050062179565","0.33556050062179565","0.33556050062179565","-0.2975713312625885","-0.2975713312625885","-0.2975713312625885","0.5555919408798218","0.5555919408798218","0.5555919408798218"
"61","","","","0.46202096343040466","0.46202096343040466","0.46202096343040466","-0.0784463882446289","-0.0784463882446289","-0.0784463882446289","0.5680773854255676","0.5680773854255676","0.5680773854255676"
"62","","","","","","","-0.0784463882446289","-0.0784463882446289","-0.0784463882446289","","",""
"63","2.34525990486145","2.34525990486145","2.34525990486145","0.46202096343040466","0.46202096343040466","0.46202096343040466","-0.0784463882446289","-0.0784463882446289","-0.0784463882446289","","",""
"64","","","","0.46202096343040466","0.46202096343040466","0.46202096343040466","","","","","",""
"65","2.34525990486145","2.34525990486145","2.34525990486145","0.46202096343040466","0.46202096343040466","0.46202096343040466","-0.0784463882446289","-0.0784463882446289","-0.0784463882446289","0.5680773854255676","0.5680773854255676","0.5680773854255676"
"66","","","","-0.04257430136203766","-0.04257430136203766","-0.04257430136203766","","","","0.5852549076080322","0.5852549076080322","0.5852549076080322"
"67","2.4825632572174072","2.4825632572174072","2.4825632572174072","","","","-0.546661376953125","-0.546661376953125","-0.546661376953125","0.5852549076080322","0.5852549076080322","0.5852549076080322"
"68","2.4825632572174072","2.4825632572174072","2.4825632572174072","-0.04257430136203766","-0.04257430136203766","-0.04257430136203766","","","","0.5852549076080322","0.5852549076080322","0.5852549076080322"
"69","2.4825632572174072","2.4825632572174072","2.4825632572174072","-0.04257430136203766","-0.04257430136203766","-0.04257430136203766","-0.546661376953125","-0.546661376953125","-0.546661376953125","0.5852549076080322","0.5852549076080322","0.5852549076080322"
"70","2.4825632572174072","2.4825632572174072","2.4825632572174072","-0.04257430136203766","-0.04257430136203766","-0.04257430136203766","-0.546661376953125","-0.546661376953125","-0.546661376953125","0.5852549076080322","0.5852549076080322","0.5852549076080322"
"71","0.2934578061103821","0.2934578061103821","0.2934578061103821","-0.002299910644069314","-0.002299910644069314","-0.002299910644069314","-0.3083186745643616","-0.3083186745643616","-0.3083186745643616","0.14819733798503876","0.14819733798503876","0.14819733798503876"
"72","0.2934578061103821","0.2934578061103821","0.2934578061103821","-0.002299910644069314","-0.002299910644069314","-0.002299910644069314","-0.3083186745643616","-0.3083186745643616","-0.3083186745643616","0.14819733798503876","0.14819733798503876","0.14819733798503876"
"73","0.2934578061103821","0.2934578061103821","0.2934578061103821","-0.002299910644069314","-0.002299910644069314","-0.002299910644069314","-0.3083186745643616","-0.3083186745643616","-0.3083186745643616","0.14819733798503876","0.14819733798503876","0.14819733798503876"
"74","0.2934578061103821","0.2934578061103821","0.2934578061103821","-0.002299910644069314","-0.002299910644069314","-0.002299910644069314","-0.3083186745643616","-0.3083186745643616","-0.3083186745643616","0.14819733798503876","0.14819733798503876","0.14819733798503876"
"75","","","","-0.002299910644069314","-0.002299910644069314","-0.002299910644069314","-0.3083186745643616","-0.3083186745643616","-0.3083186745643616","0.14819733798503876","0.14819733798503876","0.14819733798503876"
"76","2.515993118286133","2.515993118286133","2.515993118286133","0.15331055223941803","0.15331055223941803","0.15331055223941803","","","","","",""
"77","2.515993118286133","2.515993118286133","2.515993118286133","0.15331055223941803","0.15331055223941803","0.15331055223941803","-0.3782635033130646","-0.3782635033130646","-0.3782635033130646","","",""
"78","2.515993118286133","2.515993118286133","2.515993118286133","","","","-0.3782635033130646","-0.3782635033130646","-0.3782635033130646","0.4656633138656616","0.4656633138656616","0.4656633138656616"
"79","2.515993118286133","2.515993118286133","2.515993118286133","","","","-0.3782635033130646","-0.3782635033130646","-0.3782635033130646","0.4656633138656616","0.4656633138656616","0.4656633138656616"
"81","0.2783203423023224","0.2783203423023224","0.2783203423023224","0.011688178405165672","0.011688178405165672","0.011688178405165672","-0.10289201140403748","-0.10289201140403748","-0.10289201140403748","0.08070360124111176","0.08070360124111176","0.08070360124111176"
"82","","","","0.011688178405165672","0.011688178405165672","0.011688178405165672","-0.10289201140403748","-0.10289201140403748","-0.10289201140403748","0.08070360124111176","0.08070360124111176","0.08070360124111176"
"83","0.2783203423023224","0.2783203423023224","0.2783203423023224","0.011688178405165672","0.011688178405165672","0.011688178405165672","","","","0.08070360124111176","0.08070360124111176","0.08070360124111176"
"84","0.2783203423023224","0.2783203423023224","0.2783203423023224","0.011688178405165672","0.011688178405165672","0.011688178405165672","-0.10289201140403748","-0.10289201140403748","-0.10289201140403748","0.08070360124111176","0.08070360124111176","0.08070360124111176"
"85","0.2783203423023224","0.2783203423023224","0.2783203423023224","0.011688178405165672","0.011688178405165672","0.011688178405165672","-0.10289201140403748","-0.10289201140403748","-0.10289201140403748","","",""
"86","0.5792769193649292","0.5792769193649292","0.5792769193649292","0.2324138879776001","0.2324138879776001","0.2324138879776001","","","","","",""
"87","0.5792769193649292","0.5792769193649292","0.5792769193649292","","","","-0.04820370674133301","-0.04820370674133301","-0.04820370674133301","0.1649160385131836","0.1649160385131836","0.1649160385131836"
"88","0.5792769193649292","0.5792769193649292","0.5792769193649292","","","","-0.04820370674133301","-0.04820370674133301","-0.04820370674133301","0.1649160385131836","0.1649160385131836","0.1649160385131836"
"89","0.5792769193649292","0.5792769193649292","0.5792769193649292","0.2324138879776001","0.2324138879776001","0.2324138879776001","-0.04820370674133301","-0.04820370674133301","-0.04820370674133301","","",""
"90","0.5792769193649292","0.5792769193649292","0.5792769193649292","0.2324138879776001","0.2324138879776001","0.2324138879776001","-0.04820370674133301","-0.04820370674133301","-0.04820370674133301","0.1649160385131836","0.1649160385131836","0.1649160385131836"
"91","","","","0.2508644163608551","0.2508644163608551","0.2508644163608551","-0.400498628616333","-0.400498628616333","-0.400498628616333","0.5824452638626099","0.5824452638626099","0.5824452638626099"
"92","2.8432815074920654","2.8432815074920654","2.8432815074920654","0.2508644163608551","0.2508644163608551","0.2508644163608551","-0.400498628616333","-0.400498628616333","-0.400498628616333","0.5824452638626099","0.5824452638626099","0.5824452638626099"
"93","2.8432815074920654","2.8432815074920654","2.8432815074920654","0.2508644163608551","0.2508644163608551","0.2508644163608551","-0.400498628616333","-0.400498628616333","-0.400498628616333","0.5824452638626099","0.5824452638626099","0.5824452638626099"
"94","2.8432815074920654","2.8432815074920654","2.8432815074920654","0.2508644163608551","0.2508644163608551","0.2508644163608551","","","","0.5824452638626099","0.5824452638626099","0.5824452638626099"
"95","2.8432815074920654","2.8432815074920654","2.8432815074920654","0.2508644163608551","0.2508644163608551","0.2508644163608551","","","","0.5824452638626099","0.5824452638626099","0.5824452638626099"
"96","2.690598726272583","2.690598726272583","2.690598726272583","","","","-0.09330397844314575","-0.09330397844314575","-0.09330397844314575","0.5541144013404846","0.5541144013404846","0.5541144013404846"
"97","2.690598726272583","2.690598726272583","2.690598726272583","0.3864348530769348","0.3864348530769348","0.3864348530769348","-0.09330397844314575","-0.09330397844314575","-0.09330397844314575","0.5541144013404846","0.5541144013404846","0.5541144013404846"
"98","2.690598726272583","2.690598726272583","2.690598726272583","0.3864348530769348","0.3864348530769348","0.3864348530769348","","","","0.5541144013404846","0.5541144013404846","0.5541144013404846"
"99","2.690598726272583","2.690598726272583","2.690598726272583","0.3864348530769348","0.3864348530769348","0.3864348530769348","-0.09330397844314575","-0.09330397844314575","-0.09330397844314575","","",""
"100","2.690598726272583","2.690598726272583","2.690598726272583","0.3864348530769348","0.3864348530769348","0.3864348530769348","-0.09330397844314575","-0.09330397844314575","-0.09330397844314575","0.5541144013404846","0.5541144013404846","0.5541144013404846"
"101","2.7108306884765625","2.7108306884765625","2.7108306884765625","","","","-0.2838769257068634","-0.2838769257068634","-0.2838769257068634","0.45951682329177856","0.45951682329177856","0.45951682329177856"
"102","2.7108306884765625","2.7108306884765625","2.7108306884765625","0.16545331478118896","0.16545331478118896","0.16545331478118896","-0.2838769257068634","-0.2838769257068634","-0.2838769257068634","0.45951682329177856","0.45951682329177856","0.45951682329177856"
"103","2.7108306884765625","2.7108306884765625","2.7108306884765625","","","","-0.2838769257068634","-0.2838769257068634","-0.2838769257068634","0.45951682329177856","0.45951682329177856","0.45951682329177856"
"104","2.7108306884765625","2.7108306884765625","2.7108306884765625","0.16545331478118896","0.16545331478118896","0.16545331478118896","-0.2838769257068634","-0.2838769257068634","-0.2838769257068634","","",""
"105","2.7108306884765625","2.7108306884765625","2.7108306884765625","0.16545331478118896","0.16545331478118896","0.16545331478118896","-0.2838769257068634","-0.2838769257068634","-0.2838769257068634","0.45951682329177856","0.45951682329177856","0.45951682329177856"
"106","2.364229679107666","2.364229679107666","2.364229679107666","","","","-0.2520284056663513","-0.2520284056663513","-0.2520284056663513","0.6298459768295288","0.6298459768295288","0.6298459768295288"
"107","2.364229679107666","2.364229679107666","2.364229679107666","0.30498915910720825","0.30498915910720825","0.30498915910720825","","","","0.6298459768295288","0.6298459768295288","0.6298459768295288"
"108","2.364229679107666","2.364229679107666","2.364229679107666","0.30498915910720825","0.30498915910720825","0.30498915910720825","-0.2520284056663513","-0.2520284056663513","-0.2520284056663513","0.6298459768295288","0.6298459768295288","0.6298459768295288"
"109","","","","0.30498915910720825","0.30498915910720825","0.30498915910720825","-0.2520284056663513","-0.2520284056663513","-0.2520284056663513","0.6298459768295288","0.6298459768295288","0.6298459768295288"
"110","2.364229679107666","2.364229679107666","2.364229679107666","0.30498915910720825","0.30498915910720825","0.30498915910720825","-0.2520284056663513","-0.2520284056663513","-0.2520284056663513","","",""
"111","2.4429941177368164","2.4429941177368164","2.4429941177368164","0.19163908064365387","0.19163908064365387","0.19163908064365387","-0.2107408046722412","-0.2107408046722412","-0.2107408046722412","0.5208419561386108","0.5208419561386108","0.5208419561386108"
"112","2.4429941177368164","2.4429941177368164","2.4429941177368164","0.19163908064365387","0.19163908064365387","0.19163908064365387","-0.2107408046722412","-0.2107408046722412","-0.2107408046722412","0.5208419561386108","0.5208419561386108","0.5208419561386108"
"113","","","","0.19163908064365387","0.19163908064365387","0.19163908064365387","","","","0.5208419561386108","0.5208419561386108","0.5208419561386108"
"114","","","","0.19163908064365387","0.19163908064365387","0.19163908064365387","-0.2107408046722412","-0.2107408046722412","-0.2107408046722412","0.5208419561386108","0.5208419561386108","0.5208419561386108"
"115","","","","0.19163908064365387","0.19163908064365387","0.19163908064365387","","","","","",""
"116","0.30240002274513245","0.30240002274513245","0.30240002274513245","-0.041858986020088196","-0.041858986020088196","-0.041858986020088196","-0.4274638295173645","-0.4274638295173645","-0.4274638295173645","0.17194071412086487","0.17194071412086487","0.17194071412086487"
"117","0.30240002274513245","0.30240002274513245","0.30240002274513245","-0.041858986020088196","-0.041858986020088196","-0.041858986020088196","","","","","",""
"118","0.30240002274513245","0.30240002274513245","0.30240002274513245","-0.041858986020088196","-0.041858986020088196","-0.041858986020088196","-0.4274638295173645","-0.4274638295173645","-0.4274638295173645","0.17194071412086487","0.17194071412086487","0.17194071412086487"
"119","0.30240002274513245","0.30240002274513245","0.30240002274513245","","","","-0.4274638295173645","-0.4274638295173645","-0.4274638295173645","0.17194071412086487","0.17194071412086487","0.17194071412086487"
"120","","","","-0.041858986020088196","-0.041858986020088196","-0.041858986020088196","-0.4274638295173645","-0.4274638295173645","-0.4274638295173645","0.17194071412086487","0.17194071412086487","0.17194071412086487"
"121","0.12553858757019043","0.12553858757019043","0.12553858757019043","-0.03730082884430885","-0.03730082884430885","-0.03730082884430885","-0.20289209485054016","-0.20289209485054016","-0.20289209485054016","0.07494299858808517","0.07494299858808517","0.07494299858808517"
"122","0.12553858757019043","0.12553858757019043","0.12553858757019043","-0.03730082884430885","-0.03730082884430885","-0.03730082884430885","-0.20289209485054016","-0.20289209485054016","-0.20289209485054016","0.07494299858808517","0.07494299858808517","0.07494299858808517"
"123","0.12553858757019043","0.12553858757019043","0.12553858757019043","-0.03730082884430885","-0.03730082884430885","-0.03730082884430885","-0.20289209485054016","-0.20289209485054016","-0.20289209485054016","0.07494299858808517","0.07494299858808517","0.07494299858808517"
"124","0.12553858757019043","0.12553858757019043","0.12553858757019043","","","","-0.20289209485054016","-0.20289209485054016","-0.20289209485054016","0.07494299858808517","0.07494299858808517","0.07494299858808517"
"125","0.12553858757019043","0.12553858757019043","0.12553858757019043","-0.03730082884430885","-0.03730082884430885","-0.03730082884430885","-0.20289209485054016","-0.20289209485054016","-0.20289209485054016","0.07494299858808517","0.07494299858808517","0.07494299858808517"
"126","2.332209587097168","2.332209587097168","2.332209587097168","0.04509769007563591","0.04509769007563591","0.04509769007563591","-0.4992178678512573","-0.4992178678512573","-0.4992178678512573","0.4829312264919281","0.4829312264919281","0.4829312264919281"
"127","2.332209587097168","2.332209587097168","2.332209587097168","0.04509769007563591","0.04509769007563591","0.04509769007563591","-0.4992178678512573","-0.4992178678512573","-0.4992178678512573","","",""
"128","2.332209587097168","2.332209587097168","2.332209587097168","0.04509769007563591","0.04509769007563591","0.04509769007563591","-0.4992178678512573","-0.4992178678512573","-0.4992178678512573","0.4829312264919281","0.4829312264919281","0.4829312264919281"
"129","2.332209587097168","2.332209587097168","2.332209587097168","","","","-0.4992178678512573","-0.4992178678512573","-0.4992178678512573","0.4829312264919281","0.4829312264919281","0.4829312264919281"
"130","2.332209587097168","2.332209587097168","2.332209587097168","0.04509769007563591","0.04509769007563591","0.04509769007563591","-0.4992178678512573","-0.4992178678512573","-0.4992178678512573","0.4829312264919281","0.4829312264919281","0.4829312264919281"
"131","","","","0.16802693903446198","0.16802693903446198","0.16802693903446198","-0.29827553033828735","-0.29827553033828735","-0.29827553033828735","0.4079643785953522","0.4079643785953522","0.4079643785953522"
"132","2.025123119354248","2.025123119354248","2.025123119354248","","","","-0.29827553033828735","-0.29827553033828735","-0.29827553033828735","0.4079643785953522","0.4079643785953522","0.4079643785953522"
"133","2.025123119354248","2.025123119354248","2.025123119354248","0.16802693903446198","0.16802693903446198","0.16802693903446198","","","","0.4079643785953522","0.4079643785953522","0.4079643785953522"
"134","2.025123119354248","2.025123119354248","2.025123119354248","0.16802693903446198","0.16802693903446198","0.16802693903446198","-0.29827553033828735","-0.29827553033828735","-0.29827553033828735","0.4079643785953522","0.4079643785953522","0.4079643785953522"
"135","2.025123119354248","2.025123119354248","2.025123119354248","","","","-0.29827553033828735","-0.29827553033828735","-0.29827553033828735","0.4079643785953522","0.4079643785953522","0.4079643785953522"
"136","2.3380701541900635","2.3380701541900635","2.3380701541900635","0.18688005208969116","0.18688005208969116","0.18688005208969116","-0.1425766944885254","-0.1425766944885254","-0.1425766944885254","0.37127482891082764","0.37127482891082764","0.37127482891082764"
"137","2.3380701541900635","2.3380701541900635","2.3380701541900635","","","","-0.1425766944885254","-0.1425766944885254","-0.1425766944885254","0.37127482891082764","0.37127482891082764","0.37127482891082764"
"138","2.3380701541900635","2.3380701541900635","2.3380701541900635","0.18688005208969116","0.18688005208969116","0.18688005208969116","-0.1425766944885254","-0.1425766944885254","-0.1425766944885254","","",""
"139","2.3380701541900635","2.3380701541900635","2.3380701541900635","0.18688005208969116","0.18688005208969116","0.18688005208969116","-0.1425766944885254","-0.1425766944885254","-0.1425766944885254","0.37127482891082764","0.37127482891082764","0.37127482891082764"
"140","2.3380701541900635","2.3380701541900635","2.3380701541900635","0.18688005208969116","0.18688005208969116","0.18688005208969116","-0.1425766944885254","-0.1425766944885254","-0.1425766944885254","0.37127482891082764","0.37127482891082764","0.37127482891082764"
