"Step","young-flower-175 - returns/max","young-flower-175 - returns/max__MIN","young-flower-175 - returns/max__MAX","young-flower-175 - returns/mean","young-flower-175 - returns/mean__MIN","young-flower-175 - returns/mean__MAX","young-flower-175 - returns/min","young-flower-175 - returns/min__MIN","young-flower-175 - returns/min__MAX","young-flower-175 - returns/std","young-flower-175 - returns/std__MIN","young-flower-175 - returns/std__MAX"
"734","","","","0.3693156838417053","0.3693156838417053","0.3693156838417053","-0.12335801124572754","-0.12335801124572754","-0.12335801124572754","0.21200492978096008","0.21200492978096008","0.21200492978096008"
"735","0.751196563243866","0.751196563243866","0.751196563243866","0.3693156838417053","0.3693156838417053","0.3693156838417053","-0.12335801124572754","-0.12335801124572754","-0.12335801124572754","0.21200492978096008","0.21200492978096008","0.21200492978096008"
"736","2.2775673866271973","2.2775673866271973","2.2775673866271973","0.34582287073135376","0.34582287073135376","0.34582287073135376","-0.01629561185836792","-0.01629561185836792","-0.01629561185836792","0.4311639964580536","0.4311639964580536","0.4311639964580536"
"737","2.2775673866271973","2.2775673866271973","2.2775673866271973","0.34582287073135376","0.34582287073135376","0.34582287073135376","-0.01629561185836792","-0.01629561185836792","-0.01629561185836792","0.4311639964580536","0.4311639964580536","0.4311639964580536"
"738","2.2775673866271973","2.2775673866271973","2.2775673866271973","0.34582287073135376","0.34582287073135376","0.34582287073135376","-0.01629561185836792","-0.01629561185836792","-0.01629561185836792","0.4311639964580536","0.4311639964580536","0.4311639964580536"
"739","2.2775673866271973","2.2775673866271973","2.2775673866271973","0.34582287073135376","0.34582287073135376","0.34582287073135376","-0.01629561185836792","-0.01629561185836792","-0.01629561185836792","0.4311639964580536","0.4311639964580536","0.4311639964580536"
"740","2.2775673866271973","2.2775673866271973","2.2775673866271973","0.34582287073135376","0.34582287073135376","0.34582287073135376","-0.01629561185836792","-0.01629561185836792","-0.01629561185836792","0.4311639964580536","0.4311639964580536","0.4311639964580536"
"741","0.7747706174850464","0.7747706174850464","0.7747706174850464","","","","-0.07256245613098145","-0.07256245613098145","-0.07256245613098145","","",""
"742","0.7747706174850464","0.7747706174850464","0.7747706174850464","","","","-0.07256245613098145","-0.07256245613098145","-0.07256245613098145","0.22572578489780426","0.22572578489780426","0.22572578489780426"
"743","0.7747706174850464","0.7747706174850464","0.7747706174850464","0.310781866312027","0.310781866312027","0.310781866312027","-0.07256245613098145","-0.07256245613098145","-0.07256245613098145","0.22572578489780426","0.22572578489780426","0.22572578489780426"
"744","0.7747706174850464","0.7747706174850464","0.7747706174850464","0.310781866312027","0.310781866312027","0.310781866312027","-0.07256245613098145","-0.07256245613098145","-0.07256245613098145","0.22572578489780426","0.22572578489780426","0.22572578489780426"
"745","0.7747706174850464","0.7747706174850464","0.7747706174850464","0.310781866312027","0.310781866312027","0.310781866312027","-0.07256245613098145","-0.07256245613098145","-0.07256245613098145","0.22572578489780426","0.22572578489780426","0.22572578489780426"
"746","0.7884568572044373","0.7884568572044373","0.7884568572044373","0.3547013998031616","0.3547013998031616","0.3547013998031616","-0.05195462703704834","-0.05195462703704834","-0.05195462703704834","0.24036099016666412","0.24036099016666412","0.24036099016666412"
"747","0.7884568572044373","0.7884568572044373","0.7884568572044373","0.3547013998031616","0.3547013998031616","0.3547013998031616","","","","0.24036099016666412","0.24036099016666412","0.24036099016666412"
"748","0.7884568572044373","0.7884568572044373","0.7884568572044373","0.3547013998031616","0.3547013998031616","0.3547013998031616","-0.05195462703704834","-0.05195462703704834","-0.05195462703704834","0.24036099016666412","0.24036099016666412","0.24036099016666412"
"749","0.7884568572044373","0.7884568572044373","0.7884568572044373","0.3547013998031616","0.3547013998031616","0.3547013998031616","-0.05195462703704834","-0.05195462703704834","-0.05195462703704834","0.24036099016666412","0.24036099016666412","0.24036099016666412"
"750","0.7884568572044373","0.7884568572044373","0.7884568572044373","0.3547013998031616","0.3547013998031616","0.3547013998031616","-0.05195462703704834","-0.05195462703704834","-0.05195462703704834","0.24036099016666412","0.24036099016666412","0.24036099016666412"
"751","2.2976632118225098","2.2976632118225098","2.2976632118225098","0.7180583477020264","0.7180583477020264","0.7180583477020264","-0.07683086395263672","-0.07683086395263672","-0.07683086395263672","0.5513926148414612","0.5513926148414612","0.5513926148414612"
"752","2.2976632118225098","2.2976632118225098","2.2976632118225098","0.7180583477020264","0.7180583477020264","0.7180583477020264","","","","0.5513926148414612","0.5513926148414612","0.5513926148414612"
"753","2.2976632118225098","2.2976632118225098","2.2976632118225098","0.7180583477020264","0.7180583477020264","0.7180583477020264","","","","0.5513926148414612","0.5513926148414612","0.5513926148414612"
"754","2.2976632118225098","2.2976632118225098","2.2976632118225098","0.7180583477020264","0.7180583477020264","0.7180583477020264","","","","0.5513926148414612","0.5513926148414612","0.5513926148414612"
"755","2.2976632118225098","2.2976632118225098","2.2976632118225098","","","","","","","","",""
"756","2.4286270141601562","2.4286270141601562","2.4286270141601562","","","","-0.03636184334754944","-0.03636184334754944","-0.03636184334754944","0.47600653767585754","0.47600653767585754","0.47600653767585754"
"757","2.4286270141601562","2.4286270141601562","2.4286270141601562","0.6690911650657654","0.6690911650657654","0.6690911650657654","-0.03636184334754944","-0.03636184334754944","-0.03636184334754944","0.47600653767585754","0.47600653767585754","0.47600653767585754"
"758","","","","0.6690911650657654","0.6690911650657654","0.6690911650657654","","","","0.47600653767585754","0.47600653767585754","0.47600653767585754"
"759","2.4286270141601562","2.4286270141601562","2.4286270141601562","0.6690911650657654","0.6690911650657654","0.6690911650657654","-0.03636184334754944","-0.03636184334754944","-0.03636184334754944","0.47600653767585754","0.47600653767585754","0.47600653767585754"
"760","2.4286270141601562","2.4286270141601562","2.4286270141601562","0.6690911650657654","0.6690911650657654","0.6690911650657654","-0.03636184334754944","-0.03636184334754944","-0.03636184334754944","0.47600653767585754","0.47600653767585754","0.47600653767585754"
"761","2.2253365516662598","2.2253365516662598","2.2253365516662598","0.5265498161315918","0.5265498161315918","0.5265498161315918","-0.08685499429702759","-0.08685499429702759","-0.08685499429702759","0.39005783200263977","0.39005783200263977","0.39005783200263977"
"762","2.2253365516662598","2.2253365516662598","2.2253365516662598","0.5265498161315918","0.5265498161315918","0.5265498161315918","-0.08685499429702759","-0.08685499429702759","-0.08685499429702759","","",""
"763","2.2253365516662598","2.2253365516662598","2.2253365516662598","0.5265498161315918","0.5265498161315918","0.5265498161315918","-0.08685499429702759","-0.08685499429702759","-0.08685499429702759","","",""
"764","2.2253365516662598","2.2253365516662598","2.2253365516662598","0.5265498161315918","0.5265498161315918","0.5265498161315918","-0.08685499429702759","-0.08685499429702759","-0.08685499429702759","0.39005783200263977","0.39005783200263977","0.39005783200263977"
"765","2.2253365516662598","2.2253365516662598","2.2253365516662598","0.5265498161315918","0.5265498161315918","0.5265498161315918","-0.08685499429702759","-0.08685499429702759","-0.08685499429702759","0.39005783200263977","0.39005783200263977","0.39005783200263977"
"766","2.555424928665161","2.555424928665161","2.555424928665161","","","","-0.017073988914489746","-0.017073988914489746","-0.017073988914489746","0.5330311059951782","0.5330311059951782","0.5330311059951782"
"767","2.555424928665161","2.555424928665161","2.555424928665161","0.8266111016273499","0.8266111016273499","0.8266111016273499","-0.017073988914489746","-0.017073988914489746","-0.017073988914489746","0.5330311059951782","0.5330311059951782","0.5330311059951782"
"768","2.555424928665161","2.555424928665161","2.555424928665161","0.8266111016273499","0.8266111016273499","0.8266111016273499","-0.017073988914489746","-0.017073988914489746","-0.017073988914489746","","",""
"769","2.555424928665161","2.555424928665161","2.555424928665161","0.8266111016273499","0.8266111016273499","0.8266111016273499","-0.017073988914489746","-0.017073988914489746","-0.017073988914489746","0.5330311059951782","0.5330311059951782","0.5330311059951782"
"770","2.555424928665161","2.555424928665161","2.555424928665161","0.8266111016273499","0.8266111016273499","0.8266111016273499","-0.017073988914489746","-0.017073988914489746","-0.017073988914489746","0.5330311059951782","0.5330311059951782","0.5330311059951782"
"771","0.498876690864563","0.498876690864563","0.498876690864563","0.20969776809215546","0.20969776809215546","0.20969776809215546","-0.04819139838218689","-0.04819139838218689","-0.04819139838218689","0.15838904678821564","0.15838904678821564","0.15838904678821564"
"772","0.498876690864563","0.498876690864563","0.498876690864563","0.20969776809215546","0.20969776809215546","0.20969776809215546","-0.04819139838218689","-0.04819139838218689","-0.04819139838218689","0.15838904678821564","0.15838904678821564","0.15838904678821564"
"773","0.498876690864563","0.498876690864563","0.498876690864563","0.20969776809215546","0.20969776809215546","0.20969776809215546","","","","","",""
"774","0.498876690864563","0.498876690864563","0.498876690864563","0.20969776809215546","0.20969776809215546","0.20969776809215546","","","","0.15838904678821564","0.15838904678821564","0.15838904678821564"
"775","0.498876690864563","0.498876690864563","0.498876690864563","0.20969776809215546","0.20969776809215546","0.20969776809215546","","","","0.15838904678821564","0.15838904678821564","0.15838904678821564"
"776","","","","0.8425416350364685","0.8425416350364685","0.8425416350364685","0.00015878677368164062","0.00015878677368164062","0.00015878677368164062","0.39161989092826843","0.39161989092826843","0.39161989092826843"
"777","1.7894123792648315","1.7894123792648315","1.7894123792648315","","","","","","","0.39161989092826843","0.39161989092826843","0.39161989092826843"
"778","1.7894123792648315","1.7894123792648315","1.7894123792648315","0.8425416350364685","0.8425416350364685","0.8425416350364685","0.00015878677368164062","0.00015878677368164062","0.00015878677368164062","0.39161989092826843","0.39161989092826843","0.39161989092826843"
"779","1.7894123792648315","1.7894123792648315","1.7894123792648315","0.8425416350364685","0.8425416350364685","0.8425416350364685","0.00015878677368164062","0.00015878677368164062","0.00015878677368164062","0.39161989092826843","0.39161989092826843","0.39161989092826843"
"780","1.7894123792648315","1.7894123792648315","1.7894123792648315","0.8425416350364685","0.8425416350364685","0.8425416350364685","","","","","",""
"781","0.5769882202148438","0.5769882202148438","0.5769882202148438","0.2640686631202698","0.2640686631202698","0.2640686631202698","-0.012054264545440674","-0.012054264545440674","-0.012054264545440674","0.13110928237438202","0.13110928237438202","0.13110928237438202"
"782","0.5769882202148438","0.5769882202148438","0.5769882202148438","0.2640686631202698","0.2640686631202698","0.2640686631202698","-0.012054264545440674","-0.012054264545440674","-0.012054264545440674","0.13110928237438202","0.13110928237438202","0.13110928237438202"
"783","","","","0.2640686631202698","0.2640686631202698","0.2640686631202698","-0.012054264545440674","-0.012054264545440674","-0.012054264545440674","0.13110928237438202","0.13110928237438202","0.13110928237438202"
"784","0.5769882202148438","0.5769882202148438","0.5769882202148438","0.2640686631202698","0.2640686631202698","0.2640686631202698","-0.012054264545440674","-0.012054264545440674","-0.012054264545440674","","",""
"785","0.5769882202148438","0.5769882202148438","0.5769882202148438","0.2640686631202698","0.2640686631202698","0.2640686631202698","-0.012054264545440674","-0.012054264545440674","-0.012054264545440674","0.13110928237438202","0.13110928237438202","0.13110928237438202"
"786","0.7706316709518433","0.7706316709518433","0.7706316709518433","0.1419951170682907","0.1419951170682907","0.1419951170682907","-0.07183438539505005","-0.07183438539505005","-0.07183438539505005","0.19292189180850983","0.19292189180850983","0.19292189180850983"
"787","0.7706316709518433","0.7706316709518433","0.7706316709518433","","","","-0.07183438539505005","-0.07183438539505005","-0.07183438539505005","0.19292189180850983","0.19292189180850983","0.19292189180850983"
"788","0.7706316709518433","0.7706316709518433","0.7706316709518433","0.1419951170682907","0.1419951170682907","0.1419951170682907","-0.07183438539505005","-0.07183438539505005","-0.07183438539505005","0.19292189180850983","0.19292189180850983","0.19292189180850983"
"789","0.7706316709518433","0.7706316709518433","0.7706316709518433","0.1419951170682907","0.1419951170682907","0.1419951170682907","-0.07183438539505005","-0.07183438539505005","-0.07183438539505005","0.19292189180850983","0.19292189180850983","0.19292189180850983"
"790","","","","0.1419951170682907","0.1419951170682907","0.1419951170682907","-0.07183438539505005","-0.07183438539505005","-0.07183438539505005","0.19292189180850983","0.19292189180850983","0.19292189180850983"
"791","0.8081085681915283","0.8081085681915283","0.8081085681915283","0.5105847716331482","0.5105847716331482","0.5105847716331482","-0.04058575630187988","-0.04058575630187988","-0.04058575630187988","0.1929195374250412","0.1929195374250412","0.1929195374250412"
"792","0.8081085681915283","0.8081085681915283","0.8081085681915283","","","","-0.04058575630187988","-0.04058575630187988","-0.04058575630187988","0.1929195374250412","0.1929195374250412","0.1929195374250412"
"793","0.8081085681915283","0.8081085681915283","0.8081085681915283","0.5105847716331482","0.5105847716331482","0.5105847716331482","-0.04058575630187988","-0.04058575630187988","-0.04058575630187988","0.1929195374250412","0.1929195374250412","0.1929195374250412"
"794","0.8081085681915283","0.8081085681915283","0.8081085681915283","0.5105847716331482","0.5105847716331482","0.5105847716331482","-0.04058575630187988","-0.04058575630187988","-0.04058575630187988","0.1929195374250412","0.1929195374250412","0.1929195374250412"
"795","0.8081085681915283","0.8081085681915283","0.8081085681915283","0.5105847716331482","0.5105847716331482","0.5105847716331482","-0.04058575630187988","-0.04058575630187988","-0.04058575630187988","0.1929195374250412","0.1929195374250412","0.1929195374250412"
"796","2.5795812606811523","2.5795812606811523","2.5795812606811523","0.4610140025615692","0.4610140025615692","0.4610140025615692","","","","0.3186270296573639","0.3186270296573639","0.3186270296573639"
"797","2.5795812606811523","2.5795812606811523","2.5795812606811523","0.4610140025615692","0.4610140025615692","0.4610140025615692","-0.003122955560684204","-0.003122955560684204","-0.003122955560684204","0.3186270296573639","0.3186270296573639","0.3186270296573639"
"798","","","","0.4610140025615692","0.4610140025615692","0.4610140025615692","","","","0.3186270296573639","0.3186270296573639","0.3186270296573639"
"799","2.5795812606811523","2.5795812606811523","2.5795812606811523","0.4610140025615692","0.4610140025615692","0.4610140025615692","-0.003122955560684204","-0.003122955560684204","-0.003122955560684204","0.3186270296573639","0.3186270296573639","0.3186270296573639"
"800","2.5795812606811523","2.5795812606811523","2.5795812606811523","0.4610140025615692","0.4610140025615692","0.4610140025615692","-0.003122955560684204","-0.003122955560684204","-0.003122955560684204","0.3186270296573639","0.3186270296573639","0.3186270296573639"
"801","2.5008296966552734","2.5008296966552734","2.5008296966552734","0.8356733918190002","0.8356733918190002","0.8356733918190002","-0.04826536774635315","-0.04826536774635315","-0.04826536774635315","","",""
"802","2.5008296966552734","2.5008296966552734","2.5008296966552734","0.8356733918190002","0.8356733918190002","0.8356733918190002","-0.04826536774635315","-0.04826536774635315","-0.04826536774635315","0.68288654088974","0.68288654088974","0.68288654088974"
"803","2.5008296966552734","2.5008296966552734","2.5008296966552734","0.8356733918190002","0.8356733918190002","0.8356733918190002","-0.04826536774635315","-0.04826536774635315","-0.04826536774635315","0.68288654088974","0.68288654088974","0.68288654088974"
"804","2.5008296966552734","2.5008296966552734","2.5008296966552734","0.8356733918190002","0.8356733918190002","0.8356733918190002","","","","0.68288654088974","0.68288654088974","0.68288654088974"
"805","","","","0.8356733918190002","0.8356733918190002","0.8356733918190002","","","","0.68288654088974","0.68288654088974","0.68288654088974"
"806","1.0224642753601074","1.0224642753601074","1.0224642753601074","0.6984055638313293","0.6984055638313293","0.6984055638313293","-0.04937088489532471","-0.04937088489532471","-0.04937088489532471","0.27970537543296814","0.27970537543296814","0.27970537543296814"
"807","1.0224642753601074","1.0224642753601074","1.0224642753601074","0.6984055638313293","0.6984055638313293","0.6984055638313293","-0.04937088489532471","-0.04937088489532471","-0.04937088489532471","0.27970537543296814","0.27970537543296814","0.27970537543296814"
"808","1.0224642753601074","1.0224642753601074","1.0224642753601074","0.6984055638313293","0.6984055638313293","0.6984055638313293","-0.04937088489532471","-0.04937088489532471","-0.04937088489532471","0.27970537543296814","0.27970537543296814","0.27970537543296814"
"809","1.0224642753601074","1.0224642753601074","1.0224642753601074","0.6984055638313293","0.6984055638313293","0.6984055638313293","-0.04937088489532471","-0.04937088489532471","-0.04937088489532471","0.27970537543296814","0.27970537543296814","0.27970537543296814"
"810","1.0224642753601074","1.0224642753601074","1.0224642753601074","0.6984055638313293","0.6984055638313293","0.6984055638313293","-0.04937088489532471","-0.04937088489532471","-0.04937088489532471","0.27970537543296814","0.27970537543296814","0.27970537543296814"
"811","0.6695935130119324","0.6695935130119324","0.6695935130119324","0.2810891270637512","0.2810891270637512","0.2810891270637512","-0.08635935187339783","-0.08635935187339783","-0.08635935187339783","0.17716984450817108","0.17716984450817108","0.17716984450817108"
"812","0.6695935130119324","0.6695935130119324","0.6695935130119324","0.2810891270637512","0.2810891270637512","0.2810891270637512","-0.08635935187339783","-0.08635935187339783","-0.08635935187339783","0.17716984450817108","0.17716984450817108","0.17716984450817108"
"813","0.6695935130119324","0.6695935130119324","0.6695935130119324","0.2810891270637512","0.2810891270637512","0.2810891270637512","","","","0.17716984450817108","0.17716984450817108","0.17716984450817108"
"814","0.6695935130119324","0.6695935130119324","0.6695935130119324","0.2810891270637512","0.2810891270637512","0.2810891270637512","-0.08635935187339783","-0.08635935187339783","-0.08635935187339783","0.17716984450817108","0.17716984450817108","0.17716984450817108"
"815","0.6695935130119324","0.6695935130119324","0.6695935130119324","0.2810891270637512","0.2810891270637512","0.2810891270637512","-0.08635935187339783","-0.08635935187339783","-0.08635935187339783","0.17716984450817108","0.17716984450817108","0.17716984450817108"
"816","2.3367981910705566","2.3367981910705566","2.3367981910705566","0.49520236253738403","0.49520236253738403","0.49520236253738403","-0.07278063893318176","-0.07278063893318176","-0.07278063893318176","0.4904690980911255","0.4904690980911255","0.4904690980911255"
"817","2.3367981910705566","2.3367981910705566","2.3367981910705566","0.49520236253738403","0.49520236253738403","0.49520236253738403","-0.07278063893318176","-0.07278063893318176","-0.07278063893318176","0.4904690980911255","0.4904690980911255","0.4904690980911255"
"818","2.3367981910705566","2.3367981910705566","2.3367981910705566","0.49520236253738403","0.49520236253738403","0.49520236253738403","-0.07278063893318176","-0.07278063893318176","-0.07278063893318176","0.4904690980911255","0.4904690980911255","0.4904690980911255"
"819","","","","0.49520236253738403","0.49520236253738403","0.49520236253738403","-0.07278063893318176","-0.07278063893318176","-0.07278063893318176","0.4904690980911255","0.4904690980911255","0.4904690980911255"
"820","2.3367981910705566","2.3367981910705566","2.3367981910705566","0.49520236253738403","0.49520236253738403","0.49520236253738403","-0.07278063893318176","-0.07278063893318176","-0.07278063893318176","0.4904690980911255","0.4904690980911255","0.4904690980911255"
"821","1.028464436531067","1.028464436531067","1.028464436531067","","","","-0.07880973815917969","-0.07880973815917969","-0.07880973815917969","0.29920127987861633","0.29920127987861633","0.29920127987861633"
"822","","","","0.4184321165084839","0.4184321165084839","0.4184321165084839","-0.07880973815917969","-0.07880973815917969","-0.07880973815917969","0.29920127987861633","0.29920127987861633","0.29920127987861633"
"823","1.028464436531067","1.028464436531067","1.028464436531067","0.4184321165084839","0.4184321165084839","0.4184321165084839","","","","0.29920127987861633","0.29920127987861633","0.29920127987861633"
"824","1.028464436531067","1.028464436531067","1.028464436531067","0.4184321165084839","0.4184321165084839","0.4184321165084839","-0.07880973815917969","-0.07880973815917969","-0.07880973815917969","0.29920127987861633","0.29920127987861633","0.29920127987861633"
"825","1.028464436531067","1.028464436531067","1.028464436531067","0.4184321165084839","0.4184321165084839","0.4184321165084839","-0.07880973815917969","-0.07880973815917969","-0.07880973815917969","0.29920127987861633","0.29920127987861633","0.29920127987861633"
"826","2.3000521659851074","2.3000521659851074","2.3000521659851074","0.3205766975879669","0.3205766975879669","0.3205766975879669","-0.08404707908630371","-0.08404707908630371","-0.08404707908630371","0.4971503019332886","0.4971503019332886","0.4971503019332886"
"827","2.3000521659851074","2.3000521659851074","2.3000521659851074","0.3205766975879669","0.3205766975879669","0.3205766975879669","-0.08404707908630371","-0.08404707908630371","-0.08404707908630371","0.4971503019332886","0.4971503019332886","0.4971503019332886"
"828","2.3000521659851074","2.3000521659851074","2.3000521659851074","0.3205766975879669","0.3205766975879669","0.3205766975879669","-0.08404707908630371","-0.08404707908630371","-0.08404707908630371","0.4971503019332886","0.4971503019332886","0.4971503019332886"
"829","2.3000521659851074","2.3000521659851074","2.3000521659851074","0.3205766975879669","0.3205766975879669","0.3205766975879669","-0.08404707908630371","-0.08404707908630371","-0.08404707908630371","0.4971503019332886","0.4971503019332886","0.4971503019332886"
"830","2.3000521659851074","2.3000521659851074","2.3000521659851074","0.3205766975879669","0.3205766975879669","0.3205766975879669","-0.08404707908630371","-0.08404707908630371","-0.08404707908630371","0.4971503019332886","0.4971503019332886","0.4971503019332886"
"831","0.7097421884536743","0.7097421884536743","0.7097421884536743","0.3271366357803345","0.3271366357803345","0.3271366357803345","-0.3854553699493408","-0.3854553699493408","-0.3854553699493408","","",""
"832","","","","","","","","","","0.16911692917346954","0.16911692917346954","0.16911692917346954"
"833","0.7097421884536743","0.7097421884536743","0.7097421884536743","0.3271366357803345","0.3271366357803345","0.3271366357803345","-0.3854553699493408","-0.3854553699493408","-0.3854553699493408","0.16911692917346954","0.16911692917346954","0.16911692917346954"
"834","","","","0.3271366357803345","0.3271366357803345","0.3271366357803345","-0.3854553699493408","-0.3854553699493408","-0.3854553699493408","0.16911692917346954","0.16911692917346954","0.16911692917346954"
"835","0.7097421884536743","0.7097421884536743","0.7097421884536743","0.3271366357803345","0.3271366357803345","0.3271366357803345","-0.3854553699493408","-0.3854553699493408","-0.3854553699493408","","",""
"836","0.5796438455581665","0.5796438455581665","0.5796438455581665","0.2513761520385742","0.2513761520385742","0.2513761520385742","-0.01285785436630249","-0.01285785436630249","-0.01285785436630249","0.15492452681064606","0.15492452681064606","0.15492452681064606"
"837","0.5796438455581665","0.5796438455581665","0.5796438455581665","0.2513761520385742","0.2513761520385742","0.2513761520385742","-0.01285785436630249","-0.01285785436630249","-0.01285785436630249","0.15492452681064606","0.15492452681064606","0.15492452681064606"
"838","0.5796438455581665","0.5796438455581665","0.5796438455581665","0.2513761520385742","0.2513761520385742","0.2513761520385742","","","","0.15492452681064606","0.15492452681064606","0.15492452681064606"
"839","0.5796438455581665","0.5796438455581665","0.5796438455581665","0.2513761520385742","0.2513761520385742","0.2513761520385742","-0.01285785436630249","-0.01285785436630249","-0.01285785436630249","0.15492452681064606","0.15492452681064606","0.15492452681064606"
"840","0.5796438455581665","0.5796438455581665","0.5796438455581665","0.2513761520385742","0.2513761520385742","0.2513761520385742","-0.01285785436630249","-0.01285785436630249","-0.01285785436630249","0.15492452681064606","0.15492452681064606","0.15492452681064606"
"841","","","","0.4498424828052521","0.4498424828052521","0.4498424828052521","-0.025731921195983887","-0.025731921195983887","-0.025731921195983887","0.5227180123329163","0.5227180123329163","0.5227180123329163"
"842","","","","0.4498424828052521","0.4498424828052521","0.4498424828052521","","","","0.5227180123329163","0.5227180123329163","0.5227180123329163"
"843","","","","0.4498424828052521","0.4498424828052521","0.4498424828052521","-0.025731921195983887","-0.025731921195983887","-0.025731921195983887","0.5227180123329163","0.5227180123329163","0.5227180123329163"
"844","2.3329405784606934","2.3329405784606934","2.3329405784606934","0.4498424828052521","0.4498424828052521","0.4498424828052521","-0.025731921195983887","-0.025731921195983887","-0.025731921195983887","0.5227180123329163","0.5227180123329163","0.5227180123329163"
"845","2.3329405784606934","2.3329405784606934","2.3329405784606934","0.4498424828052521","0.4498424828052521","0.4498424828052521","-0.025731921195983887","-0.025731921195983887","-0.025731921195983887","0.5227180123329163","0.5227180123329163","0.5227180123329163"
"846","2.5597434043884277","2.5597434043884277","2.5597434043884277","0.4644169211387634","0.4644169211387634","0.4644169211387634","-0.09863552451133728","-0.09863552451133728","-0.09863552451133728","0.5297873616218567","0.5297873616218567","0.5297873616218567"
"847","","","","","","","-0.09863552451133728","-0.09863552451133728","-0.09863552451133728","","",""
"848","2.5597434043884277","2.5597434043884277","2.5597434043884277","0.4644169211387634","0.4644169211387634","0.4644169211387634","-0.09863552451133728","-0.09863552451133728","-0.09863552451133728","0.5297873616218567","0.5297873616218567","0.5297873616218567"
"849","","","","0.4644169211387634","0.4644169211387634","0.4644169211387634","-0.09863552451133728","-0.09863552451133728","-0.09863552451133728","","",""
"850","2.5597434043884277","2.5597434043884277","2.5597434043884277","0.4644169211387634","0.4644169211387634","0.4644169211387634","-0.09863552451133728","-0.09863552451133728","-0.09863552451133728","0.5297873616218567","0.5297873616218567","0.5297873616218567"
"851","2.3655736446380615","2.3655736446380615","2.3655736446380615","0.5829902291297913","0.5829902291297913","0.5829902291297913","-0.0066713690757751465","-0.0066713690757751465","-0.0066713690757751465","","",""
"852","2.3655736446380615","2.3655736446380615","2.3655736446380615","0.5829902291297913","0.5829902291297913","0.5829902291297913","-0.0066713690757751465","-0.0066713690757751465","-0.0066713690757751465","0.5284907221794128","0.5284907221794128","0.5284907221794128"
"853","2.3655736446380615","2.3655736446380615","2.3655736446380615","0.5829902291297913","0.5829902291297913","0.5829902291297913","-0.0066713690757751465","-0.0066713690757751465","-0.0066713690757751465","0.5284907221794128","0.5284907221794128","0.5284907221794128"
"854","2.3655736446380615","2.3655736446380615","2.3655736446380615","0.5829902291297913","0.5829902291297913","0.5829902291297913","-0.0066713690757751465","-0.0066713690757751465","-0.0066713690757751465","0.5284907221794128","0.5284907221794128","0.5284907221794128"
"855","2.3655736446380615","2.3655736446380615","2.3655736446380615","0.5829902291297913","0.5829902291297913","0.5829902291297913","-0.0066713690757751465","-0.0066713690757751465","-0.0066713690757751465","0.5284907221794128","0.5284907221794128","0.5284907221794128"
"856","0.5297189950942993","0.5297189950942993","0.5297189950942993","0.30600592494010925","0.30600592494010925","0.30600592494010925","","","","0.11923530697822571","0.11923530697822571","0.11923530697822571"
"857","0.5297189950942993","0.5297189950942993","0.5297189950942993","0.30600592494010925","0.30600592494010925","0.30600592494010925","0.013048648834228516","0.013048648834228516","0.013048648834228516","0.11923530697822571","0.11923530697822571","0.11923530697822571"
"858","0.5297189950942993","0.5297189950942993","0.5297189950942993","0.30600592494010925","0.30600592494010925","0.30600592494010925","0.013048648834228516","0.013048648834228516","0.013048648834228516","","",""
"859","0.5297189950942993","0.5297189950942993","0.5297189950942993","0.30600592494010925","0.30600592494010925","0.30600592494010925","0.013048648834228516","0.013048648834228516","0.013048648834228516","0.11923530697822571","0.11923530697822571","0.11923530697822571"
"860","0.5297189950942993","0.5297189950942993","0.5297189950942993","0.30600592494010925","0.30600592494010925","0.30600592494010925","0.013048648834228516","0.013048648834228516","0.013048648834228516","0.11923530697822571","0.11923530697822571","0.11923530697822571"
"861","0.9734134078025818","0.9734134078025818","0.9734134078025818","0.18995384871959686","0.18995384871959686","0.18995384871959686","-0.0811082124710083","-0.0811082124710083","-0.0811082124710083","0.1884542554616928","0.1884542554616928","0.1884542554616928"
"862","0.9734134078025818","0.9734134078025818","0.9734134078025818","0.18995384871959686","0.18995384871959686","0.18995384871959686","-0.0811082124710083","-0.0811082124710083","-0.0811082124710083","","",""
"863","0.9734134078025818","0.9734134078025818","0.9734134078025818","0.18995384871959686","0.18995384871959686","0.18995384871959686","","","","0.1884542554616928","0.1884542554616928","0.1884542554616928"
"864","0.9734134078025818","0.9734134078025818","0.9734134078025818","0.18995384871959686","0.18995384871959686","0.18995384871959686","-0.0811082124710083","-0.0811082124710083","-0.0811082124710083","0.1884542554616928","0.1884542554616928","0.1884542554616928"
"865","0.9734134078025818","0.9734134078025818","0.9734134078025818","0.18995384871959686","0.18995384871959686","0.18995384871959686","-0.0811082124710083","-0.0811082124710083","-0.0811082124710083","","",""
"866","0.5891842842102051","0.5891842842102051","0.5891842842102051","0.30797919631004333","0.30797919631004333","0.30797919631004333","-0.09815829992294312","-0.09815829992294312","-0.09815829992294312","0.20274744927883148","0.20274744927883148","0.20274744927883148"
"867","0.5891842842102051","0.5891842842102051","0.5891842842102051","0.30797919631004333","0.30797919631004333","0.30797919631004333","-0.09815829992294312","-0.09815829992294312","-0.09815829992294312","0.20274744927883148","0.20274744927883148","0.20274744927883148"
