"Step","young-flower-175 - losses/policy_loss","young-flower-175 - losses/policy_loss__MIN","young-flower-175 - losses/policy_loss__MAX","young-flower-175 - losses/total_loss","young-flower-175 - losses/total_loss__MIN","young-flower-175 - losses/total_loss__MAX","young-flower-175 - losses/value_loss","young-flower-175 - losses/value_loss__MIN","young-flower-175 - losses/value_loss__MAX"
"39","0.006525211967527866","0.006525211967527866","0.006525211967527866","0.14180441200733185","0.14180441200733185","0.14180441200733185","0.13527919352054596","0.13527919352054596","0.13527919352054596"
"40","-0.0029172380454838276","-0.0029172380454838276","-0.0029172380454838276","0.12992559373378754","0.12992559373378754","0.12992559373378754","0.13284283876419067","0.13284283876419067","0.13284283876419067"
"41","-0.22171226143836975","-0.22171226143836975","-0.22171226143836975","","","","0.31061458587646484","0.31061458587646484","0.31061458587646484"
"42","-0.22422070801258087","-0.22422070801258087","-0.22422070801258087","0.08477140963077545","0.08477140963077545","0.08477140963077545","0.3089921176433563","0.3089921176433563","0.3089921176433563"
"43","","","","0.07795380055904388","0.07795380055904388","0.07795380055904388","0.3062705993652344","0.3062705993652344","0.3062705993652344"
"44","-0.23369912803173065","-0.23369912803173065","-0.23369912803173065","0.06926541030406952","0.06926541030406952","0.06926541030406952","0.30296453833580017","0.30296453833580017","0.30296453833580017"
"45","-0.24002933502197266","-0.24002933502197266","-0.24002933502197266","0.05920785665512085","0.05920785665512085","0.05920785665512085","0.2992371916770935","0.2992371916770935","0.2992371916770935"
"46","-0.024706648662686348","-0.024706648662686348","-0.024706648662686348","","","","0.18101945519447327","0.18101945519447327","0.18101945519447327"
"47","-0.026083162054419518","-0.026083162054419518","-0.026083162054419518","0.15434524416923523","0.15434524416923523","0.15434524416923523","0.1804284006357193","0.1804284006357193","0.1804284006357193"
"48","-0.028399914503097534","-0.028399914503097534","-0.028399914503097534","0.15116575360298157","0.15116575360298157","0.15116575360298157","0.1795656681060791","0.1795656681060791","0.1795656681060791"
"49","","","","0.1469789296388626","0.1469789296388626","0.1469789296388626","0.17847809195518494","0.17847809195518494","0.17847809195518494"
"50","-0.035274937748909","-0.035274937748909","-0.035274937748909","0.14192888140678406","0.14192888140678406","0.14192888140678406","0.17720381915569305","0.17720381915569305","0.17720381915569305"
"51","-0.13526153564453125","-0.13526153564453125","-0.13526153564453125","0.018907129764556885","0.018907129764556885","0.018907129764556885","","",""
"52","-0.13893774151802063","-0.13893774151802063","-0.13893774151802063","0.014210909605026245","0.014210909605026245","0.014210909605026245","0.15314865112304688","0.15314865112304688","0.15314865112304688"
"53","-0.14524094760417938","-0.14524094760417938","-0.14524094760417938","0.006361335515975952","0.006361335515975952","0.006361335515975952","0.15160228312015533","0.15160228312015533","0.15160228312015533"
"54","-0.15389670431613922","-0.15389670431613922","-0.15389670431613922","","","","0.14975494146347046","0.14975494146347046","0.14975494146347046"
"55","-0.16367778182029724","-0.16367778182029724","-0.16367778182029724","-0.015959978103637695","-0.015959978103637695","-0.015959978103637695","0.14771780371665955","0.14771780371665955","0.14771780371665955"
"56","-0.1050267145037651","-0.1050267145037651","-0.1050267145037651","0.08164932578802109","0.08164932578802109","0.08164932578802109","0.1866760402917862","0.1866760402917862","0.1866760402917862"
"57","-0.1070663258433342","-0.1070663258433342","-0.1070663258433342","0.07935342937707901","0.07935342937707901","0.07935342937707901","0.1864197552204132","0.1864197552204132","0.1864197552204132"
"58","","","","","","","0.18576830625534058","0.18576830625534058","0.18576830625534058"
"59","-0.11440981179475784","-0.11440981179475784","-0.11440981179475784","0.07039100676774979","0.07039100676774979","0.07039100676774979","0.18480081856250763","0.18480081856250763","0.18480081856250763"
"60","-0.11941990256309509","-0.11941990256309509","-0.11941990256309509","0.06417198479175568","0.06417198479175568","0.06417198479175568","0.18359188735485077","0.18359188735485077","0.18359188735485077"
"61","-0.36318719387054443","-0.36318719387054443","-0.36318719387054443","-0.005731463432312012","-0.005731463432312012","-0.005731463432312012","","",""
"62","-0.3674337863922119","-0.3674337863922119","-0.3674337863922119","-0.014158159494400024","-0.014158159494400024","-0.014158159494400024","","",""
"63","","","","-0.027350664138793945","-0.027350664138793945","-0.027350664138793945","0.34711509943008423","0.34711509943008423","0.34711509943008423"
"64","-0.3836856484413147","-0.3836856484413147","-0.3836856484413147","-0.04402083158493042","-0.04402083158493042","-0.04402083158493042","0.3396648168563843","0.3396648168563843","0.3396648168563843"
"65","-0.3947654962539673","-0.3947654962539673","-0.3947654962539673","-0.06337428092956543","-0.06337428092956543","-0.06337428092956543","0.33139121532440186","0.33139121532440186","0.33139121532440186"
"66","-0.3008826673030853","-0.3008826673030853","-0.3008826673030853","-0.012261003255844116","-0.012261003255844116","-0.012261003255844116","0.2886216640472412","0.2886216640472412","0.2886216640472412"
"67","-0.3046785891056061","-0.3046785891056061","-0.3046785891056061","","","","0.2847675681114197","0.2847675681114197","0.2847675681114197"
"68","-0.3108675181865692","-0.3108675181865692","-0.3108675181865692","","","","","",""
"69","-0.3188880383968353","-0.3188880383968353","-0.3188880383968353","-0.04297778010368347","-0.04297778010368347","-0.04297778010368347","","",""
"70","-0.32846513390541077","-0.32846513390541077","-0.32846513390541077","-0.05713111162185669","-0.05713111162185669","-0.05713111162185669","0.2713340222835541","0.2713340222835541","0.2713340222835541"
"71","-0.027366533875465393","-0.027366533875465393","-0.027366533875465393","0.08335423469543457","0.08335423469543457","0.08335423469543457","0.11072076857089996","0.11072076857089996","0.11072076857089996"
"72","-0.030045632272958755","-0.030045632272958755","-0.030045632272958755","0.08082033693790436","0.08082033693790436","0.08082033693790436","0.11086597293615341","0.11086597293615341","0.11086597293615341"
"73","-0.034628596156835556","-0.034628596156835556","-0.034628596156835556","0.07614082098007202","0.07614082098007202","0.07614082098007202","0.11076941341161728","0.11076941341161728","0.11076941341161728"
"74","-0.040697384625673294","-0.040697384625673294","-0.040697384625673294","0.06981146335601807","0.06981146335601807","0.06981146335601807","0.11050885170698166","0.11050885170698166","0.11050885170698166"
"75","-0.04797717183828354","-0.04797717183828354","-0.04797717183828354","","","","0.11004849523305893","0.11004849523305893","0.11004849523305893"
"76","0.003113865153864026","0.003113865153864026","0.003113865153864026","0.1699904352426529","0.1699904352426529","0.1699904352426529","0.16687656939029694","0.16687656939029694","0.16687656939029694"
"77","","","","0.16698604822158813","0.16698604822158813","0.16698604822158813","0.16635729372501373","0.16635729372501373","0.16635729372501373"
"78","-0.0034946375526487827","-0.0034946375526487827","-0.0034946375526487827","0.16183710098266602","0.16183710098266602","0.16183710098266602","0.16533173620700836","0.16533173620700836","0.16533173620700836"
"79","-0.008944572880864143","-0.008944572880864143","-0.008944572880864143","","","","0.16389979422092438","0.16389979422092438","0.16389979422092438"
"80","-0.015503930859267712","-0.015503930859267712","-0.015503930859267712","0.14664393663406372","0.14664393663406372","0.14664393663406372","0.1621478646993637","0.1621478646993637","0.1621478646993637"
"81","0.057786501944065094","0.057786501944065094","0.057786501944065094","0.1782492697238922","0.1782492697238922","0.1782492697238922","0.12046276032924652","0.12046276032924652","0.12046276032924652"
"82","0.05166487768292427","0.05166487768292427","0.05166487768292427","0.1702776402235031","0.1702776402235031","0.1702776402235031","0.11861275881528854","0.11861275881528854","0.11861275881528854"
"83","","","","0.15741819143295288","0.15741819143295288","0.15741819143295288","0.11577480286359787","0.11577480286359787","0.11577480286359787"
"84","0.028654633089900017","0.028654633089900017","0.028654633089900017","0.14099092781543732","0.14099092781543732","0.14099092781543732","","",""
"85","0.01405428908765316","0.01405428908765316","0.01405428908765316","0.12254653871059418","0.12254653871059418","0.12254653871059418","0.10849224776029587","0.10849224776029587","0.10849224776029587"
"86","-0.026148615404963493","-0.026148615404963493","-0.026148615404963493","0.0631360411643982","0.0631360411643982","0.0631360411643982","","",""
"87","-0.028860244899988174","-0.028860244899988174","-0.028860244899988174","0.05829150602221489","0.05829150602221489","0.05829150602221489","0.08715175092220306","0.08715175092220306","0.08715175092220306"
"88","","","","","","","0.08513623476028442","0.08513623476028442","0.08513623476028442"
"89","","","","","","","0.08316831290721893","0.08316831290721893","0.08316831290721893"
"90","-0.04619988054037094","-0.04619988054037094","-0.04619988054037094","0.035091131925582886","0.035091131925582886","0.035091131925582886","0.08129101246595383","0.08129101246595383","0.08129101246595383"
"91","-0.08968246728181839","-0.08968246728181839","-0.08968246728181839","0.17381221055984497","0.17381221055984497","0.17381221055984497","0.26349467039108276","0.26349467039108276","0.26349467039108276"
"92","-0.09099741280078888","-0.09099741280078888","-0.09099741280078888","0.1731949895620346","0.1731949895620346","0.1731949895620346","0.2641924023628235","0.2641924023628235","0.2641924023628235"
"93","-0.0932202935218811","-0.0932202935218811","-0.0932202935218811","0.1706637144088745","0.1706637144088745","0.1706637144088745","0.2638840079307556","0.2638840079307556","0.2638840079307556"
"94","-0.0962282195687294","-0.0962282195687294","-0.0962282195687294","0.16645485162734985","0.16645485162734985","0.16645485162734985","","",""
"95","-0.09956376999616623","-0.09956376999616623","-0.09956376999616623","0.16117995977401733","0.16117995977401733","0.16117995977401733","","",""
"96","","","","0.16658362746238708","0.16658362746238708","0.16658362746238708","0.2707432508468628","0.2707432508468628","0.2707432508468628"
"97","-0.10540895909070969","-0.10540895909070969","-0.10540895909070969","","","","0.2689071595668793","0.2689071595668793","0.2689071595668793"
"98","-0.10772929340600967","-0.10772929340600967","-0.10772929340600967","0.15816831588745117","0.15816831588745117","0.15816831588745117","0.26589760184288025","0.26589760184288025","0.26589760184288025"
"99","-0.11081516742706299","-0.11081516742706299","-0.11081516742706299","0.15121549367904663","0.15121549367904663","0.15121549367904663","0.2620306611061096","0.2620306611061096","0.2620306611061096"
"100","-0.11468075960874557","-0.11468075960874557","-0.11468075960874557","0.14293378591537476","0.14293378591537476","0.14293378591537476","0.2576145529747009","0.2576145529747009","0.2576145529747009"
"101","-0.09354264289140701","-0.09354264289140701","-0.09354264289140701","0.1104944720864296","0.1104944720864296","0.1104944720864296","0.2040371149778366","0.2040371149778366","0.2040371149778366"
"102","-0.09597993642091751","-0.09597993642091751","-0.09597993642091751","","","","0.2013283222913742","0.2013283222913742","0.2013283222913742"
"103","-0.09924144297838211","-0.09924144297838211","-0.09924144297838211","0.09808341413736343","0.09808341413736343","0.09808341413736343","","",""
"104","-0.10335561633110046","-0.10335561633110046","-0.10335561633110046","0.08912003040313721","0.08912003040313721","0.08912003040313721","0.19247564673423767","0.19247564673423767","0.19247564673423767"
"105","-0.1083780974149704","-0.1083780974149704","-0.1083780974149704","0.07871313393115997","0.07871313393115997","0.07871313393115997","0.18709123134613037","0.18709123134613037","0.18709123134613037"
"106","","","","-0.04516404867172241","-0.04516404867172241","-0.04516404867172241","0.26790687441825867","0.26790687441825867","0.26790687441825867"
"107","-0.3179398775100708","-0.3179398775100708","-0.3179398775100708","-0.05156129598617554","-0.05156129598617554","-0.05156129598617554","0.26637858152389526","0.26637858152389526","0.26637858152389526"
"108","-0.32615625858306885","-0.32615625858306885","-0.32615625858306885","-0.061863869428634644","-0.061863869428634644","-0.061863869428634644","0.2642923891544342","0.2642923891544342","0.2642923891544342"
"109","","","","-0.07528114318847656","-0.07528114318847656","-0.07528114318847656","0.26202672719955444","0.26202672719955444","0.26202672719955444"
"110","-0.34749722480773926","-0.34749722480773926","-0.34749722480773926","-0.08805480599403381","-0.08805480599403381","-0.08805480599403381","0.25944241881370544","0.25944241881370544","0.25944241881370544"
"111","-0.03945114091038704","-0.03945114091038704","-0.03945114091038704","0.17368319630622864","0.17368319630622864","0.17368319630622864","0.21313433349132538","0.21313433349132538","0.21313433349132538"
"112","-0.04045563191175461","-0.04045563191175461","-0.04045563191175461","0.172465980052948","0.172465980052948","0.172465980052948","0.212921604514122","0.212921604514122","0.212921604514122"
"113","-0.04220070689916611","-0.04220070689916611","-0.04220070689916611","","","","0.21201632916927338","0.21201632916927338","0.21201632916927338"
"114","-0.04456707090139389","-0.04456707090139389","-0.04456707090139389","0.16598427295684814","0.16598427295684814","0.16598427295684814","","",""
"115","","","","0.16121740639209747","0.16121740639209747","0.16121740639209747","0.20868942141532898","0.20868942141532898","0.20868942141532898"
"116","0.004438936710357666","0.004438936710357666","0.004438936710357666","0.09840957075357437","0.09840957075357437","0.09840957075357437","0.0939706340432167","0.0939706340432167","0.0939706340432167"
"117","0.0017347432440146804","0.0017347432440146804","0.0017347432440146804","0.09462913125753403","0.09462913125753403","0.09462913125753403","0.09289439022541046","0.09289439022541046","0.09289439022541046"
"118","-0.0027659316547214985","-0.0027659316547214985","-0.0027659316547214985","0.08864441514015198","0.08864441514015198","0.08864441514015198","0.09141034632921219","0.09141034632921219","0.09141034632921219"
"119","-0.008708844892680645","-0.008708844892680645","-0.008708844892680645","","","","0.08968332409858704","0.08968332409858704","0.08968332409858704"
"120","-0.01585942693054676","-0.01585942693054676","-0.01585942693054676","0.0720076635479927","0.0720076635479927","0.0720076635479927","0.08786708861589432","0.08786708861589432","0.08786708861589432"
"121","0.07945532351732254","0.07945532351732254","0.07945532351732254","","","","0.07386890798807144","0.07386890798807144","0.07386890798807144"
"122","0.07526163011789322","0.07526163011789322","0.07526163011789322","0.14860956370830536","0.14860956370830536","0.14860956370830536","0.07334793359041214","0.07334793359041214","0.07334793359041214"
"123","0.06851158291101456","0.06851158291101456","0.06851158291101456","0.1411956548690796","0.1411956548690796","0.1411956548690796","0.07268406450748444","0.07268406450748444","0.07268406450748444"
"124","0.05983363091945648","0.05983363091945648","0.05983363091945648","0.13174423575401306","0.13174423575401306","0.13174423575401306","","",""
"125","0.04968935251235962","0.04968935251235962","0.04968935251235962","","","","0.0710349902510643","0.0710349902510643","0.0710349902510643"
"126","-0.17478862404823303","-0.17478862404823303","-0.17478862404823303","0.07617205381393433","0.07617205381393433","0.07617205381393433","0.25096067786216736","0.25096067786216736","0.25096067786216736"
"127","-0.17759616672992706","-0.17759616672992706","-0.17759616672992706","0.07243300974369049","0.07243300974369049","0.07243300974369049","0.25002917647361755","0.25002917647361755","0.25002917647361755"
"128","-0.18222442269325256","-0.18222442269325256","-0.18222442269325256","0.06545501947402954","0.06545501947402954","0.06545501947402954","0.2476794421672821","0.2476794421672821","0.2476794421672821"
"129","","","","","","","0.2442580610513687","0.2442580610513687","0.2442580610513687"
"130","-0.1953730434179306","-0.1953730434179306","-0.1953730434179306","","","","0.24003563821315765","0.24003563821315765","0.24003563821315765"
"131","","","","0.11802149564027786","0.11802149564027786","0.11802149564027786","0.14609329402446747","0.14609329402446747","0.14609329402446747"
"132","","","","0.11532421410083771","0.11532421410083771","0.11532421410083771","0.14476104080677032","0.14476104080677032","0.14476104080677032"
"133","-0.031654804944992065","-0.031654804944992065","-0.031654804944992065","0.11132735013961792","0.11132735013961792","0.11132735013961792","0.14298215508460999","0.14298215508460999","0.14298215508460999"
"134","-0.03458215296268463","-0.03458215296268463","-0.03458215296268463","0.10626451671123505","0.10626451671123505","0.10626451671123505","0.14084666967391968","0.14084666967391968","0.14084666967391968"
"135","-0.038124989718198776","-0.038124989718198776","-0.038124989718198776","","","","0.13847030699253082","0.13847030699253082","0.13847030699253082"
"136","0.007131366524845362","0.007131366524845362","0.007131366524845362","0.13605789840221405","0.13605789840221405","0.13605789840221405","0.12892653048038483","0.12892653048038483","0.12892653048038483"
"137","0.005891435779631138","0.005891435779631138","0.005891435779631138","0.1342202126979828","0.1342202126979828","0.1342202126979828","0.12832877039909363","0.12832877039909363","0.12832877039909363"
"138","0.00379678956232965","0.00379678956232965","0.00379678956232965","0.13135649263858795","0.13135649263858795","0.13135649263858795","0.12755970656871796","0.12755970656871796","0.12755970656871796"
"139","0.0010048513067886233","0.0010048513067886233","0.0010048513067886233","0.12765268981456757","0.12765268981456757","0.12765268981456757","0.12664784491062164","0.12664784491062164","0.12664784491062164"
"140","-0.002398304408416152","-0.002398304408416152","-0.002398304408416152","","","","","",""
"141","-0.04143018275499344","-0.04143018275499344","-0.04143018275499344","0.09564999490976334","0.09564999490976334","0.09564999490976334","0.13708017766475677","0.13708017766475677","0.13708017766475677"
"142","-0.04371567815542221","-0.04371567815542221","-0.04371567815542221","0.0928838923573494","0.0928838923573494","0.0928838923573494","0.1365995705127716","0.1365995705127716","0.1365995705127716"
"143","","","","0.08825793862342834","0.08825793862342834","0.08825793862342834","0.13585397601127625","0.13585397601127625","0.13585397601127625"
"144","","","","0.08210613578557968","0.08210613578557968","0.08210613578557968","0.1348826289176941","0.1348826289176941","0.1348826289176941"
"145","-0.05905891954898834","-0.05905891954898834","-0.05905891954898834","0.07466155290603638","0.07466155290603638","0.07466155290603638","0.13372047245502472","0.13372047245502472","0.13372047245502472"
"146","0.035165540874004364","0.035165540874004364","0.035165540874004364","0.12870824337005615","0.12870824337005615","0.12870824337005615","0.09354269504547119","0.09354269504547119","0.09354269504547119"
"147","0.03309577703475952","0.03309577703475952","0.03309577703475952","0.1263948529958725","0.1263948529958725","0.1263948529958725","","",""
"148","0.029462656006217003","0.029462656006217003","0.029462656006217003","0.12219948321580887","0.12219948321580887","0.12219948321580887","","",""
"149","0.024561738595366478","0.024561738595366478","0.024561738595366478","","","","","",""
"150","","","","0.10944822430610657","0.10944822430610657","0.10944822430610657","0.09086448699235916","0.09086448699235916","0.09086448699235916"
"151","-0.04394660145044327","-0.04394660145044327","-0.04394660145044327","0.18260106444358826","0.18260106444358826","0.18260106444358826","0.22654765844345093","0.22654765844345093","0.22654765844345093"
"152","-0.046913739293813705","-0.046913739293813705","-0.046913739293813705","0.17827236652374268","0.17827236652374268","0.17827236652374268","0.22518610954284668","0.22518610954284668","0.22518610954284668"
"153","-0.05173489823937416","-0.05173489823937416","-0.05173489823937416","0.17114263772964478","0.17114263772964478","0.17114263772964478","","",""
"154","-0.05798659473657608","-0.05798659473657608","-0.05798659473657608","0.16186261177062988","0.16186261177062988","0.16186261177062988","0.21984919905662537","0.21984919905662537","0.21984919905662537"
"155","-0.06520107388496399","-0.06520107388496399","-0.06520107388496399","0.1510467380285263","0.1510467380285263","0.1510467380285263","","",""
"156","-0.27946990728378296","-0.27946990728378296","-0.27946990728378296","-0.11343148350715637","-0.11343148350715637","-0.11343148350715637","0.1660384237766266","0.1660384237766266","0.1660384237766266"
"157","","","","-0.11914998292922974","-0.11914998292922974","-0.11914998292922974","0.1644679605960846","0.1644679605960846","0.1644679605960846"
"158","-0.2907954156398773","-0.2907954156398773","-0.2907954156398773","-0.12840571999549866","-0.12840571999549866","-0.12840571999549866","","",""
"159","-0.300326943397522","-0.300326943397522","-0.300326943397522","-0.14039084315299988","-0.14039084315299988","-0.14039084315299988","0.1599361002445221","0.1599361002445221","0.1599361002445221"
"160","-0.31136462092399597","-0.31136462092399597","-0.31136462092399597","-0.15414349734783173","-0.15414349734783173","-0.15414349734783173","0.15722112357616425","0.15722112357616425","0.15722112357616425"
"161","-0.10530681908130646","-0.10530681908130646","-0.10530681908130646","0.10369983315467834","0.10369983315467834","0.10369983315467834","0.2090066522359848","0.2090066522359848","0.2090066522359848"
"162","-0.10730568319559097","-0.10730568319559097","-0.10730568319559097","0.10102655738592148","0.10102655738592148","0.10102655738592148","","",""
"163","-0.11062020063400269","-0.11062020063400269","-0.11062020063400269","","","","0.2071472555398941","0.2071472555398941","0.2071472555398941"
"164","-0.11494351178407669","-0.11494351178407669","-0.11494351178407669","0.09063244611024857","0.09063244611024857","0.09063244611024857","0.20557595789432526","0.20557595789432526","0.20557595789432526"
"165","-0.12009414285421371","-0.12009414285421371","-0.12009414285421371","0.08366569131612778","0.08366569131612778","0.08366569131612778","0.2037598341703415","0.2037598341703415","0.2037598341703415"
"166","0.1873793751001358","0.1873793751001358","0.1873793751001358","0.3176437020301819","0.3176437020301819","0.3176437020301819","","",""
"167","","","","0.3139876127243042","0.3139876127243042","0.3139876127243042","","",""
"168","0.18007038533687592","0.18007038533687592","0.18007038533687592","0.3073875904083252","0.3073875904083252","0.3073875904083252","","",""
"169","0.17397187650203705","0.17397187650203705","0.17397187650203705","0.2985459864139557","0.2985459864139557","0.2985459864139557","0.12457411736249924","0.12457411736249924","0.12457411736249924"
"170","0.1666542887687683","0.1666542887687683","0.1666542887687683","","","","","",""
"171","0.09558999538421631","0.09558999538421631","0.09558999538421631","0.18627959489822388","0.18627959489822388","0.18627959489822388","0.09068959206342697","0.09068959206342697","0.09068959206342697"
"172","0.09251028299331665","0.09251028299331665","0.09251028299331665","0.18095746636390686","0.18095746636390686","0.18095746636390686","0.08844718337059021","0.08844718337059021","0.08844718337059021"
"173","","","","0.17330151796340942","0.17330151796340942","0.17330151796340942","0.08599264919757843","0.08599264919757843","0.08599264919757843"
"174","0.08046645671129227","0.08046645671129227","0.08046645671129227","0.16396698355674744","0.16396698355674744","0.16396698355674744","","",""
"175","0.07234262675046921","0.07234262675046921","0.07234262675046921","0.15343821048736572","0.15343821048736572","0.15343821048736572","0.08109557628631592","0.08109557628631592","0.08109557628631592"
"176","-0.07469191402196884","-0.07469191402196884","-0.07469191402196884","0.18977534770965576","0.18977534770965576","0.18977534770965576","","",""
"177","-0.0781286433339119","-0.0781286433339119","-0.0781286433339119","0.18657651543617249","0.18657651543617249","0.18657651543617249","0.2647051513195038","0.2647051513195038","0.2647051513195038"
"178","-0.0840035006403923","-0.0840035006403923","-0.0840035006403923","0.1789688766002655","0.1789688766002655","0.1789688766002655","0.2629723846912384","0.2629723846912384","0.2629723846912384"
"179","-0.09122195094823837","-0.09122195094823837","-0.09122195094823837","","","","0.25970906019210815","0.25970906019210815","0.25970906019210815"
"180","-0.09995244443416595","-0.09995244443416595","-0.09995244443416595","0.15527422726154327","0.15527422726154327","0.15527422726154327","0.25522667169570923","0.25522667169570923","0.25522667169570923"
