"Step","still-voice-16 - returns/mean","still-voice-16 - returns/mean__MIN","still-voice-16 - returns/mean__MAX","still-voice-16 - returns/std","still-voice-16 - returns/std__MIN","still-voice-16 - returns/std__MAX"
"38","0.27568480372428894","0.27568480372428894","0.27568480372428894","0.11116483807563782","0.11116483807563782","0.11116483807563782"
"40","0.27568480372428894","0.27568480372428894","0.27568480372428894","0.11116483807563782","0.11116483807563782","0.11116483807563782"
"41","0.2658418118953705","0.2658418118953705","0.2658418118953705","","",""
"42","0.2658418118953705","0.2658418118953705","0.2658418118953705","0.44045522809028625","0.44045522809028625","0.44045522809028625"
"43","0.2658418118953705","0.2658418118953705","0.2658418118953705","0.44045522809028625","0.44045522809028625","0.44045522809028625"
"44","0.2658418118953705","0.2658418118953705","0.2658418118953705","0.44045522809028625","0.44045522809028625","0.44045522809028625"
"45","0.2658418118953705","0.2658418118953705","0.2658418118953705","0.44045522809028625","0.44045522809028625","0.44045522809028625"
"46","-0.3675870895385742","-0.3675870895385742","-0.3675870895385742","0.5159097909927368","0.5159097909927368","0.5159097909927368"
"47","-0.3675870895385742","-0.3675870895385742","-0.3675870895385742","0.5159097909927368","0.5159097909927368","0.5159097909927368"
"48","-0.3675870895385742","-0.3675870895385742","-0.3675870895385742","0.5159097909927368","0.5159097909927368","0.5159097909927368"
"49","-0.3675870895385742","-0.3675870895385742","-0.3675870895385742","0.5159097909927368","0.5159097909927368","0.5159097909927368"
"50","-0.3675870895385742","-0.3675870895385742","-0.3675870895385742","0.5159097909927368","0.5159097909927368","0.5159097909927368"
"52","0.16102911531925201","0.16102911531925201","0.16102911531925201","0.6044234037399292","0.6044234037399292","0.6044234037399292"
"53","0.16102911531925201","0.16102911531925201","0.16102911531925201","0.6044234037399292","0.6044234037399292","0.6044234037399292"
"54","0.16102911531925201","0.16102911531925201","0.16102911531925201","0.6044234037399292","0.6044234037399292","0.6044234037399292"
"55","0.16102911531925201","0.16102911531925201","0.16102911531925201","","",""
"56","-0.5005931258201599","-0.5005931258201599","-0.5005931258201599","0.5245071649551392","0.5245071649551392","0.5245071649551392"
"57","-0.5005931258201599","-0.5005931258201599","-0.5005931258201599","0.5245071649551392","0.5245071649551392","0.5245071649551392"
"58","-0.5005931258201599","-0.5005931258201599","-0.5005931258201599","0.5245071649551392","0.5245071649551392","0.5245071649551392"
"59","-0.5005931258201599","-0.5005931258201599","-0.5005931258201599","0.5245071649551392","0.5245071649551392","0.5245071649551392"
"60","-0.5005931258201599","-0.5005931258201599","-0.5005931258201599","0.5245071649551392","0.5245071649551392","0.5245071649551392"
"61","-0.11494313180446625","-0.11494313180446625","-0.11494313180446625","0.0977269858121872","0.0977269858121872","0.0977269858121872"
"62","-0.11494313180446625","-0.11494313180446625","-0.11494313180446625","","",""
"63","-0.11494313180446625","-0.11494313180446625","-0.11494313180446625","0.0977269858121872","0.0977269858121872","0.0977269858121872"
"64","-0.11494313180446625","-0.11494313180446625","-0.11494313180446625","0.0977269858121872","0.0977269858121872","0.0977269858121872"
"65","-0.11494313180446625","-0.11494313180446625","-0.11494313180446625","0.0977269858121872","0.0977269858121872","0.0977269858121872"
"66","0.1944195181131363","0.1944195181131363","0.1944195181131363","0.16645818948745728","0.16645818948745728","0.16645818948745728"
"67","0.1944195181131363","0.1944195181131363","0.1944195181131363","","",""
"68","0.1944195181131363","0.1944195181131363","0.1944195181131363","0.16645818948745728","0.16645818948745728","0.16645818948745728"
"69","0.1944195181131363","0.1944195181131363","0.1944195181131363","0.16645818948745728","0.16645818948745728","0.16645818948745728"
"70","0.1944195181131363","0.1944195181131363","0.1944195181131363","0.16645818948745728","0.16645818948745728","0.16645818948745728"
"71","-0.03344736993312836","-0.03344736993312836","-0.03344736993312836","0.15501435101032257","0.15501435101032257","0.15501435101032257"
"72","","","","0.15501435101032257","0.15501435101032257","0.15501435101032257"
"73","","","","0.15501435101032257","0.15501435101032257","0.15501435101032257"
"74","-0.03344736993312836","-0.03344736993312836","-0.03344736993312836","","",""
"75","-0.03344736993312836","-0.03344736993312836","-0.03344736993312836","0.15501435101032257","0.15501435101032257","0.15501435101032257"
"76","0.0933413878083229","0.0933413878083229","0.0933413878083229","0.07298653572797775","0.07298653572797775","0.07298653572797775"
"77","0.0933413878083229","0.0933413878083229","0.0933413878083229","0.07298653572797775","0.07298653572797775","0.07298653572797775"
"78","0.0933413878083229","0.0933413878083229","0.0933413878083229","0.07298653572797775","0.07298653572797775","0.07298653572797775"
"79","0.0933413878083229","0.0933413878083229","0.0933413878083229","0.07298653572797775","0.07298653572797775","0.07298653572797775"
"80","","","","0.07298653572797775","0.07298653572797775","0.07298653572797775"
"81","0.08185665309429169","0.08185665309429169","0.08185665309429169","0.46128690242767334","0.46128690242767334","0.46128690242767334"
"82","0.08185665309429169","0.08185665309429169","0.08185665309429169","0.46128690242767334","0.46128690242767334","0.46128690242767334"
"83","0.08185665309429169","0.08185665309429169","0.08185665309429169","","",""
"84","","","","0.46128690242767334","0.46128690242767334","0.46128690242767334"
"85","","","","0.46128690242767334","0.46128690242767334","0.46128690242767334"
"86","-0.4529114365577698","-0.4529114365577698","-0.4529114365577698","0.19961827993392944","0.19961827993392944","0.19961827993392944"
"87","-0.4529114365577698","-0.4529114365577698","-0.4529114365577698","0.19961827993392944","0.19961827993392944","0.19961827993392944"
"88","-0.4529114365577698","-0.4529114365577698","-0.4529114365577698","","",""
"89","-0.4529114365577698","-0.4529114365577698","-0.4529114365577698","0.19961827993392944","0.19961827993392944","0.19961827993392944"
"90","-0.4529114365577698","-0.4529114365577698","-0.4529114365577698","0.19961827993392944","0.19961827993392944","0.19961827993392944"
"91","0.015998471528291702","0.015998471528291702","0.015998471528291702","0.5105157494544983","0.5105157494544983","0.5105157494544983"
"92","","","","0.5105157494544983","0.5105157494544983","0.5105157494544983"
"93","0.015998471528291702","0.015998471528291702","0.015998471528291702","0.5105157494544983","0.5105157494544983","0.5105157494544983"
"94","0.015998471528291702","0.015998471528291702","0.015998471528291702","0.5105157494544983","0.5105157494544983","0.5105157494544983"
"95","0.015998471528291702","0.015998471528291702","0.015998471528291702","","",""
"96","","","","0.48883917927742004","0.48883917927742004","0.48883917927742004"
"97","0.18146155774593353","0.18146155774593353","0.18146155774593353","0.48883917927742004","0.48883917927742004","0.48883917927742004"
"98","0.18146155774593353","0.18146155774593353","0.18146155774593353","0.48883917927742004","0.48883917927742004","0.48883917927742004"
"99","0.18146155774593353","0.18146155774593353","0.18146155774593353","0.48883917927742004","0.48883917927742004","0.48883917927742004"
"100","0.18146155774593353","0.18146155774593353","0.18146155774593353","0.48883917927742004","0.48883917927742004","0.48883917927742004"
"101","0.021337546408176422","0.021337546408176422","0.021337546408176422","0.08812857419252396","0.08812857419252396","0.08812857419252396"
"102","","","","0.08812857419252396","0.08812857419252396","0.08812857419252396"
"103","0.021337546408176422","0.021337546408176422","0.021337546408176422","0.08812857419252396","0.08812857419252396","0.08812857419252396"
"104","0.021337546408176422","0.021337546408176422","0.021337546408176422","0.08812857419252396","0.08812857419252396","0.08812857419252396"
"105","0.021337546408176422","0.021337546408176422","0.021337546408176422","0.08812857419252396","0.08812857419252396","0.08812857419252396"
"106","0.03512899950146675","0.03512899950146675","0.03512899950146675","0.08386676013469696","0.08386676013469696","0.08386676013469696"
"107","0.03512899950146675","0.03512899950146675","0.03512899950146675","0.08386676013469696","0.08386676013469696","0.08386676013469696"
"108","0.03512899950146675","0.03512899950146675","0.03512899950146675","0.08386676013469696","0.08386676013469696","0.08386676013469696"
"109","0.03512899950146675","0.03512899950146675","0.03512899950146675","","",""
"110","0.03512899950146675","0.03512899950146675","0.03512899950146675","0.08386676013469696","0.08386676013469696","0.08386676013469696"
"111","0.2690027058124542","0.2690027058124542","0.2690027058124542","0.4988875091075897","0.4988875091075897","0.4988875091075897"
"112","0.2690027058124542","0.2690027058124542","0.2690027058124542","0.4988875091075897","0.4988875091075897","0.4988875091075897"
"113","0.2690027058124542","0.2690027058124542","0.2690027058124542","0.4988875091075897","0.4988875091075897","0.4988875091075897"
"114","0.2690027058124542","0.2690027058124542","0.2690027058124542","","",""
"115","0.2690027058124542","0.2690027058124542","0.2690027058124542","","",""
"116","","","","0.4640727937221527","0.4640727937221527","0.4640727937221527"
"117","","","","0.4640727937221527","0.4640727937221527","0.4640727937221527"
"118","0.6200961470603943","0.6200961470603943","0.6200961470603943","0.4640727937221527","0.4640727937221527","0.4640727937221527"
"119","0.6200961470603943","0.6200961470603943","0.6200961470603943","0.4640727937221527","0.4640727937221527","0.4640727937221527"
"120","","","","0.4640727937221527","0.4640727937221527","0.4640727937221527"
"121","0.12752798199653625","0.12752798199653625","0.12752798199653625","0.08470975607633591","0.08470975607633591","0.08470975607633591"
"122","0.12752798199653625","0.12752798199653625","0.12752798199653625","0.08470975607633591","0.08470975607633591","0.08470975607633591"
"124","0.12752798199653625","0.12752798199653625","0.12752798199653625","0.08470975607633591","0.08470975607633591","0.08470975607633591"
"125","0.12752798199653625","0.12752798199653625","0.12752798199653625","0.08470975607633591","0.08470975607633591","0.08470975607633591"
"126","0.15539173781871796","0.15539173781871796","0.15539173781871796","0.12635931372642517","0.12635931372642517","0.12635931372642517"
"128","0.15539173781871796","0.15539173781871796","0.15539173781871796","0.12635931372642517","0.12635931372642517","0.12635931372642517"
"129","","","","0.12635931372642517","0.12635931372642517","0.12635931372642517"
"130","0.15539173781871796","0.15539173781871796","0.15539173781871796","0.12635931372642517","0.12635931372642517","0.12635931372642517"
"131","","","","0.1616719514131546","0.1616719514131546","0.1616719514131546"
"132","0.0290662944316864","0.0290662944316864","0.0290662944316864","0.1616719514131546","0.1616719514131546","0.1616719514131546"
"133","0.0290662944316864","0.0290662944316864","0.0290662944316864","0.1616719514131546","0.1616719514131546","0.1616719514131546"
"134","0.0290662944316864","0.0290662944316864","0.0290662944316864","0.1616719514131546","0.1616719514131546","0.1616719514131546"
"135","0.0290662944316864","0.0290662944316864","0.0290662944316864","0.1616719514131546","0.1616719514131546","0.1616719514131546"
"136","-0.09397675096988678","-0.09397675096988678","-0.09397675096988678","0.061640091240406036","0.061640091240406036","0.061640091240406036"
"137","","","","0.061640091240406036","0.061640091240406036","0.061640091240406036"
"138","-0.09397675096988678","-0.09397675096988678","-0.09397675096988678","0.061640091240406036","0.061640091240406036","0.061640091240406036"
"139","-0.09397675096988678","-0.09397675096988678","-0.09397675096988678","0.061640091240406036","0.061640091240406036","0.061640091240406036"
"140","-0.09397675096988678","-0.09397675096988678","-0.09397675096988678","0.061640091240406036","0.061640091240406036","0.061640091240406036"
"141","0.19396203756332397","0.19396203756332397","0.19396203756332397","","",""
"142","0.19396203756332397","0.19396203756332397","0.19396203756332397","0.48831862211227417","0.48831862211227417","0.48831862211227417"
"143","0.19396203756332397","0.19396203756332397","0.19396203756332397","0.48831862211227417","0.48831862211227417","0.48831862211227417"
"144","0.19396203756332397","0.19396203756332397","0.19396203756332397","0.48831862211227417","0.48831862211227417","0.48831862211227417"
"145","0.19396203756332397","0.19396203756332397","0.19396203756332397","0.48831862211227417","0.48831862211227417","0.48831862211227417"
"146","-0.004375834949314594","-0.004375834949314594","-0.004375834949314594","0.11212193965911865","0.11212193965911865","0.11212193965911865"
"147","-0.004375834949314594","-0.004375834949314594","-0.004375834949314594","0.11212193965911865","0.11212193965911865","0.11212193965911865"
"148","-0.004375834949314594","-0.004375834949314594","-0.004375834949314594","0.11212193965911865","0.11212193965911865","0.11212193965911865"
"149","-0.004375834949314594","-0.004375834949314594","-0.004375834949314594","0.11212193965911865","0.11212193965911865","0.11212193965911865"
"150","","","","0.11212193965911865","0.11212193965911865","0.11212193965911865"
"151","0.41294726729393005","0.41294726729393005","0.41294726729393005","0.635887861251831","0.635887861251831","0.635887861251831"
"152","0.41294726729393005","0.41294726729393005","0.41294726729393005","0.635887861251831","0.635887861251831","0.635887861251831"
"153","0.41294726729393005","0.41294726729393005","0.41294726729393005","0.635887861251831","0.635887861251831","0.635887861251831"
"154","0.41294726729393005","0.41294726729393005","0.41294726729393005","0.635887861251831","0.635887861251831","0.635887861251831"
"155","0.41294726729393005","0.41294726729393005","0.41294726729393005","0.635887861251831","0.635887861251831","0.635887861251831"
"156","0.14736412465572357","0.14736412465572357","0.14736412465572357","0.12714466452598572","0.12714466452598572","0.12714466452598572"
"157","0.14736412465572357","0.14736412465572357","0.14736412465572357","0.12714466452598572","0.12714466452598572","0.12714466452598572"
"158","0.14736412465572357","0.14736412465572357","0.14736412465572357","0.12714466452598572","0.12714466452598572","0.12714466452598572"
"159","0.14736412465572357","0.14736412465572357","0.14736412465572357","0.12714466452598572","0.12714466452598572","0.12714466452598572"
"160","0.14736412465572357","0.14736412465572357","0.14736412465572357","0.12714466452598572","0.12714466452598572","0.12714466452598572"
"161","-0.08966554701328278","-0.08966554701328278","-0.08966554701328278","0.36754462122917175","0.36754462122917175","0.36754462122917175"
"162","-0.08966554701328278","-0.08966554701328278","-0.08966554701328278","","",""
"163","-0.08966554701328278","-0.08966554701328278","-0.08966554701328278","0.36754462122917175","0.36754462122917175","0.36754462122917175"
"164","-0.08966554701328278","-0.08966554701328278","-0.08966554701328278","0.36754462122917175","0.36754462122917175","0.36754462122917175"
"165","-0.08966554701328278","-0.08966554701328278","-0.08966554701328278","0.36754462122917175","0.36754462122917175","0.36754462122917175"
"166","0.5043831467628479","0.5043831467628479","0.5043831467628479","","",""
"167","0.5043831467628479","0.5043831467628479","0.5043831467628479","0.578881561756134","0.578881561756134","0.578881561756134"
"168","","","","0.578881561756134","0.578881561756134","0.578881561756134"
"169","","","","0.578881561756134","0.578881561756134","0.578881561756134"
"170","0.5043831467628479","0.5043831467628479","0.5043831467628479","0.578881561756134","0.578881561756134","0.578881561756134"
"171","0.5656300187110901","0.5656300187110901","0.5656300187110901","0.4448018968105316","0.4448018968105316","0.4448018968105316"
"172","0.5656300187110901","0.5656300187110901","0.5656300187110901","0.4448018968105316","0.4448018968105316","0.4448018968105316"
"173","0.5656300187110901","0.5656300187110901","0.5656300187110901","0.4448018968105316","0.4448018968105316","0.4448018968105316"
"174","0.5656300187110901","0.5656300187110901","0.5656300187110901","0.4448018968105316","0.4448018968105316","0.4448018968105316"
"175","0.5656300187110901","0.5656300187110901","0.5656300187110901","0.4448018968105316","0.4448018968105316","0.4448018968105316"
"176","","","","0.437179297208786","0.437179297208786","0.437179297208786"
"177","-0.13744387030601501","-0.13744387030601501","-0.13744387030601501","0.437179297208786","0.437179297208786","0.437179297208786"
"178","-0.13744387030601501","-0.13744387030601501","-0.13744387030601501","0.437179297208786","0.437179297208786","0.437179297208786"
"179","-0.13744387030601501","-0.13744387030601501","-0.13744387030601501","0.437179297208786","0.437179297208786","0.437179297208786"
"180","-0.13744387030601501","-0.13744387030601501","-0.13744387030601501","","",""
"181","-0.034733060747385025","-0.034733060747385025","-0.034733060747385025","","",""
"182","-0.034733060747385025","-0.034733060747385025","-0.034733060747385025","0.10022255033254623","0.10022255033254623","0.10022255033254623"
"183","-0.034733060747385025","-0.034733060747385025","-0.034733060747385025","0.10022255033254623","0.10022255033254623","0.10022255033254623"
"184","-0.034733060747385025","-0.034733060747385025","-0.034733060747385025","0.10022255033254623","0.10022255033254623","0.10022255033254623"
"185","-0.034733060747385025","-0.034733060747385025","-0.034733060747385025","0.10022255033254623","0.10022255033254623","0.10022255033254623"
"186","0.1765429675579071","0.1765429675579071","0.1765429675579071","0.16252736747264862","0.16252736747264862","0.16252736747264862"
"187","0.1765429675579071","0.1765429675579071","0.1765429675579071","0.16252736747264862","0.16252736747264862","0.16252736747264862"
"188","0.1765429675579071","0.1765429675579071","0.1765429675579071","0.16252736747264862","0.16252736747264862","0.16252736747264862"
"189","0.1765429675579071","0.1765429675579071","0.1765429675579071","0.16252736747264862","0.16252736747264862","0.16252736747264862"
"190","0.1765429675579071","0.1765429675579071","0.1765429675579071","0.16252736747264862","0.16252736747264862","0.16252736747264862"
"191","0.189773827791214","0.189773827791214","0.189773827791214","0.14781643450260162","0.14781643450260162","0.14781643450260162"
"192","0.189773827791214","0.189773827791214","0.189773827791214","0.14781643450260162","0.14781643450260162","0.14781643450260162"
"193","0.189773827791214","0.189773827791214","0.189773827791214","0.14781643450260162","0.14781643450260162","0.14781643450260162"
"194","0.189773827791214","0.189773827791214","0.189773827791214","0.14781643450260162","0.14781643450260162","0.14781643450260162"
"195","0.189773827791214","0.189773827791214","0.189773827791214","0.14781643450260162","0.14781643450260162","0.14781643450260162"
"196","-0.10264459997415543","-0.10264459997415543","-0.10264459997415543","0.15454016625881195","0.15454016625881195","0.15454016625881195"
"197","-0.10264459997415543","-0.10264459997415543","-0.10264459997415543","0.15454016625881195","0.15454016625881195","0.15454016625881195"
"198","","","","0.15454016625881195","0.15454016625881195","0.15454016625881195"
"199","","","","0.15454016625881195","0.15454016625881195","0.15454016625881195"
"200","-0.10264459997415543","-0.10264459997415543","-0.10264459997415543","0.15454016625881195","0.15454016625881195","0.15454016625881195"
"201","0.039602141827344894","0.039602141827344894","0.039602141827344894","0.391089528799057","0.391089528799057","0.391089528799057"
"202","0.039602141827344894","0.039602141827344894","0.039602141827344894","0.391089528799057","0.391089528799057","0.391089528799057"
"203","0.039602141827344894","0.039602141827344894","0.039602141827344894","0.391089528799057","0.391089528799057","0.391089528799057"
"204","0.039602141827344894","0.039602141827344894","0.039602141827344894","0.391089528799057","0.391089528799057","0.391089528799057"
"205","0.039602141827344894","0.039602141827344894","0.039602141827344894","0.391089528799057","0.391089528799057","0.391089528799057"
"206","0.5088529586791992","0.5088529586791992","0.5088529586791992","0.4562842547893524","0.4562842547893524","0.4562842547893524"
"207","0.5088529586791992","0.5088529586791992","0.5088529586791992","0.4562842547893524","0.4562842547893524","0.4562842547893524"
"208","0.5088529586791992","0.5088529586791992","0.5088529586791992","0.4562842547893524","0.4562842547893524","0.4562842547893524"
"209","0.5088529586791992","0.5088529586791992","0.5088529586791992","0.4562842547893524","0.4562842547893524","0.4562842547893524"
"210","0.5088529586791992","0.5088529586791992","0.5088529586791992","0.4562842547893524","0.4562842547893524","0.4562842547893524"
"211","0.19494664669036865","0.19494664669036865","0.19494664669036865","0.1107943207025528","0.1107943207025528","0.1107943207025528"
"212","0.19494664669036865","0.19494664669036865","0.19494664669036865","0.1107943207025528","0.1107943207025528","0.1107943207025528"
"213","0.19494664669036865","0.19494664669036865","0.19494664669036865","0.1107943207025528","0.1107943207025528","0.1107943207025528"
"214","0.19494664669036865","0.19494664669036865","0.19494664669036865","0.1107943207025528","0.1107943207025528","0.1107943207025528"
"215","","","","0.1107943207025528","0.1107943207025528","0.1107943207025528"
"216","0.03416953235864639","0.03416953235864639","0.03416953235864639","0.0424618124961853","0.0424618124961853","0.0424618124961853"
"217","0.03416953235864639","0.03416953235864639","0.03416953235864639","0.0424618124961853","0.0424618124961853","0.0424618124961853"
"218","","","","0.0424618124961853","0.0424618124961853","0.0424618124961853"
"219","0.03416953235864639","0.03416953235864639","0.03416953235864639","0.0424618124961853","0.0424618124961853","0.0424618124961853"
"220","0.03416953235864639","0.03416953235864639","0.03416953235864639","0.0424618124961853","0.0424618124961853","0.0424618124961853"
"222","-0.16192544996738434","-0.16192544996738434","-0.16192544996738434","0.1499955952167511","0.1499955952167511","0.1499955952167511"
"223","-0.16192544996738434","-0.16192544996738434","-0.16192544996738434","0.1499955952167511","0.1499955952167511","0.1499955952167511"
"224","-0.16192544996738434","-0.16192544996738434","-0.16192544996738434","0.1499955952167511","0.1499955952167511","0.1499955952167511"
"225","-0.16192544996738434","-0.16192544996738434","-0.16192544996738434","0.1499955952167511","0.1499955952167511","0.1499955952167511"
"226","-0.06275038421154022","-0.06275038421154022","-0.06275038421154022","0.08637980371713638","0.08637980371713638","0.08637980371713638"
"227","-0.06275038421154022","-0.06275038421154022","-0.06275038421154022","0.08637980371713638","0.08637980371713638","0.08637980371713638"
"228","-0.06275038421154022","-0.06275038421154022","-0.06275038421154022","0.08637980371713638","0.08637980371713638","0.08637980371713638"
"229","-0.06275038421154022","-0.06275038421154022","-0.06275038421154022","0.08637980371713638","0.08637980371713638","0.08637980371713638"
"230","-0.06275038421154022","-0.06275038421154022","-0.06275038421154022","0.08637980371713638","0.08637980371713638","0.08637980371713638"
"231","-0.04382675886154175","-0.04382675886154175","-0.04382675886154175","","",""
"232","","","","0.16507326066493988","0.16507326066493988","0.16507326066493988"
"233","-0.04382675886154175","-0.04382675886154175","-0.04382675886154175","0.16507326066493988","0.16507326066493988","0.16507326066493988"
"234","-0.04382675886154175","-0.04382675886154175","-0.04382675886154175","0.16507326066493988","0.16507326066493988","0.16507326066493988"
"235","-0.04382675886154175","-0.04382675886154175","-0.04382675886154175","0.16507326066493988","0.16507326066493988","0.16507326066493988"
"236","-0.04865065962076187","-0.04865065962076187","-0.04865065962076187","0.10373245924711227","0.10373245924711227","0.10373245924711227"
"237","-0.04865065962076187","-0.04865065962076187","-0.04865065962076187","0.10373245924711227","0.10373245924711227","0.10373245924711227"
"238","-0.04865065962076187","-0.04865065962076187","-0.04865065962076187","0.10373245924711227","0.10373245924711227","0.10373245924711227"
"239","-0.04865065962076187","-0.04865065962076187","-0.04865065962076187","0.10373245924711227","0.10373245924711227","0.10373245924711227"
"240","-0.04865065962076187","-0.04865065962076187","-0.04865065962076187","0.10373245924711227","0.10373245924711227","0.10373245924711227"
"241","-0.02843960002064705","-0.02843960002064705","-0.02843960002064705","0.11891672015190125","0.11891672015190125","0.11891672015190125"
"242","","","","0.11891672015190125","0.11891672015190125","0.11891672015190125"
"243","","","","0.11891672015190125","0.11891672015190125","0.11891672015190125"
"244","-0.02843960002064705","-0.02843960002064705","-0.02843960002064705","0.11891672015190125","0.11891672015190125","0.11891672015190125"
"245","-0.02843960002064705","-0.02843960002064705","-0.02843960002064705","0.11891672015190125","0.11891672015190125","0.11891672015190125"
"247","-0.03382900729775429","-0.03382900729775429","-0.03382900729775429","","",""
"248","-0.03382900729775429","-0.03382900729775429","-0.03382900729775429","0.05712178722023964","0.05712178722023964","0.05712178722023964"
"249","-0.03382900729775429","-0.03382900729775429","-0.03382900729775429","0.05712178722023964","0.05712178722023964","0.05712178722023964"
"250","-0.03382900729775429","-0.03382900729775429","-0.03382900729775429","0.05712178722023964","0.05712178722023964","0.05712178722023964"
"251","0.19054709374904633","0.19054709374904633","0.19054709374904633","0.2479010820388794","0.2479010820388794","0.2479010820388794"
"252","0.19054709374904633","0.19054709374904633","0.19054709374904633","0.2479010820388794","0.2479010820388794","0.2479010820388794"
"253","0.19054709374904633","0.19054709374904633","0.19054709374904633","0.2479010820388794","0.2479010820388794","0.2479010820388794"
"254","0.19054709374904633","0.19054709374904633","0.19054709374904633","","",""
"255","0.19054709374904633","0.19054709374904633","0.19054709374904633","","",""
"256","","","","0.27731049060821533","0.27731049060821533","0.27731049060821533"
"257","-0.1047295555472374","-0.1047295555472374","-0.1047295555472374","","",""
"258","-0.1047295555472374","-0.1047295555472374","-0.1047295555472374","0.27731049060821533","0.27731049060821533","0.27731049060821533"
"259","-0.1047295555472374","-0.1047295555472374","-0.1047295555472374","","",""
"260","-0.1047295555472374","-0.1047295555472374","-0.1047295555472374","0.27731049060821533","0.27731049060821533","0.27731049060821533"
"261","0.2841174602508545","0.2841174602508545","0.2841174602508545","0.6686894297599792","0.6686894297599792","0.6686894297599792"
"262","0.2841174602508545","0.2841174602508545","0.2841174602508545","0.6686894297599792","0.6686894297599792","0.6686894297599792"
"264","0.2841174602508545","0.2841174602508545","0.2841174602508545","0.6686894297599792","0.6686894297599792","0.6686894297599792"
"265","0.2841174602508545","0.2841174602508545","0.2841174602508545","0.6686894297599792","0.6686894297599792","0.6686894297599792"
