"Step","magic-smoke-6 - losses/policy_loss","magic-smoke-6 - losses/policy_loss__MIN","magic-smoke-6 - losses/policy_loss__MAX","magic-smoke-6 - losses/total_loss","magic-smoke-6 - losses/total_loss__MIN","magic-smoke-6 - losses/total_loss__MAX"
"26","-0.0016789082437753677","-0.0016789082437753677","-0.0016789082437753677","0.15477681159973145","0.15477681159973145","0.15477681159973145"
"27","-0.0032629650086164474","-0.0032629650086164474","-0.0032629650086164474","0.15111170709133148","0.15111170709133148","0.15111170709133148"
"28","-0.005855269730091095","-0.005855269730091095","-0.005855269730091095","0.1464383900165558","0.1464383900165558","0.1464383900165558"
"29","-0.009264547377824783","-0.009264547377824783","-0.009264547377824783","0.14084826409816742","0.14084826409816742","0.14084826409816742"
"30","-0.013226930052042007","-0.013226930052042007","-0.013226930052042007","0.13460427522659302","0.13460427522659302","0.13460427522659302"
"31","-0.0002627372741699219","-0.0002627372741699219","-0.0002627372741699219","","",""
"32","-0.002502300776541233","-0.002502300776541233","-0.002502300776541233","0.10325301438570023","0.10325301438570023","0.10325301438570023"
"33","-0.006136957090348005","-0.006136957090348005","-0.006136957090348005","0.09733302891254425","0.09733302891254425","0.09733302891254425"
"35","-0.01580776832997799","-0.01580776832997799","-0.01580776832997799","0.0830414742231369","0.0830414742231369","0.0830414742231369"
"36","0.040081899613142014","0.040081899613142014","0.040081899613142014","","",""
"37","","","","0.20571906864643097","0.20571906864643097","0.20571906864643097"
"38","0.02134489081799984","0.02134489081799984","0.02134489081799984","0.1902690827846527","0.1902690827846527","0.1902690827846527"
"39","0.008115510456264019","0.008115510456264019","0.008115510456264019","0.17284995317459106","0.17284995317459106","0.17284995317459106"
"40","-0.004222363233566284","-0.004222363233566284","-0.004222363233566284","0.15597228705883026","0.15597228705883026","0.15597228705883026"
"41","","","","0.28255030512809753","0.28255030512809753","0.28255030512809753"
"42","","","","0.27977442741394043","0.27977442741394043","0.27977442741394043"
"43","-0.0025337785482406616","-0.0025337785482406616","-0.0025337785482406616","0.2743338346481323","0.2743338346481323","0.2743338346481323"
"44","-0.0066708773374557495","-0.0066708773374557495","-0.0066708773374557495","0.2667320966720581","0.2667320966720581","0.2667320966720581"
"45","","","","0.2585573196411133","0.2585573196411133","0.2585573196411133"
"46","0.0009777843952178955","0.0009777843952178955","0.0009777843952178955","","",""
"47","-0.0007182061672210693","-0.0007182061672210693","-0.0007182061672210693","0.24799342453479767","0.24799342453479767","0.24799342453479767"
"48","-0.003552548587322235","-0.003552548587322235","-0.003552548587322235","0.2431681752204895","0.2431681752204895","0.2431681752204895"
"49","-0.007214382290840149","-0.007214382290840149","-0.007214382290840149","0.23698534071445465","0.23698534071445465","0.23698534071445465"
"50","-0.011552438139915466","-0.011552438139915466","-0.011552438139915466","0.22972221672534943","0.22972221672534943","0.22972221672534943"
"51","-0.06595868617296219","-0.06595868617296219","-0.06595868617296219","0.21128275990486145","0.21128275990486145","0.21128275990486145"
"52","-0.06778229773044586","-0.06778229773044586","-0.06778229773044586","","",""
"53","-0.0709155946969986","-0.0709155946969986","-0.0709155946969986","","",""
"54","-0.07511690258979797","-0.07511690258979797","-0.07511690258979797","0.19373512268066406","0.19373512268066406","0.19373512268066406"
"55","","","","0.18463435769081116","0.18463435769081116","0.18463435769081116"
"56","0.2129974663257599","0.2129974663257599","0.2129974663257599","0.45946937799453735","0.45946937799453735","0.45946937799453735"
"57","0.2100004404783249","0.2100004404783249","0.2100004404783249","0.45526349544525146","0.45526349544525146","0.45526349544525146"
"58","0.2049940973520279","0.2049940973520279","0.2049940973520279","0.4477663040161133","0.4477663040161133","0.4477663040161133"
"59","0.1984138786792755","0.1984138786792755","0.1984138786792755","0.4378672242164612","0.4378672242164612","0.4378672242164612"
"60","0.19055166840553284","0.19055166840553284","0.19055166840553284","0.42633140087127686","0.42633140087127686","0.42633140087127686"
"61","-0.005247605498880148","-0.005247605498880148","-0.005247605498880148","","",""
"62","","","","0.09185119718313217","0.09185119718313217","0.09185119718313217"
"63","-0.013708190061151981","-0.013708190061151981","-0.013708190061151981","0.08590696007013321","0.08590696007013321","0.08590696007013321"
"64","-0.021222461014986038","-0.021222461014986038","-0.021222461014986038","","",""
"65","-0.030603472143411636","-0.030603472143411636","-0.030603472143411636","0.06803973019123077","0.06803973019123077","0.06803973019123077"
"66","-0.01636802963912487","-0.01636802963912487","-0.01636802963912487","","",""
"67","-0.019801579415798187","-0.019801579415798187","-0.019801579415798187","0.1315777599811554","0.1315777599811554","0.1315777599811554"
"68","-0.025460906326770782","-0.025460906326770782","-0.025460906326770782","0.12488063424825668","0.12488063424825668","0.12488063424825668"
"69","-0.03290415555238724","-0.03290415555238724","-0.03290415555238724","0.11608602851629257","0.11608602851629257","0.11608602851629257"
"70","-0.04181084781885147","-0.04181084781885147","-0.04181084781885147","0.10561392456293106","0.10561392456293106","0.10561392456293106"
"71","0.007894127629697323","0.007894127629697323","0.007894127629697323","0.15426529943943024","0.15426529943943024","0.15426529943943024"
"72","0.002454478992149234","0.002454478992149234","0.002454478992149234","","",""
"73","-0.006246214732527733","-0.006246214732527733","-0.006246214732527733","0.13629300892353058","0.13629300892353058","0.13629300892353058"
"76","0.03888234123587608","0.03888234123587608","0.03888234123587608","0.15404582023620605","0.15404582023620605","0.15404582023620605"
"77","0.03451914340257645","0.03451914340257645","0.03451914340257645","0.14884454011917114","0.14884454011917114","0.14884454011917114"
"78","0.027374060824513435","0.027374060824513435","0.027374060824513435","0.1408056616783142","0.1408056616783142","0.1408056616783142"
"79","0.018087370321154594","0.018087370321154594","0.018087370321154594","0.13062718510627747","0.13062718510627747","0.13062718510627747"
"80","0.007598581723868847","0.007598581723868847","0.007598581723868847","0.11924923956394196","0.11924923956394196","0.11924923956394196"
"81","-0.06588185578584671","-0.06588185578584671","-0.06588185578584671","0.20257136225700378","0.20257136225700378","0.20257136225700378"
"82","","","","0.19822360575199127","0.19822360575199127","0.19822360575199127"
"83","-0.07094504684209824","-0.07094504684209824","-0.07094504684209824","0.19211682677268982","0.19211682677268982","0.19211682677268982"
"84","-0.07506424933671951","-0.07506424933671951","-0.07506424933671951","0.1846342384815216","0.1846342384815216","0.1846342384815216"
"85","-0.08000828325748444","-0.08000828325748444","-0.08000828325748444","","",""
"86","","","","-0.09629116952419281","-0.09629116952419281","-0.09629116952419281"
"87","-0.22862066328525543","-0.22862066328525543","-0.22862066328525543","-0.10323883593082428","-0.10323883593082428","-0.10323883593082428"
"88","-0.23907406628131866","-0.23907406628131866","-0.23907406628131866","-0.11486940085887909","-0.11486940085887909","-0.11486940085887909"
"89","-0.2531576454639435","-0.2531576454639435","-0.2531576454639435","-0.13037167489528656","-0.13037167489528656","-0.13037167489528656"
"90","-0.2705071270465851","-0.2705071270465851","-0.2705071270465851","-0.1493125557899475","-0.1493125557899475","-0.1493125557899475"
"91","","","","0.3412131667137146","0.3412131667137146","0.3412131667137146"
"92","0.028372343629598618","0.028372343629598618","0.028372343629598618","0.33741769194602966","0.33741769194602966","0.33741769194602966"
"93","0.02549794316291809","0.02549794316291809","0.02549794316291809","0.33032500743865967","0.33032500743865967","0.33032500743865967"
"94","0.021745052188634872","0.021745052188634872","0.021745052188634872","0.3207949697971344","0.3207949697971344","0.3207949697971344"
"95","","","","0.3101268410682678","0.3101268410682678","0.3101268410682678"
"96","-0.058201584964990616","-0.058201584964990616","-0.058201584964990616","","",""
"97","-0.059984106570482254","-0.059984106570482254","-0.059984106570482254","0.15284517407417297","0.15284517407417297","0.15284517407417297"
"98","-0.06289707869291306","-0.06289707869291306","-0.06289707869291306","","",""
"99","-0.06672335416078568","-0.06672335416078568","-0.06672335416078568","","",""
"100","-0.07130604237318039","-0.07130604237318039","-0.07130604237318039","0.1363147497177124","0.1363147497177124","0.1363147497177124"
"101","","","","0.04013817757368088","0.04013817757368088","0.04013817757368088"
"102","-0.051231831312179565","-0.051231831312179565","-0.051231831312179565","0.036109283566474915","0.036109283566474915","0.036109283566474915"
"103","-0.05721595883369446","-0.05721595883369446","-0.05721595883369446","0.02932479977607727","0.02932479977607727","0.02932479977607727"
"104","-0.06345677375793457","-0.06345677375793457","-0.06345677375793457","0.022200800478458405","0.022200800478458405","0.022200800478458405"
"105","-0.07084304094314575","-0.07084304094314575","-0.07084304094314575","0.013933718204498291","0.013933718204498291","0.013933718204498291"
"106","-0.009710065089166164","-0.009710065089166164","-0.009710065089166164","0.11910495907068253","0.11910495907068253","0.11910495907068253"
"107","-0.014389420859515667","-0.014389420859515667","-0.014389420859515667","0.11377394944429398","0.11377394944429398","0.11377394944429398"
"108","-0.022478805854916573","-0.022478805854916573","-0.022478805854916573","0.10408493876457214","0.10408493876457214","0.10408493876457214"
"109","-0.03340962156653404","-0.03340962156653404","-0.03340962156653404","0.09082724153995514","0.09082724153995514","0.09082724153995514"
"110","-0.04543748125433922","-0.04543748125433922","-0.04543748125433922","0.07591934502124786","0.07591934502124786","0.07591934502124786"
"111","-0.0930049791932106","-0.0930049791932106","-0.0930049791932106","","",""
"112","-0.09611152857542038","-0.09611152857542038","-0.09611152857542038","0.13501501083374023","0.13501501083374023","0.13501501083374023"
"113","-0.10045477747917175","-0.10045477747917175","-0.10045477747917175","0.12805765867233276","0.12805765867233276","0.12805765867233276"
"114","-0.10485264658927917","-0.10485264658927917","-0.10485264658927917","0.12044398486614227","0.12044398486614227","0.12044398486614227"
"115","-0.10932368040084839","-0.10932368040084839","-0.10932368040084839","","",""
"116","","","","-0.05663992464542389","-0.05663992464542389","-0.05663992464542389"
"117","-0.2271617352962494","-0.2271617352962494","-0.2271617352962494","-0.060884714126586914","-0.060884714126586914","-0.060884714126586914"
"118","-0.2325507551431656","-0.2325507551431656","-0.2325507551431656","-0.06743979454040527","-0.06743979454040527","-0.06743979454040527"
"119","","","","-0.07587723433971405","-0.07587723433971405","-0.07587723433971405"
"120","-0.24827474355697632","-0.24827474355697632","-0.24827474355697632","-0.08543907105922699","-0.08543907105922699","-0.08543907105922699"
"121","0.31377503275871277","0.31377503275871277","0.31377503275871277","0.43741828203201294","0.43741828203201294","0.43741828203201294"
"122","","","","0.42617067694664","0.42617067694664","0.42617067694664"
"123","0.28713327646255493","0.28713327646255493","0.28713327646255493","","",""
"124","0.26786091923713684","0.26786091923713684","0.26786091923713684","0.38473084568977356","0.38473084568977356","0.38473084568977356"
"125","0.252943754196167","0.252943754196167","0.252943754196167","0.36516109108924866","0.36516109108924866","0.36516109108924866"
"126","","","","0.09162099659442902","0.09162099659442902","0.09162099659442902"
"127","-0.013921059668064117","-0.013921059668064117","-0.013921059668064117","0.08978329598903656","0.08978329598903656","0.08978329598903656"
"128","-0.017264217138290405","-0.017264217138290405","-0.017264217138290405","0.086061492562294","0.086061492562294","0.086061492562294"
"129","-0.02188139222562313","-0.02188139222562313","-0.02188139222562313","0.08078830689191818","0.08078830689191818","0.08078830689191818"
"131","0.05061011761426926","0.05061011761426926","0.05061011761426926","0.1128174439072609","0.1128174439072609","0.1128174439072609"
"132","0.04664861038327217","0.04664861038327217","0.04664861038327217","0.10814711451530457","0.10814711451530457","0.10814711451530457"
"133","0.04001154750585556","0.04001154750585556","0.04001154750585556","0.10048648715019226","0.10048648715019226","0.10048648715019226"
"134","0.031258951872587204","0.031258951872587204","0.031258951872587204","0.09046541154384613","0.09046541154384613","0.09046541154384613"
"135","0.02074030414223671","0.02074030414223671","0.02074030414223671","","",""
"136","-0.006076961290091276","-0.006076961290091276","-0.006076961290091276","0.11197653412818909","0.11197653412818909","0.11197653412818909"
"137","-0.015581156127154827","-0.015581156127154827","-0.015581156127154827","","",""
"138","-0.030330223962664604","-0.030330223962664604","-0.030330223962664604","","",""
"139","-0.04497769474983215","-0.04497769474983215","-0.04497769474983215","0.06997833400964737","0.06997833400964737","0.06997833400964737"
"140","-0.06184955686330795","-0.06184955686330795","-0.06184955686330795","0.051369912922382355","0.051369912922382355","0.051369912922382355"
"141","-0.022624803707003593","-0.022624803707003593","-0.022624803707003593","0.37057074904441833","0.37057074904441833","0.37057074904441833"
"143","-0.04125009477138519","-0.04125009477138519","-0.04125009477138519","0.34048181772232056","0.34048181772232056","0.34048181772232056"
"144","-0.05636221915483475","-0.05636221915483475","-0.05636221915483475","","",""
"145","","","","0.2902225852012634","0.2902225852012634","0.2902225852012634"
"146","0.0006177574396133423","0.0006177574396133423","0.0006177574396133423","","",""
"147","","","","0.12437586486339569","0.12437586486339569","0.12437586486339569"
"148","-0.0029985904693603516","-0.0029985904693603516","-0.0029985904693603516","0.12140104174613953","0.12140104174613953","0.12140104174613953"
"149","","","","0.1176886260509491","0.1176886260509491","0.1176886260509491"
"150","-0.009304627776145935","-0.009304627776145935","-0.009304627776145935","0.1132267564535141","0.1132267564535141","0.1132267564535141"
"151","","","","0.2093227505683899","0.2093227505683899","0.2093227505683899"
"152","0.01982825994491577","0.01982825994491577","0.01982825994491577","0.20639178156852722","0.20639178156852722","0.20639178156852722"
"153","0.017548518255352974","0.017548518255352974","0.017548518255352974","0.20138928294181824","0.20138928294181824","0.20138928294181824"
"154","0.014515930786728859","0.014515930786728859","0.014515930786728859","","",""
"155","0.010811817832291126","0.010811817832291126","0.010811817832291126","0.18697147071361542","0.18697147071361542","0.18697147071361542"
"156","","","","0.099118672311306","0.099118672311306","0.099118672311306"
"157","0.005243368446826935","0.005243368446826935","0.005243368446826935","0.09358040243387222","0.09358040243387222","0.09358040243387222"
"158","-0.002808419056236744","-0.002808419056236744","-0.002808419056236744","0.08431164920330048","0.08431164920330048","0.08431164920330048"
"159","-0.013510855846107006","-0.013510855846107006","-0.013510855846107006","0.07203394919633865","0.07203394919633865","0.07203394919633865"
"160","-0.026431327685713768","-0.026431327685713768","-0.026431327685713768","0.057263053953647614","0.057263053953647614","0.057263053953647614"
"161","0.011570939794182777","0.011570939794182777","0.011570939794182777","0.09980796277523041","0.09980796277523041","0.09980796277523041"
"162","0.009834596887230873","0.009834596887230873","0.009834596887230873","0.09778827428817749","0.09778827428817749","0.09778827428817749"
"163","0.0068314336240291595","0.0068314336240291595","0.0068314336240291595","","",""
"165","-0.001973492093384266","-0.001973492093384266","-0.001973492093384266","0.08380229771137238","0.08380229771137238","0.08380229771137238"
"166","-0.04216776415705681","-0.04216776415705681","-0.04216776415705681","0.2094716876745224","0.2094716876745224","0.2094716876745224"
"167","-0.044885311275720596","-0.044885311275720596","-0.044885311275720596","0.2043769359588623","0.2043769359588623","0.2043769359588623"
"168","-0.049656644463539124","-0.049656644463539124","-0.049656644463539124","0.19567428529262543","0.19567428529262543","0.19567428529262543"
"169","","","","0.18423014879226685","0.18423014879226685","0.18423014879226685"
"170","-0.06381647288799286","-0.06381647288799286","-0.06381647288799286","0.1706954836845398","0.1706954836845398","0.1706954836845398"
"171","","","","-0.05382630228996277","-0.05382630228996277","-0.05382630228996277"
"172","-0.24731184542179108","-0.24731184542179108","-0.24731184542179108","-0.06084528565406799","-0.06084528565406799","-0.06084528565406799"
"173","-0.25499919056892395","-0.25499919056892395","-0.25499919056892395","-0.07173548638820648","-0.07173548638820648","-0.07173548638820648"
"174","-0.26460516452789307","-0.26460516452789307","-0.26460516452789307","-0.0849027931690216","-0.0849027931690216","-0.0849027931690216"
"175","-0.2751174867153168","-0.2751174867153168","-0.2751174867153168","-0.09916016459465027","-0.09916016459465027","-0.09916016459465027"
"176","-0.06252458691596985","-0.06252458691596985","-0.06252458691596985","0.45780661702156067","0.45780661702156067","0.45780661702156067"
"177","-0.06690195202827454","-0.06690195202827454","-0.06690195202827454","","",""
"178","-0.07414422184228897","-0.07414422184228897","-0.07414422184228897","0.4296838939189911","0.4296838939189911","0.4296838939189911"
"179","-0.08336019515991211","-0.08336019515991211","-0.08336019515991211","","",""
"180","-0.09397324174642563","-0.09397324174642563","-0.09397324174642563","0.3823458254337311","0.3823458254337311","0.3823458254337311"
"182","-0.01496403943747282","-0.01496403943747282","-0.01496403943747282","","",""
"183","-0.024898208677768707","-0.024898208677768707","-0.024898208677768707","0.07354523241519928","0.07354523241519928","0.07354523241519928"
"184","-0.037187326699495316","-0.037187326699495316","-0.037187326699495316","0.06030992791056633","0.06030992791056633","0.06030992791056633"
"185","-0.04946845397353172","-0.04946845397353172","-0.04946845397353172","0.04667742922902107","0.04667742922902107","0.04667742922902107"
"186","0.05534162372350693","0.05534162372350693","0.05534162372350693","0.1563718020915985","0.1563718020915985","0.1563718020915985"
"187","0.05205514281988144","0.05205514281988144","0.05205514281988144","0.15205341577529907","0.15205341577529907","0.15205341577529907"
"188","0.046609994024038315","0.046609994024038315","0.046609994024038315","0.14515946805477142","0.14515946805477142","0.14515946805477142"
"189","0.03941667452454567","0.03941667452454567","0.03941667452454567","","",""
"190","0.030742965638637543","0.030742965638637543","0.030742965638637543","0.12557542324066162","0.12557542324066162","0.12557542324066162"
"191","0.12985418736934662","0.12985418736934662","0.12985418736934662","0.2426362931728363","0.2426362931728363","0.2426362931728363"
"192","0.12751799821853638","0.12751799821853638","0.12751799821853638","0.23883303999900818","0.23883303999900818","0.23883303999900818"
"193","0.12339276820421219","0.12339276820421219","0.12339276820421219","","",""
"194","0.11783820390701294","0.11783820390701294","0.11783820390701294","0.2254030853509903","0.2254030853509903","0.2254030853509903"
"195","0.11112312227487564","0.11112312227487564","0.11112312227487564","0.21666476130485535","0.21666476130485535","0.21666476130485535"
"196","","","","0.20098470151424408","0.20098470151424408","0.20098470151424408"
"197","0.14032328128814697","0.14032328128814697","0.14032328128814697","","",""
"198","0.13127341866493225","0.13127341866493225","0.13127341866493225","0.18490460515022278","0.18490460515022278","0.18490460515022278"
"199","0.11930949240922928","0.11930949240922928","0.11930949240922928","0.17182525992393494","0.17182525992393494","0.17182525992393494"
"200","0.1049482449889183","0.1049482449889183","0.1049482449889183","0.1563357561826706","0.1563357561826706","0.1563357561826706"
"201","0.19186441600322723","0.19186441600322723","0.19186441600322723","0.408746600151062","0.408746600151062","0.408746600151062"
"202","0.18951375782489777","0.18951375782489777","0.18951375782489777","0.40360525250434875","0.40360525250434875","0.40360525250434875"
"203","0.18563035130500793","0.18563035130500793","0.18563035130500793","0.3960479497909546","0.3960479497909546","0.3960479497909546"
"205","","","","0.37715327739715576","0.37715327739715576","0.37715327739715576"
"206","-0.19327671825885773","-0.19327671825885773","-0.19327671825885773","0.39074206352233887","0.39074206352233887","0.39074206352233887"
"207","","","","0.38169384002685547","0.38169384002685547","0.38169384002685547"
"208","-0.20710669457912445","-0.20710669457912445","-0.20710669457912445","0.3652462363243103","0.3652462363243103","0.3652462363243103"
"209","-0.2182532548904419","-0.2182532548904419","-0.2182532548904419","0.34331852197647095","0.34331852197647095","0.34331852197647095"
"210","-0.22858436405658722","-0.22858436405658722","-0.22858436405658722","0.3200507164001465","0.3200507164001465","0.3200507164001465"
"211","0.02539554424583912","0.02539554424583912","0.02539554424583912","0.09616846591234207","0.09616846591234207","0.09616846591234207"
"212","0.02196449227631092","0.02196449227631092","0.02196449227631092","0.09210776537656784","0.09210776537656784","0.09210776537656784"
"213","0.01602393016219139","0.01602393016219139","0.01602393016219139","0.08537553250789642","0.08537553250789642","0.08537553250789642"
"214","0.007977921515703201","0.007977921515703201","0.007977921515703201","0.07642397284507751","0.07642397284507751","0.07642397284507751"
"215","-0.0019969528075307608","-0.0019969528075307608","-0.0019969528075307608","0.06548595428466797","0.06548595428466797","0.06548595428466797"
"216","-0.0026594996452331543","-0.0026594996452331543","-0.0026594996452331543","0.23619791865348816","0.23619791865348816","0.23619791865348816"
"217","","","","0.2335277497768402","0.2335277497768402","0.2335277497768402"
"218","-0.006156694144010544","-0.006156694144010544","-0.006156694144010544","0.2292671799659729","0.2292671799659729","0.2292671799659729"
"219","-0.009090526029467583","-0.009090526029467583","-0.009090526029467583","0.22367657721042633","0.22367657721042633","0.22367657721042633"
"220","-0.012634115293622017","-0.012634115293622017","-0.012634115293622017","0.21700508892536163","0.21700508892536163","0.21700508892536163"
"221","","","","0.7748017311096191","0.7748017311096191","0.7748017311096191"
"222","0.1515076756477356","0.1515076756477356","0.1515076756477356","","",""
"223","0.1437995582818985","0.1437995582818985","0.1437995582818985","0.7542597055435181","0.7542597055435181","0.7542597055435181"
"224","0.13443335890769958","0.13443335890769958","0.13443335890769958","0.7374850511550903","0.7374850511550903","0.7374850511550903"
"225","0.12355955690145493","0.12355955690145493","0.12355955690145493","","",""
"226","0.0033487780019640923","0.0033487780019640923","0.0033487780019640923","0.09368792921304703","0.09368792921304703","0.09368792921304703"
"227","0.0012769644381478429","0.0012769644381478429","0.0012769644381478429","0.09289566427469254","0.09289566427469254","0.09289566427469254"
"228","-0.0022289780899882317","-0.0022289780899882317","-0.0022289780899882317","0.09012142568826675","0.09012142568826675","0.09012142568826675"
"229","-0.006856310181319714","-0.006856310181319714","-0.006856310181319714","","",""
"230","-0.012573981657624245","-0.012573981657624245","-0.012573981657624245","0.0796705111861229","0.0796705111861229","0.0796705111861229"
"231","","","","0.14444656670093536","0.14444656670093536","0.14444656670093536"
"232","0.036485470831394196","0.036485470831394196","0.036485470831394196","0.14119699597358704","0.14119699597358704","0.14119699597358704"
"233","","","","0.1356201320886612","0.1356201320886612","0.1356201320886612"
"234","0.02638254687190056","0.02638254687190056","0.02638254687190056","0.12837247550487518","0.12837247550487518","0.12837247550487518"
"235","0.01973518542945385","0.01973518542945385","0.01973518542945385","0.11989151686429977","0.11989151686429977","0.11989151686429977"
"236","0.2423955351114273","0.2423955351114273","0.2423955351114273","0.3249831199645996","0.3249831199645996","0.3249831199645996"
"237","","","","0.3121930658817291","0.3121930658817291","0.3121930658817291"
"238","0.21206550300121307","0.21206550300121307","0.21206550300121307","0.2922837436199188","0.2922837436199188","0.2922837436199188"
"239","0.18911470472812653","0.18911470472812653","0.18911470472812653","0.2674083411693573","0.2674083411693573","0.2674083411693573"
"240","0.1639014184474945","0.1639014184474945","0.1639014184474945","0.23993082344532013","0.23993082344532013","0.23993082344532013"
"241","0.000005580484867095947","0.000005580484867095947","0.000005580484867095947","","",""
"243","-0.0036585181951522827","-0.0036585181951522827","-0.0036585181951522827","0.13574708998203278","0.13574708998203278","0.13574708998203278"
"244","-0.006661154329776764","-0.006661154329776764","-0.006661154329776764","0.13152039051055908","0.13152039051055908","0.13152039051055908"
"245","-0.010197386145591736","-0.010197386145591736","-0.010197386145591736","","",""
"246","","","","0.20668268203735352","0.20668268203735352","0.20668268203735352"
"247","-0.0012573450803756714","-0.0012573450803756714","-0.0012573450803756714","0.20514480769634247","0.20514480769634247","0.20514480769634247"
"248","-0.002834230661392212","-0.002834230661392212","-0.002834230661392212","0.2021951526403427","0.2021951526403427","0.2021951526403427"
"249","-0.004957377910614014","-0.004957377910614014","-0.004957377910614014","0.19805648922920227","0.19805648922920227","0.19805648922920227"
"250","-0.007557794451713562","-0.007557794451713562","-0.007557794451713562","0.19289842247962952","0.19289842247962952","0.19289842247962952"
"252","0.05739505961537361","0.05739505961537361","0.05739505961537361","0.14146406948566437","0.14146406948566437","0.14146406948566437"
"253","0.04858338087797165","0.04858338087797165","0.04858338087797165","","",""
"254","0.04270216450095177","0.04270216450095177","0.04270216450095177","0.12608447670936584","0.12608447670936584","0.12608447670936584"
"255","","","","0.11822541058063507","0.11822541058063507","0.11822541058063507"
"256","-0.0025108978152275085","-0.0025108978152275085","-0.0025108978152275085","0.08526881784200668","0.08526881784200668","0.08526881784200668"
"257","","","","0.08341652154922485","0.08341652154922485","0.08341652154922485"
"258","-0.0066160038113594055","-0.0066160038113594055","-0.0066160038113594055","","",""
"259","-0.009815365076065063","-0.009815365076065063","-0.009815365076065063","","",""
"260","","","","0.07180161029100418","0.07180161029100418","0.07180161029100418"
"261","-0.0252400953322649","-0.0252400953322649","-0.0252400953322649","0.0453592985868454","0.0453592985868454","0.0453592985868454"
"262","-0.027396196499466896","-0.027396196499466896","-0.027396196499466896","0.0428461879491806","0.0428461879491806","0.0428461879491806"
"263","-0.03110666014254093","-0.03110666014254093","-0.03110666014254093","0.03856281936168671","0.03856281936168671","0.03856281936168671"
"264","-0.036056436598300934","-0.036056436598300934","-0.036056436598300934","0.03287447243928909","0.03287447243928909","0.03287447243928909"
"265","-0.04202748090028763","-0.04202748090028763","-0.04202748090028763","0.026050984859466553","0.026050984859466553","0.026050984859466553"
"266","-0.017868023365736008","-0.017868023365736008","-0.017868023365736008","","",""
"267","-0.019791221246123314","-0.019791221246123314","-0.019791221246123314","","",""
"268","-0.022975681349635124","-0.022975681349635124","-0.022975681349635124","0.15240336954593658","0.15240336954593658","0.15240336954593658"
"269","","","","0.14561893045902252","0.14561893045902252","0.14561893045902252"
"270","-0.0320785716176033","-0.0320785716176033","-0.0320785716176033","0.13749366998672485","0.13749366998672485","0.13749366998672485"
