"Step","radiant-silence-7 - returns/mean","radiant-silence-7 - returns/mean__MIN","radiant-silence-7 - returns/mean__MAX","radiant-silence-7 - returns/std","radiant-silence-7 - returns/std__MIN","radiant-silence-7 - returns/std__MAX"
"76","4.014190196990967","4.014190196990967","4.014190196990967","1.1924039125442505","1.1924039125442505","1.1924039125442505"
"77","4.014190196990967","4.014190196990967","4.014190196990967","1.1924039125442505","1.1924039125442505","1.1924039125442505"
"78","4.014190196990967","4.014190196990967","4.014190196990967","1.1924039125442505","1.1924039125442505","1.1924039125442505"
"79","4.014190196990967","4.014190196990967","4.014190196990967","1.1924039125442505","1.1924039125442505","1.1924039125442505"
"80","4.014190196990967","4.014190196990967","4.014190196990967","1.1924039125442505","1.1924039125442505","1.1924039125442505"
"81","3.824389934539795","3.824389934539795","3.824389934539795","1.0965114831924438","1.0965114831924438","1.0965114831924438"
"82","3.824389934539795","3.824389934539795","3.824389934539795","1.0965114831924438","1.0965114831924438","1.0965114831924438"
"83","3.824389934539795","3.824389934539795","3.824389934539795","1.0965114831924438","1.0965114831924438","1.0965114831924438"
"84","3.824389934539795","3.824389934539795","3.824389934539795","1.0965114831924438","1.0965114831924438","1.0965114831924438"
"85","3.824389934539795","3.824389934539795","3.824389934539795","1.0965114831924438","1.0965114831924438","1.0965114831924438"
"86","3.824389934539795","3.824389934539795","3.824389934539795","1.0965114831924438","1.0965114831924438","1.0965114831924438"
"87","3.824389934539795","3.824389934539795","3.824389934539795","1.0965114831924438","1.0965114831924438","1.0965114831924438"
"88","3.824389934539795","3.824389934539795","3.824389934539795","1.0965114831924438","1.0965114831924438","1.0965114831924438"
"89","3.818392753601074","3.818392753601074","3.818392753601074","1.0751608610153198","1.0751608610153198","1.0751608610153198"
"90","3.818392753601074","3.818392753601074","3.818392753601074","1.0751608610153198","1.0751608610153198","1.0751608610153198"
"91","3.818392753601074","3.818392753601074","3.818392753601074","1.0751608610153198","1.0751608610153198","1.0751608610153198"
"92","3.818392753601074","3.818392753601074","3.818392753601074","1.0751608610153198","1.0751608610153198","1.0751608610153198"
"93","3.818392753601074","3.818392753601074","3.818392753601074","1.0751608610153198","1.0751608610153198","1.0751608610153198"
"94","3.818392753601074","3.818392753601074","3.818392753601074","1.0751608610153198","1.0751608610153198","1.0751608610153198"
"95","3.818392753601074","3.818392753601074","3.818392753601074","1.0751608610153198","1.0751608610153198","1.0751608610153198"
"96","3.818392753601074","3.818392753601074","3.818392753601074","1.0751608610153198","1.0751608610153198","1.0751608610153198"
"97","3.6419715881347656","3.6419715881347656","3.6419715881347656","1.107627511024475","1.107627511024475","1.107627511024475"
"98","3.6419715881347656","3.6419715881347656","3.6419715881347656","1.107627511024475","1.107627511024475","1.107627511024475"
"99","3.6419715881347656","3.6419715881347656","3.6419715881347656","1.107627511024475","1.107627511024475","1.107627511024475"
"100","3.6419715881347656","3.6419715881347656","3.6419715881347656","1.107627511024475","1.107627511024475","1.107627511024475"
"101","3.6419715881347656","3.6419715881347656","3.6419715881347656","1.107627511024475","1.107627511024475","1.107627511024475"
"102","3.6419715881347656","3.6419715881347656","3.6419715881347656","1.107627511024475","1.107627511024475","1.107627511024475"
"103","3.6419715881347656","3.6419715881347656","3.6419715881347656","1.107627511024475","1.107627511024475","1.107627511024475"
"104","3.6419715881347656","3.6419715881347656","3.6419715881347656","1.107627511024475","1.107627511024475","1.107627511024475"
"105","3.5758917331695557","3.5758917331695557","3.5758917331695557","1.1047735214233398","1.1047735214233398","1.1047735214233398"
"106","3.5758917331695557","3.5758917331695557","3.5758917331695557","1.1047735214233398","1.1047735214233398","1.1047735214233398"
"107","3.5758917331695557","3.5758917331695557","3.5758917331695557","1.1047735214233398","1.1047735214233398","1.1047735214233398"
"108","3.5758917331695557","3.5758917331695557","3.5758917331695557","1.1047735214233398","1.1047735214233398","1.1047735214233398"
"109","3.5758917331695557","3.5758917331695557","3.5758917331695557","1.1047735214233398","1.1047735214233398","1.1047735214233398"
"110","3.5758917331695557","3.5758917331695557","3.5758917331695557","1.1047735214233398","1.1047735214233398","1.1047735214233398"
"111","3.5758917331695557","3.5758917331695557","3.5758917331695557","1.1047735214233398","1.1047735214233398","1.1047735214233398"
"112","3.5758917331695557","3.5758917331695557","3.5758917331695557","1.1047735214233398","1.1047735214233398","1.1047735214233398"
"113","3.5122323036193848","3.5122323036193848","3.5122323036193848","1.0704835653305054","1.0704835653305054","1.0704835653305054"
"114","3.5122323036193848","3.5122323036193848","3.5122323036193848","1.0704835653305054","1.0704835653305054","1.0704835653305054"
"115","3.5122323036193848","3.5122323036193848","3.5122323036193848","1.0704835653305054","1.0704835653305054","1.0704835653305054"
"116","3.5122323036193848","3.5122323036193848","3.5122323036193848","1.0704835653305054","1.0704835653305054","1.0704835653305054"
"117","3.5122323036193848","3.5122323036193848","3.5122323036193848","1.0704835653305054","1.0704835653305054","1.0704835653305054"
"118","3.5122323036193848","3.5122323036193848","3.5122323036193848","1.0704835653305054","1.0704835653305054","1.0704835653305054"
"119","3.5122323036193848","3.5122323036193848","3.5122323036193848","1.0704835653305054","1.0704835653305054","1.0704835653305054"
"120","3.5122323036193848","3.5122323036193848","3.5122323036193848","1.0704835653305054","1.0704835653305054","1.0704835653305054"
"121","3.386192798614502","3.386192798614502","3.386192798614502","1.01852548122406","1.01852548122406","1.01852548122406"
"122","3.386192798614502","3.386192798614502","3.386192798614502","1.01852548122406","1.01852548122406","1.01852548122406"
"123","3.386192798614502","3.386192798614502","3.386192798614502","1.01852548122406","1.01852548122406","1.01852548122406"
"124","3.386192798614502","3.386192798614502","3.386192798614502","1.01852548122406","1.01852548122406","1.01852548122406"
"125","3.386192798614502","3.386192798614502","3.386192798614502","1.01852548122406","1.01852548122406","1.01852548122406"
"126","3.386192798614502","3.386192798614502","3.386192798614502","1.01852548122406","1.01852548122406","1.01852548122406"
"127","3.386192798614502","3.386192798614502","3.386192798614502","1.01852548122406","1.01852548122406","1.01852548122406"
"128","3.386192798614502","3.386192798614502","3.386192798614502","1.01852548122406","1.01852548122406","1.01852548122406"
"129","3.1824841499328613","3.1824841499328613","3.1824841499328613","0.9166625142097473","0.9166625142097473","0.9166625142097473"
"130","3.1824841499328613","3.1824841499328613","3.1824841499328613","0.9166625142097473","0.9166625142097473","0.9166625142097473"
"131","3.1824841499328613","3.1824841499328613","3.1824841499328613","0.9166625142097473","0.9166625142097473","0.9166625142097473"
"132","3.1824841499328613","3.1824841499328613","3.1824841499328613","0.9166625142097473","0.9166625142097473","0.9166625142097473"
"133","3.1824841499328613","3.1824841499328613","3.1824841499328613","0.9166625142097473","0.9166625142097473","0.9166625142097473"
"134","3.1824841499328613","3.1824841499328613","3.1824841499328613","0.9166625142097473","0.9166625142097473","0.9166625142097473"
"135","3.1824841499328613","3.1824841499328613","3.1824841499328613","0.9166625142097473","0.9166625142097473","0.9166625142097473"
"136","3.1824841499328613","3.1824841499328613","3.1824841499328613","0.9166625142097473","0.9166625142097473","0.9166625142097473"
"137","3.1977431774139404","3.1977431774139404","3.1977431774139404","0.9543889760971069","0.9543889760971069","0.9543889760971069"
"138","3.1977431774139404","3.1977431774139404","3.1977431774139404","0.9543889760971069","0.9543889760971069","0.9543889760971069"
"139","3.1977431774139404","3.1977431774139404","3.1977431774139404","0.9543889760971069","0.9543889760971069","0.9543889760971069"
"140","3.1977431774139404","3.1977431774139404","3.1977431774139404","0.9543889760971069","0.9543889760971069","0.9543889760971069"
"141","3.1977431774139404","3.1977431774139404","3.1977431774139404","0.9543889760971069","0.9543889760971069","0.9543889760971069"
"142","3.1977431774139404","3.1977431774139404","3.1977431774139404","0.9543889760971069","0.9543889760971069","0.9543889760971069"
"143","3.1977431774139404","3.1977431774139404","3.1977431774139404","0.9543889760971069","0.9543889760971069","0.9543889760971069"
"144","3.1977431774139404","3.1977431774139404","3.1977431774139404","0.9543889760971069","0.9543889760971069","0.9543889760971069"
"145","2.8740952014923096","2.8740952014923096","2.8740952014923096","0.8318070769309998","0.8318070769309998","0.8318070769309998"
"146","2.8740952014923096","2.8740952014923096","2.8740952014923096","0.8318070769309998","0.8318070769309998","0.8318070769309998"
"147","2.8740952014923096","2.8740952014923096","2.8740952014923096","0.8318070769309998","0.8318070769309998","0.8318070769309998"
"148","2.8740952014923096","2.8740952014923096","2.8740952014923096","0.8318070769309998","0.8318070769309998","0.8318070769309998"
"149","2.8740952014923096","2.8740952014923096","2.8740952014923096","0.8318070769309998","0.8318070769309998","0.8318070769309998"
"150","2.8740952014923096","2.8740952014923096","2.8740952014923096","0.8318070769309998","0.8318070769309998","0.8318070769309998"
"151","2.8740952014923096","2.8740952014923096","2.8740952014923096","0.8318070769309998","0.8318070769309998","0.8318070769309998"
"152","2.8740952014923096","2.8740952014923096","2.8740952014923096","0.8318070769309998","0.8318070769309998","0.8318070769309998"
"153","2.8671627044677734","2.8671627044677734","2.8671627044677734","0.8628620505332947","0.8628620505332947","0.8628620505332947"
"154","2.8671627044677734","2.8671627044677734","2.8671627044677734","0.8628620505332947","0.8628620505332947","0.8628620505332947"
"155","2.8671627044677734","2.8671627044677734","2.8671627044677734","0.8628620505332947","0.8628620505332947","0.8628620505332947"
"156","2.8671627044677734","2.8671627044677734","2.8671627044677734","0.8628620505332947","0.8628620505332947","0.8628620505332947"
"157","2.8671627044677734","2.8671627044677734","2.8671627044677734","0.8628620505332947","0.8628620505332947","0.8628620505332947"
"158","2.8671627044677734","2.8671627044677734","2.8671627044677734","0.8628620505332947","0.8628620505332947","0.8628620505332947"
"159","2.8671627044677734","2.8671627044677734","2.8671627044677734","0.8628620505332947","0.8628620505332947","0.8628620505332947"
"160","2.8671627044677734","2.8671627044677734","2.8671627044677734","0.8628620505332947","0.8628620505332947","0.8628620505332947"
"161","2.532331943511963","2.532331943511963","2.532331943511963","0.7783951163291931","0.7783951163291931","0.7783951163291931"
"162","2.532331943511963","2.532331943511963","2.532331943511963","0.7783951163291931","0.7783951163291931","0.7783951163291931"
"163","2.532331943511963","2.532331943511963","2.532331943511963","0.7783951163291931","0.7783951163291931","0.7783951163291931"
"164","2.532331943511963","2.532331943511963","2.532331943511963","0.7783951163291931","0.7783951163291931","0.7783951163291931"
"165","2.532331943511963","2.532331943511963","2.532331943511963","0.7783951163291931","0.7783951163291931","0.7783951163291931"
"166","2.532331943511963","2.532331943511963","2.532331943511963","0.7783951163291931","0.7783951163291931","0.7783951163291931"
"167","2.532331943511963","2.532331943511963","2.532331943511963","0.7783951163291931","0.7783951163291931","0.7783951163291931"
"168","2.532331943511963","2.532331943511963","2.532331943511963","0.7783951163291931","0.7783951163291931","0.7783951163291931"
"169","2.573810577392578","2.573810577392578","2.573810577392578","0.7612034678459167","0.7612034678459167","0.7612034678459167"
"170","2.573810577392578","2.573810577392578","2.573810577392578","0.7612034678459167","0.7612034678459167","0.7612034678459167"
"171","2.573810577392578","2.573810577392578","2.573810577392578","0.7612034678459167","0.7612034678459167","0.7612034678459167"
"172","2.573810577392578","2.573810577392578","2.573810577392578","0.7612034678459167","0.7612034678459167","0.7612034678459167"
"173","2.573810577392578","2.573810577392578","2.573810577392578","0.7612034678459167","0.7612034678459167","0.7612034678459167"
"174","2.573810577392578","2.573810577392578","2.573810577392578","0.7612034678459167","0.7612034678459167","0.7612034678459167"
"175","2.573810577392578","2.573810577392578","2.573810577392578","0.7612034678459167","0.7612034678459167","0.7612034678459167"
"176","2.573810577392578","2.573810577392578","2.573810577392578","0.7612034678459167","0.7612034678459167","0.7612034678459167"
"177","2.207805871963501","2.207805871963501","2.207805871963501","0.6648976802825928","0.6648976802825928","0.6648976802825928"
"178","2.207805871963501","2.207805871963501","2.207805871963501","0.6648976802825928","0.6648976802825928","0.6648976802825928"
"179","2.207805871963501","2.207805871963501","2.207805871963501","0.6648976802825928","0.6648976802825928","0.6648976802825928"
"180","2.207805871963501","2.207805871963501","2.207805871963501","0.6648976802825928","0.6648976802825928","0.6648976802825928"
"181","2.207805871963501","2.207805871963501","2.207805871963501","0.6648976802825928","0.6648976802825928","0.6648976802825928"
"182","2.207805871963501","2.207805871963501","2.207805871963501","0.6648976802825928","0.6648976802825928","0.6648976802825928"
"183","2.207805871963501","2.207805871963501","2.207805871963501","0.6648976802825928","0.6648976802825928","0.6648976802825928"
"184","2.207805871963501","2.207805871963501","2.207805871963501","0.6648976802825928","0.6648976802825928","0.6648976802825928"
"185","2.4116804599761963","2.4116804599761963","2.4116804599761963","0.7272682785987854","0.7272682785987854","0.7272682785987854"
"186","2.4116804599761963","2.4116804599761963","2.4116804599761963","0.7272682785987854","0.7272682785987854","0.7272682785987854"
"187","2.4116804599761963","2.4116804599761963","2.4116804599761963","0.7272682785987854","0.7272682785987854","0.7272682785987854"
"188","2.4116804599761963","2.4116804599761963","2.4116804599761963","0.7272682785987854","0.7272682785987854","0.7272682785987854"
"189","2.4116804599761963","2.4116804599761963","2.4116804599761963","0.7272682785987854","0.7272682785987854","0.7272682785987854"
"190","2.4116804599761963","2.4116804599761963","2.4116804599761963","0.7272682785987854","0.7272682785987854","0.7272682785987854"
"191","2.4116804599761963","2.4116804599761963","2.4116804599761963","0.7272682785987854","0.7272682785987854","0.7272682785987854"
"192","2.4116804599761963","2.4116804599761963","2.4116804599761963","0.7272682785987854","0.7272682785987854","0.7272682785987854"
"193","2.129059076309204","2.129059076309204","2.129059076309204","0.7660446166992188","0.7660446166992188","0.7660446166992188"
"194","2.129059076309204","2.129059076309204","2.129059076309204","0.7660446166992188","0.7660446166992188","0.7660446166992188"
"195","2.129059076309204","2.129059076309204","2.129059076309204","0.7660446166992188","0.7660446166992188","0.7660446166992188"
"196","2.129059076309204","2.129059076309204","2.129059076309204","0.7660446166992188","0.7660446166992188","0.7660446166992188"
"197","2.129059076309204","2.129059076309204","2.129059076309204","0.7660446166992188","0.7660446166992188","0.7660446166992188"
"198","2.129059076309204","2.129059076309204","2.129059076309204","0.7660446166992188","0.7660446166992188","0.7660446166992188"
"199","2.129059076309204","2.129059076309204","2.129059076309204","0.7660446166992188","0.7660446166992188","0.7660446166992188"
"200","2.129059076309204","2.129059076309204","2.129059076309204","0.7660446166992188","0.7660446166992188","0.7660446166992188"
"201","1.9697670936584473","1.9697670936584473","1.9697670936584473","0.7355338335037231","0.7355338335037231","0.7355338335037231"
"202","1.9697670936584473","1.9697670936584473","1.9697670936584473","0.7355338335037231","0.7355338335037231","0.7355338335037231"
"203","1.9697670936584473","1.9697670936584473","1.9697670936584473","0.7355338335037231","0.7355338335037231","0.7355338335037231"
"204","1.9697670936584473","1.9697670936584473","1.9697670936584473","0.7355338335037231","0.7355338335037231","0.7355338335037231"
"205","1.9697670936584473","1.9697670936584473","1.9697670936584473","0.7355338335037231","0.7355338335037231","0.7355338335037231"
"206","1.9697670936584473","1.9697670936584473","1.9697670936584473","0.7355338335037231","0.7355338335037231","0.7355338335037231"
"207","1.9697670936584473","1.9697670936584473","1.9697670936584473","0.7355338335037231","0.7355338335037231","0.7355338335037231"
"208","1.9697670936584473","1.9697670936584473","1.9697670936584473","0.7355338335037231","0.7355338335037231","0.7355338335037231"
"209","1.8191208839416504","1.8191208839416504","1.8191208839416504","0.5938211679458618","0.5938211679458618","0.5938211679458618"
"210","1.8191208839416504","1.8191208839416504","1.8191208839416504","0.5938211679458618","0.5938211679458618","0.5938211679458618"
"211","1.8191208839416504","1.8191208839416504","1.8191208839416504","0.5938211679458618","0.5938211679458618","0.5938211679458618"
"212","1.8191208839416504","1.8191208839416504","1.8191208839416504","0.5938211679458618","0.5938211679458618","0.5938211679458618"
"213","1.8191208839416504","1.8191208839416504","1.8191208839416504","0.5938211679458618","0.5938211679458618","0.5938211679458618"
"214","1.8191208839416504","1.8191208839416504","1.8191208839416504","0.5938211679458618","0.5938211679458618","0.5938211679458618"
"215","1.8191208839416504","1.8191208839416504","1.8191208839416504","0.5938211679458618","0.5938211679458618","0.5938211679458618"
"216","1.8191208839416504","1.8191208839416504","1.8191208839416504","0.5938211679458618","0.5938211679458618","0.5938211679458618"
"217","1.7735456228256226","1.7735456228256226","1.7735456228256226","0.7050021290779114","0.7050021290779114","0.7050021290779114"
"218","1.7735456228256226","1.7735456228256226","1.7735456228256226","0.7050021290779114","0.7050021290779114","0.7050021290779114"
"219","1.7735456228256226","1.7735456228256226","1.7735456228256226","0.7050021290779114","0.7050021290779114","0.7050021290779114"
"220","1.7735456228256226","1.7735456228256226","1.7735456228256226","0.7050021290779114","0.7050021290779114","0.7050021290779114"
"221","1.7735456228256226","1.7735456228256226","1.7735456228256226","0.7050021290779114","0.7050021290779114","0.7050021290779114"
"222","1.7735456228256226","1.7735456228256226","1.7735456228256226","0.7050021290779114","0.7050021290779114","0.7050021290779114"
"223","1.7735456228256226","1.7735456228256226","1.7735456228256226","0.7050021290779114","0.7050021290779114","0.7050021290779114"
"224","1.7735456228256226","1.7735456228256226","1.7735456228256226","0.7050021290779114","0.7050021290779114","0.7050021290779114"
"225","1.3233860731124878","1.3233860731124878","1.3233860731124878","0.5715087056159973","0.5715087056159973","0.5715087056159973"
"226","1.3233860731124878","1.3233860731124878","1.3233860731124878","0.5715087056159973","0.5715087056159973","0.5715087056159973"
"227","1.3233860731124878","1.3233860731124878","1.3233860731124878","0.5715087056159973","0.5715087056159973","0.5715087056159973"
"228","1.3233860731124878","1.3233860731124878","1.3233860731124878","0.5715087056159973","0.5715087056159973","0.5715087056159973"
"229","1.3233860731124878","1.3233860731124878","1.3233860731124878","0.5715087056159973","0.5715087056159973","0.5715087056159973"
"230","1.3233860731124878","1.3233860731124878","1.3233860731124878","0.5715087056159973","0.5715087056159973","0.5715087056159973"
"231","1.3233860731124878","1.3233860731124878","1.3233860731124878","0.5715087056159973","0.5715087056159973","0.5715087056159973"
"232","1.3233860731124878","1.3233860731124878","1.3233860731124878","0.5715087056159973","0.5715087056159973","0.5715087056159973"
"233","1.5100164413452148","1.5100164413452148","1.5100164413452148","0.6087342500686646","0.6087342500686646","0.6087342500686646"
"234","1.5100164413452148","1.5100164413452148","1.5100164413452148","0.6087342500686646","0.6087342500686646","0.6087342500686646"
"235","1.5100164413452148","1.5100164413452148","1.5100164413452148","0.6087342500686646","0.6087342500686646","0.6087342500686646"
"236","1.5100164413452148","1.5100164413452148","1.5100164413452148","0.6087342500686646","0.6087342500686646","0.6087342500686646"
"237","1.5100164413452148","1.5100164413452148","1.5100164413452148","0.6087342500686646","0.6087342500686646","0.6087342500686646"
"238","1.5100164413452148","1.5100164413452148","1.5100164413452148","0.6087342500686646","0.6087342500686646","0.6087342500686646"
"239","1.5100164413452148","1.5100164413452148","1.5100164413452148","0.6087342500686646","0.6087342500686646","0.6087342500686646"
"240","1.5100164413452148","1.5100164413452148","1.5100164413452148","0.6087342500686646","0.6087342500686646","0.6087342500686646"
"241","1.2625694274902344","1.2625694274902344","1.2625694274902344","0.6110852956771851","0.6110852956771851","0.6110852956771851"
"242","1.2625694274902344","1.2625694274902344","1.2625694274902344","0.6110852956771851","0.6110852956771851","0.6110852956771851"
"243","1.2625694274902344","1.2625694274902344","1.2625694274902344","0.6110852956771851","0.6110852956771851","0.6110852956771851"
"244","1.2625694274902344","1.2625694274902344","1.2625694274902344","0.6110852956771851","0.6110852956771851","0.6110852956771851"
"245","1.2625694274902344","1.2625694274902344","1.2625694274902344","0.6110852956771851","0.6110852956771851","0.6110852956771851"
