"Step","peachy-silence-158 - returns/max","peachy-silence-158 - returns/max__MIN","peachy-silence-158 - returns/max__MAX","peachy-silence-158 - returns/mean","peachy-silence-158 - returns/mean__MIN","peachy-silence-158 - returns/mean__MAX","peachy-silence-158 - returns/min","peachy-silence-158 - returns/min__MIN","peachy-silence-158 - returns/min__MAX","peachy-silence-158 - returns/std","peachy-silence-158 - returns/std__MIN","peachy-silence-158 - returns/std__MAX"
"28","5.798139572143555","5.798139572143555","5.798139572143555","4.298174858093262","4.298174858093262","4.298174858093262","-0.009403705596923828","-0.009403705596923828","-0.009403705596923828","1.3731950521469116","1.3731950521469116","1.3731950521469116"
"29","5.798139572143555","5.798139572143555","5.798139572143555","4.298174858093262","4.298174858093262","4.298174858093262","-0.009403705596923828","-0.009403705596923828","-0.009403705596923828","1.3731950521469116","1.3731950521469116","1.3731950521469116"
"30","5.798139572143555","5.798139572143555","5.798139572143555","4.298174858093262","4.298174858093262","4.298174858093262","-0.009403705596923828","-0.009403705596923828","-0.009403705596923828","1.3731950521469116","1.3731950521469116","1.3731950521469116"
"31","5.798139572143555","5.798139572143555","5.798139572143555","4.298174858093262","4.298174858093262","4.298174858093262","-0.009403705596923828","-0.009403705596923828","-0.009403705596923828","1.3731950521469116","1.3731950521469116","1.3731950521469116"
"32","5.798139572143555","5.798139572143555","5.798139572143555","4.298174858093262","4.298174858093262","4.298174858093262","-0.009403705596923828","-0.009403705596923828","-0.009403705596923828","1.3731950521469116","1.3731950521469116","1.3731950521469116"
"33","5.583681106567383","5.583681106567383","5.583681106567383","4.090147495269775","4.090147495269775","4.090147495269775","-0.06269454956054688","-0.06269454956054688","-0.06269454956054688","1.2305046319961548","1.2305046319961548","1.2305046319961548"
"34","5.583681106567383","5.583681106567383","5.583681106567383","4.090147495269775","4.090147495269775","4.090147495269775","-0.06269454956054688","-0.06269454956054688","-0.06269454956054688","1.2305046319961548","1.2305046319961548","1.2305046319961548"
"35","5.583681106567383","5.583681106567383","5.583681106567383","4.090147495269775","4.090147495269775","4.090147495269775","-0.06269454956054688","-0.06269454956054688","-0.06269454956054688","1.2305046319961548","1.2305046319961548","1.2305046319961548"
"36","5.583681106567383","5.583681106567383","5.583681106567383","4.090147495269775","4.090147495269775","4.090147495269775","-0.06269454956054688","-0.06269454956054688","-0.06269454956054688","1.2305046319961548","1.2305046319961548","1.2305046319961548"
"37","5.583681106567383","5.583681106567383","5.583681106567383","4.090147495269775","4.090147495269775","4.090147495269775","-0.06269454956054688","-0.06269454956054688","-0.06269454956054688","1.2305046319961548","1.2305046319961548","1.2305046319961548"
"38","5.583681106567383","5.583681106567383","5.583681106567383","4.090147495269775","4.090147495269775","4.090147495269775","-0.06269454956054688","-0.06269454956054688","-0.06269454956054688","1.2305046319961548","1.2305046319961548","1.2305046319961548"
"39","5.583681106567383","5.583681106567383","5.583681106567383","4.090147495269775","4.090147495269775","4.090147495269775","-0.06269454956054688","-0.06269454956054688","-0.06269454956054688","1.2305046319961548","1.2305046319961548","1.2305046319961548"
"40","5.583681106567383","5.583681106567383","5.583681106567383","4.090147495269775","4.090147495269775","4.090147495269775","-0.06269454956054688","-0.06269454956054688","-0.06269454956054688","1.2305046319961548","1.2305046319961548","1.2305046319961548"
"41","5.890427112579346","5.890427112579346","5.890427112579346","4.354730129241943","4.354730129241943","4.354730129241943","-0.00182342529296875","-0.00182342529296875","-0.00182342529296875","1.0259912014007568","1.0259912014007568","1.0259912014007568"
"42","5.890427112579346","5.890427112579346","5.890427112579346","4.354730129241943","4.354730129241943","4.354730129241943","-0.00182342529296875","-0.00182342529296875","-0.00182342529296875","1.0259912014007568","1.0259912014007568","1.0259912014007568"
"43","5.890427112579346","5.890427112579346","5.890427112579346","4.354730129241943","4.354730129241943","4.354730129241943","-0.00182342529296875","-0.00182342529296875","-0.00182342529296875","1.0259912014007568","1.0259912014007568","1.0259912014007568"
"44","5.890427112579346","5.890427112579346","5.890427112579346","4.354730129241943","4.354730129241943","4.354730129241943","-0.00182342529296875","-0.00182342529296875","-0.00182342529296875","1.0259912014007568","1.0259912014007568","1.0259912014007568"
"45","5.890427112579346","5.890427112579346","5.890427112579346","4.354730129241943","4.354730129241943","4.354730129241943","-0.00182342529296875","-0.00182342529296875","-0.00182342529296875","1.0259912014007568","1.0259912014007568","1.0259912014007568"
"46","5.890427112579346","5.890427112579346","5.890427112579346","4.354730129241943","4.354730129241943","4.354730129241943","-0.00182342529296875","-0.00182342529296875","-0.00182342529296875","1.0259912014007568","1.0259912014007568","1.0259912014007568"
"47","5.890427112579346","5.890427112579346","5.890427112579346","4.354730129241943","4.354730129241943","4.354730129241943","-0.00182342529296875","-0.00182342529296875","-0.00182342529296875","1.0259912014007568","1.0259912014007568","1.0259912014007568"
"48","5.890427112579346","5.890427112579346","5.890427112579346","4.354730129241943","4.354730129241943","4.354730129241943","-0.00182342529296875","-0.00182342529296875","-0.00182342529296875","1.0259912014007568","1.0259912014007568","1.0259912014007568"
"49","5.7497053146362305","5.7497053146362305","5.7497053146362305","4.2854156494140625","4.2854156494140625","4.2854156494140625","-0.20618438720703125","-0.20618438720703125","-0.20618438720703125","1.0978484153747559","1.0978484153747559","1.0978484153747559"
"50","5.7497053146362305","5.7497053146362305","5.7497053146362305","4.2854156494140625","4.2854156494140625","4.2854156494140625","-0.20618438720703125","-0.20618438720703125","-0.20618438720703125","1.0978484153747559","1.0978484153747559","1.0978484153747559"
"51","5.7497053146362305","5.7497053146362305","5.7497053146362305","4.2854156494140625","4.2854156494140625","4.2854156494140625","-0.20618438720703125","-0.20618438720703125","-0.20618438720703125","1.0978484153747559","1.0978484153747559","1.0978484153747559"
"52","5.7497053146362305","5.7497053146362305","5.7497053146362305","4.2854156494140625","4.2854156494140625","4.2854156494140625","-0.20618438720703125","-0.20618438720703125","-0.20618438720703125","1.0978484153747559","1.0978484153747559","1.0978484153747559"
"53","5.7497053146362305","5.7497053146362305","5.7497053146362305","4.2854156494140625","4.2854156494140625","4.2854156494140625","-0.20618438720703125","-0.20618438720703125","-0.20618438720703125","1.0978484153747559","1.0978484153747559","1.0978484153747559"
"54","5.7497053146362305","5.7497053146362305","5.7497053146362305","4.2854156494140625","4.2854156494140625","4.2854156494140625","-0.20618438720703125","-0.20618438720703125","-0.20618438720703125","1.0978484153747559","1.0978484153747559","1.0978484153747559"
"55","5.7497053146362305","5.7497053146362305","5.7497053146362305","4.2854156494140625","4.2854156494140625","4.2854156494140625","-0.20618438720703125","-0.20618438720703125","-0.20618438720703125","1.0978484153747559","1.0978484153747559","1.0978484153747559"
"56","5.7497053146362305","5.7497053146362305","5.7497053146362305","4.2854156494140625","4.2854156494140625","4.2854156494140625","-0.20618438720703125","-0.20618438720703125","-0.20618438720703125","1.0978484153747559","1.0978484153747559","1.0978484153747559"
"57","5.644472122192383","5.644472122192383","5.644472122192383","4.251031398773193","4.251031398773193","4.251031398773193","-0.20487403869628906","-0.20487403869628906","-0.20487403869628906","1.1759743690490723","1.1759743690490723","1.1759743690490723"
"58","5.644472122192383","5.644472122192383","5.644472122192383","4.251031398773193","4.251031398773193","4.251031398773193","-0.20487403869628906","-0.20487403869628906","-0.20487403869628906","1.1759743690490723","1.1759743690490723","1.1759743690490723"
"59","5.644472122192383","5.644472122192383","5.644472122192383","4.251031398773193","4.251031398773193","4.251031398773193","-0.20487403869628906","-0.20487403869628906","-0.20487403869628906","1.1759743690490723","1.1759743690490723","1.1759743690490723"
"60","5.644472122192383","5.644472122192383","5.644472122192383","4.251031398773193","4.251031398773193","4.251031398773193","-0.20487403869628906","-0.20487403869628906","-0.20487403869628906","1.1759743690490723","1.1759743690490723","1.1759743690490723"
"61","5.644472122192383","5.644472122192383","5.644472122192383","4.251031398773193","4.251031398773193","4.251031398773193","-0.20487403869628906","-0.20487403869628906","-0.20487403869628906","1.1759743690490723","1.1759743690490723","1.1759743690490723"
"62","5.644472122192383","5.644472122192383","5.644472122192383","4.251031398773193","4.251031398773193","4.251031398773193","-0.20487403869628906","-0.20487403869628906","-0.20487403869628906","1.1759743690490723","1.1759743690490723","1.1759743690490723"
"63","5.644472122192383","5.644472122192383","5.644472122192383","4.251031398773193","4.251031398773193","4.251031398773193","-0.20487403869628906","-0.20487403869628906","-0.20487403869628906","1.1759743690490723","1.1759743690490723","1.1759743690490723"
"64","5.644472122192383","5.644472122192383","5.644472122192383","4.251031398773193","4.251031398773193","4.251031398773193","-0.20487403869628906","-0.20487403869628906","-0.20487403869628906","1.1759743690490723","1.1759743690490723","1.1759743690490723"
"65","5.363462448120117","5.363462448120117","5.363462448120117","3.8707616329193115","3.8707616329193115","3.8707616329193115","-0.0284881591796875","-0.0284881591796875","-0.0284881591796875","1.1391913890838623","1.1391913890838623","1.1391913890838623"
"66","5.363462448120117","5.363462448120117","5.363462448120117","3.8707616329193115","3.8707616329193115","3.8707616329193115","-0.0284881591796875","-0.0284881591796875","-0.0284881591796875","1.1391913890838623","1.1391913890838623","1.1391913890838623"
"67","5.363462448120117","5.363462448120117","5.363462448120117","3.8707616329193115","3.8707616329193115","3.8707616329193115","-0.0284881591796875","-0.0284881591796875","-0.0284881591796875","1.1391913890838623","1.1391913890838623","1.1391913890838623"
"68","5.363462448120117","5.363462448120117","5.363462448120117","3.8707616329193115","3.8707616329193115","3.8707616329193115","-0.0284881591796875","-0.0284881591796875","-0.0284881591796875","1.1391913890838623","1.1391913890838623","1.1391913890838623"
"69","5.363462448120117","5.363462448120117","5.363462448120117","3.8707616329193115","3.8707616329193115","3.8707616329193115","-0.0284881591796875","-0.0284881591796875","-0.0284881591796875","1.1391913890838623","1.1391913890838623","1.1391913890838623"
"70","5.363462448120117","5.363462448120117","5.363462448120117","3.8707616329193115","3.8707616329193115","3.8707616329193115","-0.0284881591796875","-0.0284881591796875","-0.0284881591796875","1.1391913890838623","1.1391913890838623","1.1391913890838623"
"71","5.363462448120117","5.363462448120117","5.363462448120117","3.8707616329193115","3.8707616329193115","3.8707616329193115","-0.0284881591796875","-0.0284881591796875","-0.0284881591796875","1.1391913890838623","1.1391913890838623","1.1391913890838623"
"72","5.363462448120117","5.363462448120117","5.363462448120117","3.8707616329193115","3.8707616329193115","3.8707616329193115","-0.0284881591796875","-0.0284881591796875","-0.0284881591796875","1.1391913890838623","1.1391913890838623","1.1391913890838623"
"73","5.39847469329834","5.39847469329834","5.39847469329834","3.9320430755615234","3.9320430755615234","3.9320430755615234","-0.026439189910888672","-0.026439189910888672","-0.026439189910888672","1.1837489604949951","1.1837489604949951","1.1837489604949951"
"74","5.39847469329834","5.39847469329834","5.39847469329834","3.9320430755615234","3.9320430755615234","3.9320430755615234","-0.026439189910888672","-0.026439189910888672","-0.026439189910888672","1.1837489604949951","1.1837489604949951","1.1837489604949951"
"75","5.39847469329834","5.39847469329834","5.39847469329834","3.9320430755615234","3.9320430755615234","3.9320430755615234","-0.026439189910888672","-0.026439189910888672","-0.026439189910888672","1.1837489604949951","1.1837489604949951","1.1837489604949951"
"76","5.39847469329834","5.39847469329834","5.39847469329834","3.9320430755615234","3.9320430755615234","3.9320430755615234","-0.026439189910888672","-0.026439189910888672","-0.026439189910888672","1.1837489604949951","1.1837489604949951","1.1837489604949951"
"77","5.39847469329834","5.39847469329834","5.39847469329834","3.9320430755615234","3.9320430755615234","3.9320430755615234","-0.026439189910888672","-0.026439189910888672","-0.026439189910888672","1.1837489604949951","1.1837489604949951","1.1837489604949951"
"78","5.39847469329834","5.39847469329834","5.39847469329834","3.9320430755615234","3.9320430755615234","3.9320430755615234","-0.026439189910888672","-0.026439189910888672","-0.026439189910888672","1.1837489604949951","1.1837489604949951","1.1837489604949951"
"79","5.39847469329834","5.39847469329834","5.39847469329834","3.9320430755615234","3.9320430755615234","3.9320430755615234","-0.026439189910888672","-0.026439189910888672","-0.026439189910888672","1.1837489604949951","1.1837489604949951","1.1837489604949951"
"80","5.39847469329834","5.39847469329834","5.39847469329834","3.9320430755615234","3.9320430755615234","3.9320430755615234","-0.026439189910888672","-0.026439189910888672","-0.026439189910888672","1.1837489604949951","1.1837489604949951","1.1837489604949951"
"81","5.0772552490234375","5.0772552490234375","5.0772552490234375","3.8160181045532227","3.8160181045532227","3.8160181045532227","-0.022334575653076172","-0.022334575653076172","-0.022334575653076172","1.0845130681991577","1.0845130681991577","1.0845130681991577"
"82","5.0772552490234375","5.0772552490234375","5.0772552490234375","3.8160181045532227","3.8160181045532227","3.8160181045532227","-0.022334575653076172","-0.022334575653076172","-0.022334575653076172","1.0845130681991577","1.0845130681991577","1.0845130681991577"
"83","5.0772552490234375","5.0772552490234375","5.0772552490234375","3.8160181045532227","3.8160181045532227","3.8160181045532227","-0.022334575653076172","-0.022334575653076172","-0.022334575653076172","1.0845130681991577","1.0845130681991577","1.0845130681991577"
"84","5.0772552490234375","5.0772552490234375","5.0772552490234375","3.8160181045532227","3.8160181045532227","3.8160181045532227","-0.022334575653076172","-0.022334575653076172","-0.022334575653076172","1.0845130681991577","1.0845130681991577","1.0845130681991577"
"85","5.0772552490234375","5.0772552490234375","5.0772552490234375","3.8160181045532227","3.8160181045532227","3.8160181045532227","-0.022334575653076172","-0.022334575653076172","-0.022334575653076172","1.0845130681991577","1.0845130681991577","1.0845130681991577"
"86","5.0772552490234375","5.0772552490234375","5.0772552490234375","3.8160181045532227","3.8160181045532227","3.8160181045532227","-0.022334575653076172","-0.022334575653076172","-0.022334575653076172","1.0845130681991577","1.0845130681991577","1.0845130681991577"
"87","5.0772552490234375","5.0772552490234375","5.0772552490234375","3.8160181045532227","3.8160181045532227","3.8160181045532227","-0.022334575653076172","-0.022334575653076172","-0.022334575653076172","1.0845130681991577","1.0845130681991577","1.0845130681991577"
"88","5.0772552490234375","5.0772552490234375","5.0772552490234375","3.8160181045532227","3.8160181045532227","3.8160181045532227","-0.022334575653076172","-0.022334575653076172","-0.022334575653076172","1.0845130681991577","1.0845130681991577","1.0845130681991577"
"89","5.228818893432617","5.228818893432617","5.228818893432617","3.980410575866699","3.980410575866699","3.980410575866699","-0.046966552734375","-0.046966552734375","-0.046966552734375","1.105439305305481","1.105439305305481","1.105439305305481"
"90","5.228818893432617","5.228818893432617","5.228818893432617","3.980410575866699","3.980410575866699","3.980410575866699","-0.046966552734375","-0.046966552734375","-0.046966552734375","1.105439305305481","1.105439305305481","1.105439305305481"
"91","5.228818893432617","5.228818893432617","5.228818893432617","3.980410575866699","3.980410575866699","3.980410575866699","-0.046966552734375","-0.046966552734375","-0.046966552734375","1.105439305305481","1.105439305305481","1.105439305305481"
"92","5.228818893432617","5.228818893432617","5.228818893432617","3.980410575866699","3.980410575866699","3.980410575866699","-0.046966552734375","-0.046966552734375","-0.046966552734375","1.105439305305481","1.105439305305481","1.105439305305481"
"93","5.228818893432617","5.228818893432617","5.228818893432617","3.980410575866699","3.980410575866699","3.980410575866699","-0.046966552734375","-0.046966552734375","-0.046966552734375","1.105439305305481","1.105439305305481","1.105439305305481"
"94","5.228818893432617","5.228818893432617","5.228818893432617","3.980410575866699","3.980410575866699","3.980410575866699","-0.046966552734375","-0.046966552734375","-0.046966552734375","1.105439305305481","1.105439305305481","1.105439305305481"
"95","5.228818893432617","5.228818893432617","5.228818893432617","3.980410575866699","3.980410575866699","3.980410575866699","-0.046966552734375","-0.046966552734375","-0.046966552734375","1.105439305305481","1.105439305305481","1.105439305305481"
"96","5.228818893432617","5.228818893432617","5.228818893432617","3.980410575866699","3.980410575866699","3.980410575866699","-0.046966552734375","-0.046966552734375","-0.046966552734375","1.105439305305481","1.105439305305481","1.105439305305481"
"97","5.010626792907715","5.010626792907715","5.010626792907715","3.8222994804382324","3.8222994804382324","3.8222994804382324","-0.027013540267944336","-0.027013540267944336","-0.027013540267944336","0.9693552851676941","0.9693552851676941","0.9693552851676941"
"98","5.010626792907715","5.010626792907715","5.010626792907715","3.8222994804382324","3.8222994804382324","3.8222994804382324","-0.027013540267944336","-0.027013540267944336","-0.027013540267944336","0.9693552851676941","0.9693552851676941","0.9693552851676941"
"99","5.010626792907715","5.010626792907715","5.010626792907715","3.8222994804382324","3.8222994804382324","3.8222994804382324","-0.027013540267944336","-0.027013540267944336","-0.027013540267944336","0.9693552851676941","0.9693552851676941","0.9693552851676941"
"100","5.010626792907715","5.010626792907715","5.010626792907715","3.8222994804382324","3.8222994804382324","3.8222994804382324","-0.027013540267944336","-0.027013540267944336","-0.027013540267944336","0.9693552851676941","0.9693552851676941","0.9693552851676941"
"101","5.010626792907715","5.010626792907715","5.010626792907715","3.8222994804382324","3.8222994804382324","3.8222994804382324","-0.027013540267944336","-0.027013540267944336","-0.027013540267944336","0.9693552851676941","0.9693552851676941","0.9693552851676941"
"102","5.010626792907715","5.010626792907715","5.010626792907715","3.8222994804382324","3.8222994804382324","3.8222994804382324","-0.027013540267944336","-0.027013540267944336","-0.027013540267944336","0.9693552851676941","0.9693552851676941","0.9693552851676941"
"103","5.010626792907715","5.010626792907715","5.010626792907715","3.8222994804382324","3.8222994804382324","3.8222994804382324","-0.027013540267944336","-0.027013540267944336","-0.027013540267944336","0.9693552851676941","0.9693552851676941","0.9693552851676941"
"104","5.010626792907715","5.010626792907715","5.010626792907715","3.8222994804382324","3.8222994804382324","3.8222994804382324","-0.027013540267944336","-0.027013540267944336","-0.027013540267944336","0.9693552851676941","0.9693552851676941","0.9693552851676941"
"105","5.048628807067871","5.048628807067871","5.048628807067871","3.6927218437194824","3.6927218437194824","3.6927218437194824","-0.04566836357116699","-0.04566836357116699","-0.04566836357116699","1.0303713083267212","1.0303713083267212","1.0303713083267212"
"106","5.048628807067871","5.048628807067871","5.048628807067871","3.6927218437194824","3.6927218437194824","3.6927218437194824","-0.04566836357116699","-0.04566836357116699","-0.04566836357116699","1.0303713083267212","1.0303713083267212","1.0303713083267212"
"107","5.048628807067871","5.048628807067871","5.048628807067871","3.6927218437194824","3.6927218437194824","3.6927218437194824","-0.04566836357116699","-0.04566836357116699","-0.04566836357116699","1.0303713083267212","1.0303713083267212","1.0303713083267212"
"108","5.048628807067871","5.048628807067871","5.048628807067871","3.6927218437194824","3.6927218437194824","3.6927218437194824","-0.04566836357116699","-0.04566836357116699","-0.04566836357116699","1.0303713083267212","1.0303713083267212","1.0303713083267212"
"109","5.048628807067871","5.048628807067871","5.048628807067871","3.6927218437194824","3.6927218437194824","3.6927218437194824","-0.04566836357116699","-0.04566836357116699","-0.04566836357116699","1.0303713083267212","1.0303713083267212","1.0303713083267212"
"110","5.048628807067871","5.048628807067871","5.048628807067871","3.6927218437194824","3.6927218437194824","3.6927218437194824","-0.04566836357116699","-0.04566836357116699","-0.04566836357116699","1.0303713083267212","1.0303713083267212","1.0303713083267212"
"111","5.048628807067871","5.048628807067871","5.048628807067871","3.6927218437194824","3.6927218437194824","3.6927218437194824","-0.04566836357116699","-0.04566836357116699","-0.04566836357116699","1.0303713083267212","1.0303713083267212","1.0303713083267212"
"112","5.048628807067871","5.048628807067871","5.048628807067871","3.6927218437194824","3.6927218437194824","3.6927218437194824","-0.04566836357116699","-0.04566836357116699","-0.04566836357116699","1.0303713083267212","1.0303713083267212","1.0303713083267212"
"113","5.322782039642334","5.322782039642334","5.322782039642334","3.652845621109009","3.652845621109009","3.652845621109009","-0.050252676010131836","-0.050252676010131836","-0.050252676010131836","0.9974740743637085","0.9974740743637085","0.9974740743637085"
"114","5.322782039642334","5.322782039642334","5.322782039642334","3.652845621109009","3.652845621109009","3.652845621109009","-0.050252676010131836","-0.050252676010131836","-0.050252676010131836","0.9974740743637085","0.9974740743637085","0.9974740743637085"
"115","5.322782039642334","5.322782039642334","5.322782039642334","3.652845621109009","3.652845621109009","3.652845621109009","-0.050252676010131836","-0.050252676010131836","-0.050252676010131836","0.9974740743637085","0.9974740743637085","0.9974740743637085"
"116","5.322782039642334","5.322782039642334","5.322782039642334","3.652845621109009","3.652845621109009","3.652845621109009","-0.050252676010131836","-0.050252676010131836","-0.050252676010131836","0.9974740743637085","0.9974740743637085","0.9974740743637085"
"117","5.322782039642334","5.322782039642334","5.322782039642334","3.652845621109009","3.652845621109009","3.652845621109009","-0.050252676010131836","-0.050252676010131836","-0.050252676010131836","0.9974740743637085","0.9974740743637085","0.9974740743637085"
"118","5.322782039642334","5.322782039642334","5.322782039642334","3.652845621109009","3.652845621109009","3.652845621109009","-0.050252676010131836","-0.050252676010131836","-0.050252676010131836","0.9974740743637085","0.9974740743637085","0.9974740743637085"
"119","5.322782039642334","5.322782039642334","5.322782039642334","3.652845621109009","3.652845621109009","3.652845621109009","-0.050252676010131836","-0.050252676010131836","-0.050252676010131836","0.9974740743637085","0.9974740743637085","0.9974740743637085"
"120","5.322782039642334","5.322782039642334","5.322782039642334","3.652845621109009","3.652845621109009","3.652845621109009","-0.050252676010131836","-0.050252676010131836","-0.050252676010131836","0.9974740743637085","0.9974740743637085","0.9974740743637085"
"121","4.84592866897583","4.84592866897583","4.84592866897583","3.6234633922576904","3.6234633922576904","3.6234633922576904","-0.2447519302368164","-0.2447519302368164","-0.2447519302368164","0.9733263850212097","0.9733263850212097","0.9733263850212097"
"122","4.84592866897583","4.84592866897583","4.84592866897583","3.6234633922576904","3.6234633922576904","3.6234633922576904","-0.2447519302368164","-0.2447519302368164","-0.2447519302368164","0.9733263850212097","0.9733263850212097","0.9733263850212097"
