"Step","stellar-bush-24 - losses/policy_loss","stellar-bush-24 - losses/policy_loss__MIN","stellar-bush-24 - losses/policy_loss__MAX","stellar-bush-24 - losses/total_loss","stellar-bush-24 - losses/total_loss__MIN","stellar-bush-24 - losses/total_loss__MAX"
"48","-0.0013555288314819336","-0.0013555288314819336","-0.0013555288314819336","0.1544555425643921","0.1544555425643921","0.1544555425643921"
"49","-0.004798915237188339","-0.004798915237188339","-0.004798915237188339","0.14865705370903015","0.14865705370903015","0.14865705370903015"
"50","-0.008980289101600647","-0.008980289101600647","-0.008980289101600647","0.14189523458480835","0.14189523458480835","0.14189523458480835"
"51","0.02106495015323162","0.02106495015323162","0.02106495015323162","0.3779570162296295","0.3779570162296295","0.3779570162296295"
"52","0.019253721460700035","0.019253721460700035","0.019253721460700035","0.37437063455581665","0.37437063455581665","0.37437063455581665"
"53","0.01611403375864029","0.01611403375864029","0.01611403375864029","0.3680298328399658","0.3680298328399658","0.3680298328399658"
"54","0.012020743452012539","0.012020743452012539","0.012020743452012539","0.35959911346435547","0.35959911346435547","0.35959911346435547"
"55","0.007094410713762045","0.007094410713762045","0.007094410713762045","0.34949037432670593","0.34949037432670593","0.34949037432670593"
"56","-0.026095086708664894","-0.026095086708664894","-0.026095086708664894","0.15350495278835297","0.15350495278835297","0.15350495278835297"
"57","-0.029086925089359283","-0.029086925089359283","-0.029086925089359283","0.14944347739219666","0.14944347739219666","0.14944347739219666"
"58","-0.034217819571495056","-0.034217819571495056","-0.034217819571495056","0.14299291372299194","0.14299291372299194","0.14299291372299194"
"59","-0.04104698821902275","-0.04104698821902275","-0.04104698821902275","0.13457021117210388","0.13457021117210388","0.13457021117210388"
"60","-0.04927477985620499","-0.04927477985620499","-0.04927477985620499","0.1245255097746849","0.1245255097746849","0.1245255097746849"
"61","-0.031389638781547546","-0.031389638781547546","-0.031389638781547546","0.06998170912265778","0.06998170912265778","0.06998170912265778"
"62","-0.034653279930353165","-0.034653279930353165","-0.034653279930353165","0.06607440114021301","0.06607440114021301","0.06607440114021301"
"63","-0.040380965918302536","-0.040380965918302536","-0.040380965918302536","0.05960466340184212","0.05960466340184212","0.05960466340184212"
"64","-0.04817240312695503","-0.04817240312695503","-0.04817240312695503","0.0510074757039547","0.0510074757039547","0.0510074757039547"
"65","-0.05770000442862511","-0.05770000442862511","-0.05770000442862511","0.04072919860482216","0.04072919860482216","0.04072919860482216"
"66","-0.1244063675403595","-0.1244063675403595","-0.1244063675403595","0.1730487048625946","0.1730487048625946","0.1730487048625946"
"67","-0.1279718279838562","-0.1279718279838562","-0.1279718279838562","0.1668108105659485","0.1668108105659485","0.1668108105659485"
"68","-0.1337585747241974","-0.1337585747241974","-0.1337585747241974","0.1567469835281372","0.1567469835281372","0.1567469835281372"
"69","-0.1412864476442337","-0.1412864476442337","-0.1412864476442337","0.14376015961170197","0.14376015961170197","0.14376015961170197"
"70","-0.15005238354206085","-0.15005238354206085","-0.15005238354206085","0.12876977026462555","0.12876977026462555","0.12876977026462555"
"71","0.04611124470829964","0.04611124470829964","0.04611124470829964","0.19349440932273865","0.19349440932273865","0.19349440932273865"
"72","0.041295282542705536","0.041295282542705536","0.041295282542705536","0.18823179602622986","0.18823179602622986","0.18823179602622986"
"73","0.033197179436683655","0.033197179436683655","0.033197179436683655","0.17919351160526276","0.17919351160526276","0.17919351160526276"
"74","0.022581038996577263","0.022581038996577263","0.022581038996577263","0.1672428399324417","0.1672428399324417","0.1672428399324417"
"75","0.01007828302681446","0.01007828302681446","0.01007828302681446","0.15314151346683502","0.15314151346683502","0.15314151346683502"
"76","-0.16422638297080994","-0.16422638297080994","-0.16422638297080994","-0.0024528950452804565","-0.0024528950452804565","-0.0024528950452804565"
"77","-0.16815297305583954","-0.16815297305583954","-0.16815297305583954","-0.006776303052902222","-0.006776303052902222","-0.006776303052902222"
"78","-0.17476525902748108","-0.17476525902748108","-0.17476525902748108","-0.014384672045707703","-0.014384672045707703","-0.014384672045707703"
"79","-0.1834181249141693","-0.1834181249141693","-0.1834181249141693","-0.024519458413124084","-0.024519458413124084","-0.024519458413124084"
"80","-0.19375383853912354","-0.19375383853912354","-0.19375383853912354","-0.03647272288799286","-0.03647272288799286","-0.03647272288799286"
"81","-0.10225260257720947","-0.10225260257720947","-0.10225260257720947","0.11581750214099884","0.11581750214099884","0.11581750214099884"
"82","-0.10438832640647888","-0.10438832640647888","-0.10438832640647888","0.11227582395076752","0.11227582395076752","0.11227582395076752"
"83","-0.10789994150400162","-0.10789994150400162","-0.10789994150400162","0.10706017166376114","0.10706017166376114","0.10706017166376114"
"84","-0.11248301714658737","-0.11248301714658737","-0.11248301714658737","0.10060345381498337","0.10060345381498337","0.10060345381498337"
"85","-0.11805564165115356","-0.11805564165115356","-0.11805564165115356","0.09323534369468689","0.09323534369468689","0.09323534369468689"
"86","-0.12636901438236237","-0.12636901438236237","-0.12636901438236237","0.04009334743022919","0.04009334743022919","0.04009334743022919"
"87","-0.1343068927526474","-0.1343068927526474","-0.1343068927526474","0.03201267123222351","0.03201267123222351","0.03201267123222351"
"88","-0.14531853795051575","-0.14531853795051575","-0.14531853795051575","0.019992098212242126","0.019992098212242126","0.019992098212242126"
"89","-0.1592254340648651","-0.1592254340648651","-0.1592254340648651","0.004408791661262512","0.004408791661262512","0.004408791661262512"
"90","-0.17479100823402405","-0.17479100823402405","-0.17479100823402405","-0.01333858072757721","-0.01333858072757721","-0.01333858072757721"
"91","0.002262284280732274","0.002262284280732274","0.002262284280732274","0.12717892229557037","0.12717892229557037","0.12717892229557037"
"92","0.0003542859049048275","0.0003542859049048275","0.0003542859049048275","0.1246844157576561","0.1246844157576561","0.1246844157576561"
"93","-0.0028058295138180256","-0.0028058295138180256","-0.0028058295138180256","0.12040214985609055","0.12040214985609055","0.12040214985609055"
"94","-0.006546993739902973","-0.006546993739902973","-0.006546993739902973","0.11516205221414566","0.11516205221414566","0.11516205221414566"
"95","-0.010666988790035248","-0.010666988790035248","-0.010666988790035248","0.10927020758390427","0.10927020758390427","0.10927020758390427"
"96","0.014664468355476856","0.014664468355476856","0.014664468355476856","0.09079806506633759","0.09079806506633759","0.09079806506633759"
"97","0.012644503265619278","0.012644503265619278","0.012644503265619278","0.08787146210670471","0.08787146210670471","0.08787146210670471"
"98","0.00904354453086853","0.00904354453086853","0.00904354453086853","0.08319088816642761","0.08319088816642761","0.08319088816642761"
"99","0.004131758119910955","0.004131758119910955","0.004131758119910955","0.07715687900781631","0.07715687900781631","0.07715687900781631"
"100","-0.0019136329647153616","-0.0019136329647153616","-0.0019136329647153616","0.07004152983427048","0.07004152983427048","0.07004152983427048"
"101","0.06627291440963745","0.06627291440963745","0.06627291440963745","0.15158429741859436","0.15158429741859436","0.15158429741859436"
"102","0.06357899308204651","0.06357899308204651","0.06357899308204651","0.1478550136089325","0.1478550136089325","0.1478550136089325"
"103","0.058963850140571594","0.058963850140571594","0.058963850140571594","0.14232465624809265","0.14232465624809265","0.14232465624809265"
"104","0.05275145173072815","0.05275145173072815","0.05275145173072815","0.13546283543109894","0.13546283543109894","0.13546283543109894"
"105","0.045216888189315796","0.045216888189315796","0.045216888189315796","0.12741783261299133","0.12741783261299133","0.12741783261299133"
"106","0.010632174089550972","0.010632174089550972","0.010632174089550972","0.13849639892578125","0.13849639892578125","0.13849639892578125"
"107","0.00718665961176157","0.00718665961176157","0.00718665961176157","0.1340303122997284","0.1340303122997284","0.1340303122997284"
"108","0.0013001987244933844","0.0013001987244933844","0.0013001987244933844","0.12610971927642822","0.12610971927642822","0.12610971927642822"
"109","-0.00660273851826787","-0.00660273851826787","-0.00660273851826787","0.11542966961860657","0.11542966961860657","0.11542966961860657"
"110","-0.016050219535827637","-0.016050219535827637","-0.016050219535827637","0.10332504659891129","0.10332504659891129","0.10332504659891129"
"111","0.06826876103878021","0.06826876103878021","0.06826876103878021","0.2669103145599365","0.2669103145599365","0.2669103145599365"
"112","0.06554342806339264","0.06554342806339264","0.06554342806339264","0.2634665071964264","0.2634665071964264","0.2634665071964264"
"113","0.0612458772957325","0.0612458772957325","0.0612458772957325","0.25791656970977783","0.25791656970977783","0.25791656970977783"
"114","0.056526221334934235","0.056526221334934235","0.056526221334934235","0.25151094794273376","0.25151094794273376","0.25151094794273376"
"115","0.05178339406847954","0.05178339406847954","0.05178339406847954","0.24475762248039246","0.24475762248039246","0.24475762248039246"
"116","0.05730117857456207","0.05730117857456207","0.05730117857456207","0.42943161725997925","0.42943161725997925","0.42943161725997925"
"117","0.0544901005923748","0.0544901005923748","0.0544901005923748","0.42590051889419556","0.42590051889419556","0.42590051889419556"
"118","0.04972361400723457","0.04972361400723457","0.04972361400723457","0.41927841305732727","0.41927841305732727","0.41927841305732727"
"119","0.0438057966530323","0.0438057966530323","0.0438057966530323","0.4105892777442932","0.4105892777442932","0.4105892777442932"
"120","0.037306949496269226","0.037306949496269226","0.037306949496269226","0.400601863861084","0.400601863861084","0.400601863861084"
"121","0.2729102671146393","0.2729102671146393","0.2729102671146393","0.5521721839904785","0.5521721839904785","0.5521721839904785"
"122","0.2682540714740753","0.2682540714740753","0.2682540714740753","0.5454051494598389","0.5454051494598389","0.5454051494598389"
"123","0.26059868931770325","0.26059868931770325","0.26059868931770325","0.5333369970321655","0.5333369970321655","0.5333369970321655"
"124","0.2508152425289154","0.2508152425289154","0.2508152425289154","0.5174826383590698","0.5174826383590698","0.5174826383590698"
"125","0.23954249918460846","0.23954249918460846","0.23954249918460846","0.4989800453186035","0.4989800453186035","0.4989800453186035"
"126","-0.09782122075557709","-0.09782122075557709","-0.09782122075557709","0.10134150087833405","0.10134150087833405","0.10134150087833405"
"127","-0.0996348187327385","-0.0996348187327385","-0.0996348187327385","0.09949042648077011","0.09949042648077011","0.09949042648077011"
"128","-0.10258233547210693","-0.10258233547210693","-0.10258233547210693","0.09497295320034027","0.09497295320034027","0.09497295320034027"
"129","-0.10646344721317291","-0.10646344721317291","-0.10646344721317291","0.08826881647109985","0.08826881647109985","0.08826881647109985"
"130","-0.11109992861747742","-0.11109992861747742","-0.11109992861747742","0.0797957181930542","0.0797957181930542","0.0797957181930542"
"131","-0.02153553068637848","-0.02153553068637848","-0.02153553068637848","0.08119729906320572","0.08119729906320572","0.08119729906320572"
"132","-0.024396197870373726","-0.024396197870373726","-0.024396197870373726","0.07775452733039856","0.07775452733039856","0.07775452733039856"
"133","-0.02931647002696991","-0.02931647002696991","-0.02931647002696991","0.07194820791482925","0.07194820791482925","0.07194820791482925"
"134","-0.03592667728662491","-0.03592667728662491","-0.03592667728662491","0.0642036497592926","0.0642036497592926","0.0642036497592926"
"135","-0.04393372684717178","-0.04393372684717178","-0.04393372684717178","0.05486740916967392","0.05486740916967392","0.05486740916967392"
"136","-0.03187887370586395","-0.03187887370586395","-0.03187887370586395","0.271016001701355","0.271016001701355","0.271016001701355"
"137","-0.03400103375315666","-0.03400103375315666","-0.03400103375315666","0.2654656171798706","0.2654656171798706","0.2654656171798706"
"138","-0.03746797516942024","-0.03746797516942024","-0.03746797516942024","0.2573920786380768","0.2573920786380768","0.2573920786380768"
"139","-0.0420265831053257","-0.0420265831053257","-0.0420265831053257","0.24736225605010986","0.24736225605010986","0.24736225605010986"
"140","-0.04751775786280632","-0.04751775786280632","-0.04751775786280632","0.23577304184436798","0.23577304184436798","0.23577304184436798"
"141","-0.04696017876267433","-0.04696017876267433","-0.04696017876267433","0.3091110587120056","0.3091110587120056","0.3091110587120056"
"142","-0.050386637449264526","-0.050386637449264526","-0.050386637449264526","0.30146974325180054","0.30146974325180054","0.30146974325180054"
"143","-0.055937137454748154","-0.055937137454748154","-0.055937137454748154","0.2894558012485504","0.2894558012485504","0.2894558012485504"
"144","-0.06222466751933098","-0.06222466751933098","-0.06222466751933098","0.27547118067741394","0.27547118067741394","0.27547118067741394"
"145","-0.06830829381942749","-0.06830829381942749","-0.06830829381942749","0.26173579692840576","0.26173579692840576","0.26173579692840576"
"146","-0.06693599373102188","-0.06693599373102188","-0.06693599373102188","0.08335324376821518","0.08335324376821518","0.08335324376821518"
"147","-0.06987540423870087","-0.06987540423870087","-0.06987540423870087","0.07937206327915192","0.07937206327915192","0.07937206327915192"
"148","-0.07480361312627792","-0.07480361312627792","-0.07480361312627792","0.07302429527044296","0.07302429527044296","0.07302429527044296"
"149","-0.08137534558773041","-0.08137534558773041","-0.08137534558773041","0.0647304356098175","0.0647304356098175","0.0647304356098175"
"150","-0.08922209590673447","-0.08922209590673447","-0.08922209590673447","0.05494634062051773","0.05494634062051773","0.05494634062051773"
"151","0.09524329006671906","0.09524329006671906","0.09524329006671906","0.36992311477661133","0.36992311477661133","0.36992311477661133"
"152","0.08911892026662827","0.08911892026662827","0.08911892026662827","0.36186790466308594","0.36186790466308594","0.36186790466308594"
"153","0.07929901033639908","0.07929901033639908","0.07929901033639908","0.3480907678604126","0.3480907678604126","0.3480907678604126"
"154","0.06679098308086395","0.06679098308086395","0.06679098308086395","0.330194354057312","0.330194354057312","0.330194354057312"
"155","0.05196061730384827","0.05196061730384827","0.05196061730384827","0.3089844286441803","0.3089844286441803","0.3089844286441803"
"156","0.06972377002239227","0.06972377002239227","0.06972377002239227","0.16662655770778656","0.16662655770778656","0.16662655770778656"
"157","0.06582186371088028","0.06582186371088028","0.06582186371088028","0.16202512383460999","0.16202512383460999","0.16202512383460999"
"158","0.059491463005542755","0.059491463005542755","0.059491463005542755","0.15456470847129822","0.15456470847129822","0.15456470847129822"
"159","0.05142576992511749","0.05142576992511749","0.05142576992511749","0.14504852890968323","0.14504852890968323","0.14504852890968323"
"160","0.04279056936502457","0.04279056936502457","0.04279056936502457","0.13474363088607788","0.13474363088607788","0.13474363088607788"
"161","0.00588251743465662","0.00588251743465662","0.00588251743465662","0.09497126191854477","0.09497126191854477","0.09497126191854477"
"162","0.004287601448595524","0.004287601448595524","0.004287601448595524","0.09310351312160492","0.09310351312160492","0.09310351312160492"
"163","0.0014794577145949006","0.0014794577145949006","0.0014794577145949006","0.08989539742469788","0.08989539742469788","0.08989539742469788"
"164","-0.0021877470426261425","-0.0021877470426261425","-0.0021877470426261425","0.08571910858154297","0.08571910858154297","0.08571910858154297"
"165","-0.006567682605236769","-0.006567682605236769","-0.006567682605236769","0.08073544502258301","0.08073544502258301","0.08073544502258301"
"166","0.0550122931599617","0.0550122931599617","0.0550122931599617","0.1144891306757927","0.1144891306757927","0.1144891306757927"
"167","0.04136207327246666","0.04136207327246666","0.04136207327246666","0.09982185065746307","0.09982185065746307","0.09982185065746307"
"168","0.023486647754907608","0.023486647754907608","0.023486647754907608","0.08049580454826355","0.08049580454826355","0.08049580454826355"
"169","0.010310935787856579","0.010310935787856579","0.010310935787856579","0.06561896950006485","0.06561896950006485","0.06561896950006485"
"170","-0.004003456793725491","-0.004003456793725491","-0.004003456793725491","0.049422938376665115","0.049422938376665115","0.049422938376665115"
"171","-0.1280195713043213","-0.1280195713043213","-0.1280195713043213","0.01603718101978302","0.01603718101978302","0.01603718101978302"
"172","-0.13469277322292328","-0.13469277322292328","-0.13469277322292328","0.009071022272109985","0.009071022272109985","0.009071022272109985"
"173","-0.13986709713935852","-0.13986709713935852","-0.13986709713935852","0.002632230520248413","0.002632230520248413","0.002632230520248413"
"174","-0.14465372264385223","-0.14465372264385223","-0.14465372264385223","-0.004262492060661316","-0.004262492060661316","-0.004262492060661316"
"175","-0.15060994029045105","-0.15060994029045105","-0.15060994029045105","-0.012994974851608276","-0.012994974851608276","-0.012994974851608276"
"176","0.042595669627189636","0.042595669627189636","0.042595669627189636","0.16850891709327698","0.16850891709327698","0.16850891709327698"
"177","0.041005466133356094","0.041005466133356094","0.041005466133356094","0.16699735820293427","0.16699735820293427","0.16699735820293427"
"178","0.03823396936058998","0.03823396936058998","0.03823396936058998","0.1634400635957718","0.1634400635957718","0.1634400635957718"
"179","0.03447302058339119","0.03447302058339119","0.03447302058339119","0.15818622708320618","0.15818622708320618","0.15818622708320618"
"180","0.029865829274058342","0.029865829274058342","0.029865829274058342","0.15153172612190247","0.15153172612190247","0.15153172612190247"
"181","0.04825478047132492","0.04825478047132492","0.04825478047132492","0.2529309093952179","0.2529309093952179","0.2529309093952179"
"182","0.046648357063531876","0.046648357063531876","0.046648357063531876","0.2491781860589981","0.2491781860589981","0.2491781860589981"
"183","0.043886326253414154","0.043886326253414154","0.043886326253414154","0.24356484413146973","0.24356484413146973","0.24356484413146973"
"184","0.040192291140556335","0.040192291140556335","0.040192291140556335","0.23652298748493195","0.23652298748493195","0.23652298748493195"
"185","0.03571898490190506","0.03571898490190506","0.03571898490190506","0.22838813066482544","0.22838813066482544","0.22838813066482544"
"186","-0.08215731382369995","-0.08215731382369995","-0.08215731382369995","0.008547626435756683","0.008547626435756683","0.008547626435756683"
"187","-0.08475076407194138","-0.08475076407194138","-0.08475076407194138","0.005083784461021423","0.005083784461021423","0.005083784461021423"
"188","-0.08917400240898132","-0.08917400240898132","-0.08917400240898132","-0.0015809684991836548","-0.0015809684991836548","-0.0015809684991836548"
"189","-0.0949704647064209","-0.0949704647064209","-0.0949704647064209","-0.010556958615779877","-0.010556958615779877","-0.010556958615779877"
"190","-0.10121403634548187","-0.10121403634548187","-0.10121403634548187","-0.020350977778434753","-0.020350977778434753","-0.020350977778434753"
"191","0.01170472614467144","0.01170472614467144","0.01170472614467144","0.14528261125087738","0.14528261125087738","0.14528261125087738"
"192","0.010358692146837711","0.010358692146837711","0.010358692146837711","0.1431839019060135","0.1431839019060135","0.1431839019060135"
"193","0.008320266380906105","0.008320266380906105","0.008320266380906105","0.13986490666866302","0.13986490666866302","0.13986490666866302"
"194","0.005815973039716482","0.005815973039716482","0.005815973039716482","0.13565503060817719","0.13565503060817719","0.13565503060817719"
"195","0.0027819115202873945","0.0027819115202873945","0.0027819115202873945","0.13059477508068085","0.13059477508068085","0.13059477508068085"
"196","0.007698597852140665","0.007698597852140665","0.007698597852140665","0.06348730623722076","0.06348730623722076","0.06348730623722076"
"197","0.0029493803158402443","0.0029493803158402443","0.0029493803158402443","0.05852047726511955","0.05852047726511955","0.05852047726511955"
"198","-0.0037042940966784954","-0.0037042940966784954","-0.0037042940966784954","0.05144674703478813","0.05144674703478813","0.05144674703478813"
"199","-0.010956008918583393","-0.010956008918583393","-0.010956008918583393","0.043606460094451904","0.043606460094451904","0.043606460094451904"
"200","-0.019216345623135567","-0.019216345623135567","-0.019216345623135567","0.03460551053285599","0.03460551053285599","0.03460551053285599"
"201","-0.010448761284351349","-0.010448761284351349","-0.010448761284351349","0.1137189269065857","0.1137189269065857","0.1137189269065857"
"202","-0.01317113172262907","-0.01317113172262907","-0.01317113172262907","0.10933907330036163","0.10933907330036163","0.10933907330036163"
"203","-0.018018797039985657","-0.018018797039985657","-0.018018797039985657","0.10176751762628555","0.10176751762628555","0.10176751762628555"
"204","-0.024570439010858536","-0.024570439010858536","-0.024570439010858536","0.09171222150325775","0.09171222150325775","0.09171222150325775"
"205","-0.03230226784944534","-0.03230226784944534","-0.03230226784944534","0.07995285093784332","0.07995285093784332","0.07995285093784332"
"206","0.0008413009345531464","0.0008413009345531464","0.0008413009345531464","0.14049680531024933","0.14049680531024933","0.14049680531024933"
"207","0.0001301337033510208","0.0001301337033510208","0.0001301337033510208","0.1337040662765503","0.1337040662765503","0.1337040662765503"
"208","-0.001053054817020893","-0.001053054817020893","-0.001053054817020893","0.12384433299303055","0.12384433299303055","0.12384433299303055"
"209","-0.002637147903442383","-0.002637147903442383","-0.002637147903442383","0.11308930814266205","0.11308930814266205","0.11308930814266205"
"210","-0.0045392196625471115","-0.0045392196625471115","-0.0045392196625471115","0.10309910029172897","0.10309910029172897","0.10309910029172897"
"211","-0.032935477793216705","-0.032935477793216705","-0.032935477793216705","0.03935639560222626","0.03935639560222626","0.03935639560222626"
"212","-0.03630763664841652","-0.03630763664841652","-0.03630763664841652","0.03579512611031532","0.03579512611031532","0.03579512611031532"
"213","-0.041995786130428314","-0.041995786130428314","-0.041995786130428314","0.029763951897621155","0.029763951897621155","0.029763951897621155"
"214","-0.049512606114149094","-0.049512606114149094","-0.049512606114149094","0.021772969514131546","0.021772969514131546","0.021772969514131546"
"215","-0.058531779795885086","-0.058531779795885086","-0.058531779795885086","0.012165609747171402","0.012165609747171402","0.012165609747171402"
"216","-0.10254617035388947","-0.10254617035388947","-0.10254617035388947","0.015807829797267914","0.015807829797267914","0.015807829797267914"
"217","-0.10557499527931213","-0.10557499527931213","-0.10557499527931213","0.011863403022289276","0.011863403022289276","0.011863403022289276"
"218","-0.11048024147748947","-0.11048024147748947","-0.11048024147748947","0.005603477358818054","0.005603477358818054","0.005603477358818054"
"219","-0.11690141260623932","-0.11690141260623932","-0.11690141260623932","-0.002493850886821747","-0.002493850886821747","-0.002493850886821747"
"220","-0.12458241730928421","-0.12458241730928421","-0.12458241730928421","-0.012067027390003204","-0.012067027390003204","-0.012067027390003204"
"221","-0.03812196105718613","-0.03812196105718613","-0.03812196105718613","0.33208486437797546","0.33208486437797546","0.33208486437797546"
"222","-0.04118597134947777","-0.04118597134947777","-0.04118597134947777","0.32686084508895874","0.32686084508895874","0.32686084508895874"
"223","-0.045794665813446045","-0.045794665813446045","-0.045794665813446045","0.3185195326805115","0.3185195326805115","0.3185195326805115"
"224","-0.050747308880090714","-0.050747308880090714","-0.050747308880090714","0.3090559244155884","0.3090559244155884","0.3090559244155884"
"225","-0.05657097324728966","-0.05657097324728966","-0.05657097324728966","0.2984212338924408","0.2984212338924408","0.2984212338924408"
"226","0.006122410297393799","0.006122410297393799","0.006122410297393799","0.3102826476097107","0.3102826476097107","0.3102826476097107"
"227","-0.005868786945939064","-0.005868786945939064","-0.005868786945939064","0.2967819273471832","0.2967819273471832","0.2967819273471832"
"228","-0.024532580748200417","-0.024532580748200417","-0.024532580748200417","0.27597710490226746","0.27597710490226746","0.27597710490226746"
