"Step","peachy-silence-158 - losses/policy_loss","peachy-silence-158 - losses/policy_loss__MIN","peachy-silence-158 - losses/policy_loss__MAX","peachy-silence-158 - losses/total_loss","peachy-silence-158 - losses/total_loss__MIN","peachy-silence-158 - losses/total_loss__MAX","peachy-silence-158 - losses/value_loss","peachy-silence-158 - losses/value_loss__MIN","peachy-silence-158 - losses/value_loss__MAX"
"55","0.03901376575231552","0.03901376575231552","0.03901376575231552","0.9392068982124329","0.9392068982124329","0.9392068982124329","0.9001931548118591","0.9001931548118591","0.9001931548118591"
"56","0.033943068236112595","0.033943068236112595","0.033943068236112595","0.9312542676925659","0.9312542676925659","0.9312542676925659","0.8973112106323242","0.8973112106323242","0.8973112106323242"
"57","0.04398583993315697","0.04398583993315697","0.04398583993315697","1.1563845872879028","1.1563845872879028","1.1563845872879028","1.1123987436294556","1.1123987436294556","1.1123987436294556"
"58","0.03959938883781433","0.03959938883781433","0.03959938883781433","1.137308955192566","1.137308955192566","1.137308955192566","1.0977095365524292","1.0977095365524292","1.0977095365524292"
"59","0.03338423743844032","0.03338423743844032","0.03338423743844032","1.1126983165740967","1.1126983165740967","1.1126983165740967","1.079314112663269","1.079314112663269","1.079314112663269"
"60","0.026622887700796127","0.026622887700796127","0.026622887700796127","1.0869812965393066","1.0869812965393066","1.0869812965393066","1.0603584051132202","1.0603584051132202","1.0603584051132202"
"61","0.019711464643478394","0.019711464643478394","0.019711464643478394","1.069932460784912","1.069932460784912","1.069932460784912","1.0502209663391113","1.0502209663391113","1.0502209663391113"
"62","0.013533934019505978","0.013533934019505978","0.013533934019505978","1.0805128812789917","1.0805128812789917","1.0805128812789917","1.066978931427002","1.066978931427002","1.066978931427002"
"63","0.008221523836255074","0.008221523836255074","0.008221523836255074","1.086654543876648","1.086654543876648","1.086654543876648","1.0784330368041992","1.0784330368041992","1.0784330368041992"
"64","0.003213767195120454","0.003213767195120454","0.003213767195120454","1.0673036575317383","1.0673036575317383","1.0673036575317383","1.0640898942947388","1.0640898942947388","1.0640898942947388"
"65","0.08042623847723007","0.08042623847723007","0.08042623847723007","1.070006012916565","1.070006012916565","1.070006012916565","0.9895797967910767","0.9895797967910767","0.9895797967910767"
"66","0.07530710846185684","0.07530710846185684","0.07530710846185684","0.9737147092819214","0.9737147092819214","0.9737147092819214","0.8984075784683228","0.8984075784683228","0.8984075784683228"
"67","0.067332923412323","0.067332923412323","0.067332923412323","0.9264086484909058","0.9264086484909058","0.9264086484909058","0.8590757250785828","0.8590757250785828","0.8590757250785828"
"68","0.057122644037008286","0.057122644037008286","0.057122644037008286","0.9383301734924316","0.9383301734924316","0.9383301734924316","0.8812075257301331","0.8812075257301331","0.8812075257301331"
"69","0.0481221042573452","0.0481221042573452","0.0481221042573452","0.9499633312225342","0.9499633312225342","0.9499633312225342","0.9018412232398987","0.9018412232398987","0.9018412232398987"
"70","0.040319811552762985","0.040319811552762985","0.040319811552762985","0.9572175145149231","0.9572175145149231","0.9572175145149231","0.916897714138031","0.916897714138031","0.916897714138031"
"71","0.03352489322423935","0.03352489322423935","0.03352489322423935","0.9571892023086548","0.9571892023086548","0.9571892023086548","0.9236643314361572","0.9236643314361572","0.9236643314361572"
"72","0.028080882504582405","0.028080882504582405","0.028080882504582405","0.950124979019165","0.950124979019165","0.950124979019165","0.9220440983772278","0.9220440983772278","0.9220440983772278"
"73","0.09020227938890457","0.09020227938890457","0.09020227938890457","1.0101029872894287","1.0101029872894287","1.0101029872894287","0.9199007153511047","0.9199007153511047","0.9199007153511047"
"74","0.08742521703243256","0.08742521703243256","0.08742521703243256","0.9957314729690552","0.9957314729690552","0.9957314729690552","0.9083062410354614","0.9083062410354614","0.9083062410354614"
"75","0.08269817382097244","0.08269817382097244","0.08269817382097244","0.9753668904304504","0.9753668904304504","0.9753668904304504","0.8926687240600586","0.8926687240600586","0.8926687240600586"
"76","0.07718362659215927","0.07718362659215927","0.07718362659215927","0.9528177380561829","0.9528177380561829","0.9528177380561829","0.8756341338157654","0.8756341338157654","0.8756341338157654"
"77","0.0716492161154747","0.0716492161154747","0.0716492161154747","0.9345701932907104","0.9345701932907104","0.9345701932907104","0.8629209995269775","0.8629209995269775","0.8629209995269775"
"78","0.06596268713474274","0.06596268713474274","0.06596268713474274","0.9248368144035339","0.9248368144035339","0.9248368144035339","0.8588741421699524","0.8588741421699524","0.8588741421699524"
"79","0.06064309924840927","0.06064309924840927","0.06064309924840927","0.9303444623947144","0.9303444623947144","0.9303444623947144","0.8697013854980469","0.8697013854980469","0.8697013854980469"
"80","0.05613084137439728","0.05613084137439728","0.05613084137439728","0.9247891306877136","0.9247891306877136","0.9247891306877136","0.8686583042144775","0.8686583042144775","0.8686583042144775"
"81","0.13153210282325745","0.13153210282325745","0.13153210282325745","0.9938359260559082","0.9938359260559082","0.9938359260559082","0.8623037934303284","0.8623037934303284","0.8623037934303284"
"82","0.12656769156455994","0.12656769156455994","0.12656769156455994","0.9152649641036987","0.9152649641036987","0.9152649641036987","0.7886972427368164","0.7886972427368164","0.7886972427368164"
"83","0.11885906755924225","0.11885906755924225","0.11885906755924225","0.8510037660598755","0.8510037660598755","0.8510037660598755","0.7321447134017944","0.7321447134017944","0.7321447134017944"
"84","0.10900604724884033","0.10900604724884033","0.10900604724884033","0.8576088547706604","0.8576088547706604","0.8576088547706604","0.7486028075218201","0.7486028075218201","0.7486028075218201"
"85","0.09863869845867157","0.09863869845867157","0.09863869845867157","0.8641443252563477","0.8641443252563477","0.8641443252563477","0.7655056118965149","0.7655056118965149","0.7655056118965149"
"86","0.08945579081773758","0.08945579081773758","0.08945579081773758","0.868637204170227","0.868637204170227","0.868637204170227","0.7791814208030701","0.7791814208030701","0.7791814208030701"
"87","0.08193691819906235","0.08193691819906235","0.08193691819906235","0.8687052130699158","0.8687052130699158","0.8687052130699158","0.7867683172225952","0.7867683172225952","0.7867683172225952"
"88","0.07605037093162537","0.07605037093162537","0.07605037093162537","0.8630191087722778","0.8630191087722778","0.8630191087722778","0.7869687080383301","0.7869687080383301","0.7869687080383301"
"89","0.04143005609512329","0.04143005609512329","0.04143005609512329","0.9123408198356628","0.9123408198356628","0.9123408198356628","0.8709107637405396","0.8709107637405396","0.8709107637405396"
"90","0.0380379892885685","0.0380379892885685","0.0380379892885685","0.8970040082931519","0.8970040082931519","0.8970040082931519","0.8589659929275513","0.8589659929275513","0.8589659929275513"
"91","0.032380111515522","0.032380111515522","0.032380111515522","0.875451922416687","0.875451922416687","0.875451922416687","0.8430718183517456","0.8430718183517456","0.8430718183517456"
"92","0.02546125091612339","0.02546125091612339","0.02546125091612339","0.8518832921981812","0.8518832921981812","0.8518832921981812","0.8264220356941223","0.8264220356941223","0.8264220356941223"
"93","0.018278377130627632","0.018278377130627632","0.018278377130627632","0.8323349952697754","0.8323349952697754","0.8323349952697754","0.8140566349029541","0.8140566349029541","0.8140566349029541"
"94","0.011231046169996262","0.011231046169996262","0.011231046169996262","0.8374224305152893","0.8374224305152893","0.8374224305152893","0.8261913657188416","0.8261913657188416","0.8261913657188416"
"95","0.004866503179073334","0.004866503179073334","0.004866503179073334","0.8457697629928589","0.8457697629928589","0.8457697629928589","0.8409032821655273","0.8409032821655273","0.8409032821655273"
"96","-0.0008260433096438646","-0.0008260433096438646","-0.0008260433096438646","0.8214940428733826","0.8214940428733826","0.8214940428733826","0.8223201036453247","0.8223201036453247","0.8223201036453247"
"97","0.035966336727142334","0.035966336727142334","0.035966336727142334","0.8024111986160278","0.8024111986160278","0.8024111986160278","0.7664448618888855","0.7664448618888855","0.7664448618888855"
"98","0.030978113412857056","0.030978113412857056","0.030978113412857056","0.7185114622116089","0.7185114622116089","0.7185114622116089","0.6875333189964294","0.6875333189964294","0.6875333189964294"
"99","0.02370273508131504","0.02370273508131504","0.02370273508131504","0.6815861463546753","0.6815861463546753","0.6815861463546753","0.6578834056854248","0.6578834056854248","0.6578834056854248"
"100","0.015114071778953075","0.015114071778953075","0.015114071778953075","0.6948335766792297","0.6948335766792297","0.6948335766792297","0.6797195076942444","0.6797195076942444","0.6797195076942444"
"101","0.006391429342329502","0.006391429342329502","0.006391429342329502","0.7073683738708496","0.7073683738708496","0.7073683738708496","0.7009769678115845","0.7009769678115845","0.7009769678115845"
"102","-0.0019037140300497413","-0.0019037140300497413","-0.0019037140300497413","0.7156561017036438","0.7156561017036438","0.7156561017036438","0.717559814453125","0.717559814453125","0.717559814453125"
"103","-0.008833500556647778","-0.008833500556647778","-0.008833500556647778","0.7174289226531982","0.7174289226531982","0.7174289226531982","0.7262624502182007","0.7262624502182007","0.7262624502182007"
"104","-0.014573941007256508","-0.014573941007256508","-0.014573941007256508","0.7111606001853943","0.7111606001853943","0.7111606001853943","0.725734531879425","0.725734531879425","0.725734531879425"
"105","0.03790029510855675","0.03790029510855675","0.03790029510855675","0.8124986886978149","0.8124986886978149","0.8124986886978149","0.7745984196662903","0.7745984196662903","0.7745984196662903"
"106","0.033695828169584274","0.033695828169584274","0.033695828169584274","0.7964521050453186","0.7964521050453186","0.7964521050453186","0.7627562880516052","0.7627562880516052","0.7627562880516052"
"107","0.027170030400156975","0.027170030400156975","0.027170030400156975","0.7754383683204651","0.7754383683204651","0.7754383683204651","0.7482683658599854","0.7482683658599854","0.7482683658599854"
"108","0.01985839754343033","0.01985839754343033","0.01985839754343033","0.7534671425819397","0.7534671425819397","0.7534671425819397","0.7336087226867676","0.7336087226867676","0.7336087226867676"
"109","0.012721089646220207","0.012721089646220207","0.012721089646220207","0.7336151003837585","0.7336151003837585","0.7336151003837585","0.7208940386772156","0.7208940386772156","0.7208940386772156"
"110","0.005803967826068401","0.005803967826068401","0.005803967826068401","0.7256050705909729","0.7256050705909729","0.7256050705909729","0.719801127910614","0.719801127910614","0.719801127910614"
"111","-0.0007706124451942742","-0.0007706124451942742","-0.0007706124451942742","0.741689920425415","0.741689920425415","0.741689920425415","0.7424605488777161","0.7424605488777161","0.7424605488777161"
"112","-0.006554161198437214","-0.006554161198437214","-0.006554161198437214","0.7346827983856201","0.7346827983856201","0.7346827983856201","0.7412369847297668","0.7412369847297668","0.7412369847297668"
"113","0.03913961723446846","0.03913961723446846","0.03913961723446846","0.6741994619369507","0.6741994619369507","0.6741994619369507","0.6350598335266113","0.6350598335266113","0.6350598335266113"
"114","0.03450963646173477","0.03450963646173477","0.03450963646173477","0.6058418154716492","0.6058418154716492","0.6058418154716492","0.5713321566581726","0.5713321566581726","0.5713321566581726"
"115","0.027036253362894058","0.027036253362894058","0.027036253362894058","0.5560434460639954","0.5560434460639954","0.5560434460639954","0.5290071964263916","0.5290071964263916","0.5290071964263916"
"116","0.018713179975748062","0.018713179975748062","0.018713179975748062","0.5642771124839783","0.5642771124839783","0.5642771124839783","0.5455639362335205","0.5455639362335205","0.5455639362335205"
"117","0.009748149663209915","0.009748149663209915","0.009748149663209915","0.5715373754501343","0.5715373754501343","0.5715373754501343","0.5617892146110535","0.5617892146110535","0.5617892146110535"
"118","0.0016295938985422254","0.0016295938985422254","0.0016295938985422254","0.5760976076126099","0.5760976076126099","0.5760976076126099","0.5744680166244507","0.5744680166244507","0.5744680166244507"
"119","-0.005835994612425566","-0.005835994612425566","-0.005835994612425566","0.5753505229949951","0.5753505229949951","0.5753505229949951","0.5811865329742432","0.5811865329742432","0.5811865329742432"
"120","-0.012177505530416965","-0.012177505530416965","-0.012177505530416965","0.5687857866287231","0.5687857866287231","0.5687857866287231","0.5809633135795593","0.5809633135795593","0.5809633135795593"
"121","-0.0016346210613846779","-0.0016346210613846779","-0.0016346210613846779","0.6667241454124451","0.6667241454124451","0.6667241454124451","0.6683587431907654","0.6683587431907654","0.6683587431907654"
"122","-0.005454730242490768","-0.005454730242490768","-0.005454730242490768","0.6526409983634949","0.6526409983634949","0.6526409983634949","0.6580957174301147","0.6580957174301147","0.6580957174301147"
"123","-0.01144401729106903","-0.01144401729106903","-0.01144401729106903","0.633277416229248","0.633277416229248","0.633277416229248","0.6447214484214783","0.6447214484214783","0.6447214484214783"
"124","-0.018538855016231537","-0.018538855016231537","-0.018538855016231537","0.6120218634605408","0.6120218634605408","0.6120218634605408","0.6305606961250305","0.6305606961250305","0.6305606961250305"
"125","-0.026034997776150703","-0.026034997776150703","-0.026034997776150703","0.5928137302398682","0.5928137302398682","0.5928137302398682","0.6188487410545349","0.6188487410545349","0.6188487410545349"
"126","-0.03345406427979469","-0.03345406427979469","-0.03345406427979469","0.5948485732078552","0.5948485732078552","0.5948485732078552","0.6283026337623596","0.6283026337623596","0.6283026337623596"
"127","-0.04010464623570442","-0.04010464623570442","-0.04010464623570442","0.6022583842277527","0.6022583842277527","0.6022583842277527","0.6423630118370056","0.6423630118370056","0.6423630118370056"
"128","-0.04627857357263565","-0.04627857357263565","-0.04627857357263565","0.5812425017356873","0.5812425017356873","0.5812425017356873","0.6275210976600647","0.6275210976600647","0.6275210976600647"
"129","0.000009357929229736328","0.000009357929229736328","0.000009357929229736328","0.6396198272705078","0.6396198272705078","0.6396198272705078","0.6396104693412781","0.6396104693412781","0.6396104693412781"
"130","-0.004021883010864258","-0.004021883010864258","-0.004021883010864258","0.5564526915550232","0.5564526915550232","0.5564526915550232","0.5604745745658875","0.5604745745658875","0.5604745745658875"
"131","-0.010406315326690674","-0.010406315326690674","-0.010406315326690674","0.5172889828681946","0.5172889828681946","0.5172889828681946","0.5276952981948853","0.5276952981948853","0.5276952981948853"
"132","-0.018514156341552734","-0.018514156341552734","-0.018514156341552734","0.5265884399414062","0.5265884399414062","0.5265884399414062","0.545102596282959","0.545102596282959","0.545102596282959"
"133","-0.02723395824432373","-0.02723395824432373","-0.02723395824432373","0.5367721319198608","0.5367721319198608","0.5367721319198608","0.5640060901641846","0.5640060901641846","0.5640060901641846"
"134","-0.035706907510757446","-0.035706907510757446","-0.035706907510757446","0.5450026988983154","0.5450026988983154","0.5450026988983154","0.5807096362113953","0.5807096362113953","0.5807096362113953"
"135","-0.04327499866485596","-0.04327499866485596","-0.04327499866485596","0.5482741594314575","0.5482741594314575","0.5482741594314575","0.5915491580963135","0.5915491580963135","0.5915491580963135"
"136","-0.04964984953403473","-0.04964984953403473","-0.04964984953403473","0.5447313189506531","0.5447313189506531","0.5447313189506531","0.5943811535835266","0.5943811535835266","0.5943811535835266"
"137","-0.0018134242855012417","-0.0018134242855012417","-0.0018134242855012417","0.5203630328178406","0.5203630328178406","0.5203630328178406","0.5221764445304871","0.5221764445304871","0.5221764445304871"
"138","-0.004858857952058315","-0.004858857952058315","-0.004858857952058315","0.504500687122345","0.504500687122345","0.504500687122345","0.5093595385551453","0.5093595385551453","0.5093595385551453"
"139","-0.009864963591098785","-0.009864963591098785","-0.009864963591098785","0.48243609070777893","0.48243609070777893","0.48243609070777893","0.4923010468482971","0.4923010468482971","0.4923010468482971"
"140","-0.015792325139045715","-0.015792325139045715","-0.015792325139045715","0.459151029586792","0.459151029586792","0.459151029586792","0.4749433696269989","0.4749433696269989","0.4749433696269989"
"141","-0.02211344614624977","-0.02211344614624977","-0.02211344614624977","0.4384823739528656","0.4384823739528656","0.4384823739528656","0.4605958163738251","0.4605958163738251","0.4605958163738251"
"142","-0.028281202539801598","-0.028281202539801598","-0.028281202539801598","0.42548325657844543","0.42548325657844543","0.42548325657844543","0.4537644684314728","0.4537644684314728","0.4537644684314728"
"143","-0.034155867993831635","-0.034155867993831635","-0.034155867993831635","0.4318784773349762","0.4318784773349762","0.4318784773349762","0.4660343527793884","0.4660343527793884","0.4660343527793884"
"144","-0.039378877729177475","-0.039378877729177475","-0.039378877729177475","0.44102200865745544","0.44102200865745544","0.44102200865745544","0.4804008901119232","0.4804008901119232","0.4804008901119232"
"145","0.000009447336196899414","0.000009447336196899414","0.000009447336196899414","0.47894948720932007","0.47894948720932007","0.47894948720932007","0.47894003987312317","0.47894003987312317","0.47894003987312317"
"146","-0.004136249423027039","-0.004136249423027039","-0.004136249423027039","0.4335567355155945","0.4335567355155945","0.4335567355155945","0.4376929700374603","0.4376929700374603","0.4376929700374603"
"147","-0.010477066040039062","-0.010477066040039062","-0.010477066040039062","0.37527260184288025","0.37527260184288025","0.37527260184288025","0.3857496678829193","0.3857496678829193","0.3857496678829193"
"148","-0.01842176914215088","-0.01842176914215088","-0.01842176914215088","0.3761726915836334","0.3761726915836334","0.3761726915836334","0.3945944607257843","0.3945944607257843","0.3945944607257843"
"149","-0.026690572500228882","-0.026690572500228882","-0.026690572500228882","0.3829789459705353","0.3829789459705353","0.3829789459705353","0.40966951847076416","0.40966951847076416","0.40966951847076416"
"150","-0.03390827775001526","-0.03390827775001526","-0.03390827775001526","0.3887130916118622","0.3887130916118622","0.3887130916118622","0.42262136936187744","0.42262136936187744","0.42262136936187744"
"151","-0.039826005697250366","-0.039826005697250366","-0.039826005697250366","0.3905654847621918","0.3905654847621918","0.3905654847621918","0.43039149045944214","0.43039149045944214","0.43039149045944214"
"152","-0.044351860880851746","-0.044351860880851746","-0.044351860880851746","0.38703274726867676","0.38703274726867676","0.38703274726867676","0.4313845932483673","0.4313845932483673","0.4313845932483673"
"153","-0.002885850379243493","-0.002885850379243493","-0.002885850379243493","0.4741506278514862","0.4741506278514862","0.4741506278514862","0.4770364761352539","0.4770364761352539","0.4770364761352539"
"154","-0.007611023727804422","-0.007611023727804422","-0.007611023727804422","0.46305492520332336","0.46305492520332336","0.46305492520332336","0.47066596150398254","0.47066596150398254","0.47066596150398254"
"155","-0.014585192315280437","-0.014585192315280437","-0.014585192315280437","0.4470650553703308","0.4470650553703308","0.4470650553703308","0.4616502523422241","0.4616502523422241","0.4616502523422241"
"156","-0.022746073082089424","-0.022746073082089424","-0.022746073082089424","0.4289734959602356","0.4289734959602356","0.4289734959602356","0.45171958208084106","0.45171958208084106","0.45171958208084106"
"157","-0.030947335064411163","-0.030947335064411163","-0.030947335064411163","0.41136831045150757","0.41136831045150757","0.41136831045150757","0.44231563806533813","0.44231563806533813","0.44231563806533813"
"158","-0.03886166960000992","-0.03886166960000992","-0.03886166960000992","0.3974134922027588","0.3974134922027588","0.3974134922027588","0.4362751543521881","0.4362751543521881","0.4362751543521881"
"159","-0.04563464969396591","-0.04563464969396591","-0.04563464969396591","0.40657591819763184","0.40657591819763184","0.40657591819763184","0.45221057534217834","0.45221057534217834","0.45221057534217834"
"160","-0.05140353739261627","-0.05140353739261627","-0.05140353739261627","0.40546685457229614","0.40546685457229614","0.40546685457229614","0.4568703770637512","0.4568703770637512","0.4568703770637512"
