"Step","hearty-violet-164 - returns/max","hearty-violet-164 - returns/max__MIN","hearty-violet-164 - returns/max__MAX","hearty-violet-164 - returns/mean","hearty-violet-164 - returns/mean__MIN","hearty-violet-164 - returns/mean__MAX","hearty-violet-164 - returns/min","hearty-violet-164 - returns/min__MIN","hearty-violet-164 - returns/min__MAX","hearty-violet-164 - returns/std","hearty-violet-164 - returns/std__MIN","hearty-violet-164 - returns/std__MAX"
"98","2.4551401138305664","2.4551401138305664","2.4551401138305664","0.7416725158691406","0.7416725158691406","0.7416725158691406","-0.000033974647521972656","-0.000033974647521972656","-0.000033974647521972656","0.41213393211364746","0.41213393211364746","0.41213393211364746"
"99","2.4551401138305664","2.4551401138305664","2.4551401138305664","0.7416725158691406","0.7416725158691406","0.7416725158691406","-0.000033974647521972656","-0.000033974647521972656","-0.000033974647521972656","0.41213393211364746","0.41213393211364746","0.41213393211364746"
"100","2.4551401138305664","2.4551401138305664","2.4551401138305664","0.7416725158691406","0.7416725158691406","0.7416725158691406","-0.000033974647521972656","-0.000033974647521972656","-0.000033974647521972656","0.41213393211364746","0.41213393211364746","0.41213393211364746"
"101","2.4551401138305664","2.4551401138305664","2.4551401138305664","0.7416725158691406","0.7416725158691406","0.7416725158691406","-0.000033974647521972656","-0.000033974647521972656","-0.000033974647521972656","0.41213393211364746","0.41213393211364746","0.41213393211364746"
"102","2.4551401138305664","2.4551401138305664","2.4551401138305664","0.7416725158691406","0.7416725158691406","0.7416725158691406","-0.000033974647521972656","-0.000033974647521972656","-0.000033974647521972656","0.41213393211364746","0.41213393211364746","0.41213393211364746"
"103","1.3617348670959473","1.3617348670959473","1.3617348670959473","0.7772945761680603","0.7772945761680603","0.7772945761680603","-0.0023154914379119873","-0.0023154914379119873","-0.0023154914379119873","0.32016411423683167","0.32016411423683167","0.32016411423683167"
"104","1.3617348670959473","1.3617348670959473","1.3617348670959473","0.7772945761680603","0.7772945761680603","0.7772945761680603","-0.0023154914379119873","-0.0023154914379119873","-0.0023154914379119873","0.32016411423683167","0.32016411423683167","0.32016411423683167"
"105","1.3617348670959473","1.3617348670959473","1.3617348670959473","0.7772945761680603","0.7772945761680603","0.7772945761680603","-0.0023154914379119873","-0.0023154914379119873","-0.0023154914379119873","0.32016411423683167","0.32016411423683167","0.32016411423683167"
"106","1.3617348670959473","1.3617348670959473","1.3617348670959473","0.7772945761680603","0.7772945761680603","0.7772945761680603","-0.0023154914379119873","-0.0023154914379119873","-0.0023154914379119873","0.32016411423683167","0.32016411423683167","0.32016411423683167"
"107","1.3617348670959473","1.3617348670959473","1.3617348670959473","0.7772945761680603","0.7772945761680603","0.7772945761680603","-0.0023154914379119873","-0.0023154914379119873","-0.0023154914379119873","0.32016411423683167","0.32016411423683167","0.32016411423683167"
"108","1.3617348670959473","1.3617348670959473","1.3617348670959473","0.7772945761680603","0.7772945761680603","0.7772945761680603","-0.0023154914379119873","-0.0023154914379119873","-0.0023154914379119873","0.32016411423683167","0.32016411423683167","0.32016411423683167"
"109","2.4014763832092285","2.4014763832092285","2.4014763832092285","0.7391176819801331","0.7391176819801331","0.7391176819801331","-0.13995563983917236","-0.13995563983917236","-0.13995563983917236","0.47575119137763977","0.47575119137763977","0.47575119137763977"
"110","2.4014763832092285","2.4014763832092285","2.4014763832092285","0.7391176819801331","0.7391176819801331","0.7391176819801331","-0.13995563983917236","-0.13995563983917236","-0.13995563983917236","0.47575119137763977","0.47575119137763977","0.47575119137763977"
"111","2.4014763832092285","2.4014763832092285","2.4014763832092285","0.7391176819801331","0.7391176819801331","0.7391176819801331","-0.13995563983917236","-0.13995563983917236","-0.13995563983917236","0.47575119137763977","0.47575119137763977","0.47575119137763977"
"112","2.4014763832092285","2.4014763832092285","2.4014763832092285","0.7391176819801331","0.7391176819801331","0.7391176819801331","-0.13995563983917236","-0.13995563983917236","-0.13995563983917236","0.47575119137763977","0.47575119137763977","0.47575119137763977"
"113","2.4014763832092285","2.4014763832092285","2.4014763832092285","0.7391176819801331","0.7391176819801331","0.7391176819801331","-0.13995563983917236","-0.13995563983917236","-0.13995563983917236","0.47575119137763977","0.47575119137763977","0.47575119137763977"
"114","2.4014763832092285","2.4014763832092285","2.4014763832092285","0.7391176819801331","0.7391176819801331","0.7391176819801331","-0.13995563983917236","-0.13995563983917236","-0.13995563983917236","0.47575119137763977","0.47575119137763977","0.47575119137763977"
"115","2.5879323482513428","2.5879323482513428","2.5879323482513428","0.5986817479133606","0.5986817479133606","0.5986817479133606","-0.006290614604949951","-0.006290614604949951","-0.006290614604949951","0.3276999294757843","0.3276999294757843","0.3276999294757843"
"116","2.5879323482513428","2.5879323482513428","2.5879323482513428","0.5986817479133606","0.5986817479133606","0.5986817479133606","-0.006290614604949951","-0.006290614604949951","-0.006290614604949951","0.3276999294757843","0.3276999294757843","0.3276999294757843"
"117","2.5879323482513428","2.5879323482513428","2.5879323482513428","0.5986817479133606","0.5986817479133606","0.5986817479133606","-0.006290614604949951","-0.006290614604949951","-0.006290614604949951","0.3276999294757843","0.3276999294757843","0.3276999294757843"
"118","2.5879323482513428","2.5879323482513428","2.5879323482513428","0.5986817479133606","0.5986817479133606","0.5986817479133606","-0.006290614604949951","-0.006290614604949951","-0.006290614604949951","0.3276999294757843","0.3276999294757843","0.3276999294757843"
"119","2.5879323482513428","2.5879323482513428","2.5879323482513428","0.5986817479133606","0.5986817479133606","0.5986817479133606","-0.006290614604949951","-0.006290614604949951","-0.006290614604949951","0.3276999294757843","0.3276999294757843","0.3276999294757843"
