"Step","still-voice-16 - losses/policy_loss","still-voice-16 - losses/policy_loss__MIN","still-voice-16 - losses/policy_loss__MAX","still-voice-16 - losses/total_loss","still-voice-16 - losses/total_loss__MIN","still-voice-16 - losses/total_loss__MAX"
"25","0.005640573799610138","0.005640573799610138","0.005640573799610138","0.1264486014842987","0.1264486014842987","0.1264486014842987"
"26","-0.0016545038670301437","-0.0016545038670301437","-0.0016545038670301437","0.15434545278549194","0.15434545278549194","0.15434545278549194"
"27","-0.0032297931611537933","-0.0032297931611537933","-0.0032297931611537933","0.1506134271621704","0.1506134271621704","0.1506134271621704"
"28","-0.005801785737276077","-0.005801785737276077","-0.005801785737276077","0.14586089551448822","0.14586089551448822","0.14586089551448822"
"29","-0.009197276085615158","-0.009197276085615158","-0.009197276085615158","0.14018334448337555","0.14018334448337555","0.14018334448337555"
"30","-0.013155713677406311","-0.013155713677406311","-0.013155713677406311","","",""
"31","-0.0007905395468696952","-0.0007905395468696952","-0.0007905395468696952","","",""
"32","","","","0.10240834951400757","0.10240834951400757","0.10240834951400757"
"33","-0.006695122458040714","-0.006695122458040714","-0.006695122458040714","0.09654491394758224","0.09654491394758224","0.09654491394758224"
"34","-0.01140896137803793","-0.01140896137803793","-0.01140896137803793","0.08959183096885681","0.08959183096885681","0.08959183096885681"
"35","-0.016318978741765022","-0.016318978741765022","-0.016318978741765022","","",""
"36","0.07143515348434448","0.07143515348434448","0.07143515348434448","0.22307917475700378","0.22307917475700378","0.22307917475700378"
"37","0.06361771374940872","0.06361771374940872","0.06361771374940872","0.21190613508224487","0.21190613508224487","0.21190613508224487"
"38","","","","0.19496746361255646","0.19496746361255646","0.19496746361255646"
"39","0.037213873118162155","0.037213873118162155","0.037213873118162155","0.17738229036331177","0.17738229036331177","0.17738229036331177"
"40","0.024258067831397057","0.024258067831397057","0.024258067831397057","0.15998220443725586","0.15998220443725586","0.15998220443725586"
"41","0.0028066486120224","0.0028066486120224","0.0028066486120224","0.24099698662757874","0.24099698662757874","0.24099698662757874"
"43","-0.0022535771131515503","-0.0022535771131515503","-0.0022535771131515503","0.23386549949645996","0.23386549949645996","0.23386549949645996"
"44","-0.006419003009796143","-0.006419003009796143","-0.006419003009796143","0.22708597779273987","0.22708597779273987","0.22708597779273987"
"45","-0.010462790727615356","-0.010462790727615356","-0.010462790727615356","0.21964576840400696","0.21964576840400696","0.21964576840400696"
"46","0.0008540600538253784","0.0008540600538253784","0.0008540600538253784","0.2740125060081482","0.2740125060081482","0.2740125060081482"
"47","","","","0.2707538306713104","0.2707538306713104","0.2707538306713104"
"48","-0.0036742687225341797","-0.0036742687225341797","-0.0036742687225341797","0.2656444311141968","0.2656444311141968","0.2656444311141968"
"49","-0.007344871759414673","-0.007344871759414673","-0.007344871759414673","0.2591801583766937","0.2591801583766937","0.2591801583766937"
"50","-0.011676192283630371","-0.011676192283630371","-0.011676192283630371","0.25165414810180664","0.25165414810180664","0.25165414810180664"
"51","-0.05672493204474449","-0.05672493204474449","-0.05672493204474449","0.21252292394638062","0.21252292394638062","0.21252292394638062"
"52","-0.05852990970015526","-0.05852990970015526","-0.05852990970015526","","",""
"53","-0.06163199245929718","-0.06163199245929718","-0.06163199245929718","0.20307667553424835","0.20307667553424835","0.20307667553424835"
"54","-0.06577735394239426","-0.06577735394239426","-0.06577735394239426","0.19526931643486023","0.19526931643486023","0.19526931643486023"
"55","-0.07077521830797195","-0.07077521830797195","-0.07077521830797195","0.18607154488563538","0.18607154488563538","0.18607154488563538"
"56","0.2272844761610031","0.2272844761610031","0.2272844761610031","0.48489153385162354","0.48489153385162354","0.48489153385162354"
"57","0.22429068386554718","0.22429068386554718","0.22429068386554718","0.48064786195755005","0.48064786195755005","0.48064786195755005"
"58","0.2192557156085968","0.2192557156085968","0.2192557156085968","0.4733334481716156","0.4733334481716156","0.4733334481716156"
"59","0.21264173090457916","0.21264173090457916","0.21264173090457916","0.46373462677001953","0.46373462677001953","0.46373462677001953"
"60","","","","0.4525796175003052","0.4525796175003052","0.4525796175003052"
"62","-0.008335304446518421","-0.008335304446518421","-0.008335304446518421","0.09237951040267944","0.09237951040267944","0.09237951040267944"
"63","-0.013747871853411198","-0.013747871853411198","-0.013747871853411198","0.08664725720882416","0.08664725720882416","0.08664725720882416"
"64","-0.021221140399575233","-0.021221140399575233","-0.021221140399575233","0.07875216007232666","0.07875216007232666","0.07875216007232666"
"66","","","","0.1383678913116455","0.1383678913116455","0.1383678913116455"
"67","-0.01879356987774372","-0.01879356987774372","-0.01879356987774372","0.13408860564231873","0.13408860564231873","0.13408860564231873"
"68","-0.024446506053209305","-0.024446506053209305","-0.024446506053209305","0.1271749883890152","0.1271749883890152","0.1271749883890152"
"69","-0.031888026744127274","-0.031888026744127274","-0.031888026744127274","0.11812959611415863","0.11812959611415863","0.11812959611415863"
"70","-0.040789250284433365","-0.040789250284433365","-0.040789250284433365","0.10740441083908081","0.10740441083908081","0.10740441083908081"
"71","0.01044449396431446","0.01044449396431446","0.01044449396431446","0.15673595666885376","0.15673595666885376","0.15673595666885376"
"72","0.004980321973562241","0.004980321973562241","0.004980321973562241","0.14940549433231354","0.14940549433231354","0.14940549433231354"
"73","-0.003745944704860449","-0.003745944704860449","-0.003745944704860449","","",""
"74","-0.014813856221735477","-0.014813856221735477","-0.014813856221735477","0.12431634962558746","0.12431634962558746","0.12431634962558746"
"75","-0.027059460058808327","-0.027059460058808327","-0.027059460058808327","0.1093955710530281","0.1093955710530281","0.1093955710530281"
"76","0.03884216770529747","0.03884216770529747","0.03884216770529747","0.15316054224967957","0.15316054224967957","0.15316054224967957"
"77","0.03449711948633194","0.03449711948633194","0.03449711948633194","0.1481761783361435","0.1481761783361435","0.1481761783361435"
"78","0.027370575815439224","0.027370575815439224","0.027370575815439224","0.14036329090595245","0.14036329090595245","0.14036329090595245"
"79","0.018111804500222206","0.018111804500222206","0.018111804500222206","0.13041333854198456","0.13041333854198456","0.13041333854198456"
"80","0.00763444509357214","0.00763444509357214","0.00763444509357214","0.11917967349290848","0.11917967349290848","0.11917967349290848"
"81","-0.06805988401174545","-0.06805988401174545","-0.06805988401174545","0.2155250608921051","0.2155250608921051","0.2155250608921051"
"82","","","","0.21121810376644135","0.21121810376644135","0.21121810376644135"
"83","-0.07306063920259476","-0.07306063920259476","-0.07306063920259476","0.205104261636734","0.205104261636734","0.205104261636734"
"84","-0.07713253796100616","-0.07713253796100616","-0.07713253796100616","0.19748397171497345","0.19748397171497345","0.19748397171497345"
"85","","","","0.1887006163597107","0.1887006163597107","0.1887006163597107"
"86","-0.22210533916950226","-0.22210533916950226","-0.22210533916950226","-0.09577995538711548","-0.09577995538711548","-0.09577995538711548"
"87","-0.22823183238506317","-0.22823183238506317","-0.22823183238506317","-0.10266825556755066","-0.10266825556755066","-0.10266825556755066"
"88","-0.2386459857225418","-0.2386459857225418","-0.2386459857225418","-0.11422722786664963","-0.11422722786664963","-0.11422722786664963"
"89","-0.2526932656764984","-0.2526932656764984","-0.2526932656764984","-0.1297113001346588","-0.1297113001346588","-0.1297113001346588"
"90","-0.26998287439346313","-0.26998287439346313","-0.26998287439346313","-0.14854836463928223","-0.14854836463928223","-0.14854836463928223"
"91","0.028310734778642654","0.028310734778642654","0.028310734778642654","","",""
"92","0.026512423530220985","0.026512423530220985","0.026512423530220985","0.2875445485115051","0.2875445485115051","0.2875445485115051"
"93","","","","0.2809029817581177","0.2809029817581177","0.2809029817581177"
"94","0.019715042784810066","0.019715042784810066","0.019715042784810066","0.27197685837745667","0.27197685837745667","0.27197685837745667"
"95","0.015728700906038284","0.015728700906038284","0.015728700906038284","0.26202937960624695","0.26202937960624695","0.26202937960624695"
"96","-0.061183277517557144","-0.061183277517557144","-0.061183277517557144","0.15021248161792755","0.15021248161792755","0.15021248161792755"
"97","-0.06291624158620834","-0.06291624158620834","-0.06291624158620834","0.14789330959320068","0.14789330959320068","0.14789330959320068"
"98","-0.06575711071491241","-0.06575711071491241","-0.06575711071491241","0.14383016526699066","0.14383016526699066","0.14383016526699066"
"99","-0.06951267272233963","-0.06951267272233963","-0.06951267272233963","0.1383129060268402","0.1383129060268402","0.1383129060268402"
"100","-0.07402306795120239","-0.07402306795120239","-0.07402306795120239","","",""
"101","-0.04407898336648941","-0.04407898336648941","-0.04407898336648941","0.043980441987514496","0.043980441987514496","0.043980441987514496"
"102","","","","0.03992985561490059","0.03992985561490059","0.03992985561490059"
"103","-0.05338151380419731","-0.05338151380419731","-0.05338151380419731","0.033109333366155624","0.033109333366155624","0.033109333366155624"
"104","-0.05989434942603111","-0.05989434942603111","-0.05989434942603111","","",""
"105","-0.06724801659584045","-0.06724801659584045","-0.06724801659584045","0.017194069921970367","0.017194069921970367","0.017194069921970367"
"106","-0.007318275514990091","-0.007318275514990091","-0.007318275514990091","0.12038275599479675","0.12038275599479675","0.12038275599479675"
"107","-0.011965802870690823","-0.011965802870690823","-0.011965802870690823","0.1150703951716423","0.1150703951716423","0.1150703951716423"
"108","-0.019969012588262558","-0.019969012588262558","-0.019969012588262558","0.1054593175649643","0.1054593175649643","0.1054593175649643"
"110","-0.04289577528834343","-0.04289577528834343","-0.04289577528834343","0.0772421658039093","0.0772421658039093","0.0772421658039093"
"111","-0.09224239736795425","-0.09224239736795425","-0.09224239736795425","0.13867676258087158","0.13867676258087158","0.13867676258087158"
"112","-0.09528159350156784","-0.09528159350156784","-0.09528159350156784","","",""
"113","-0.09983011335134506","-0.09983011335134506","-0.09983011335134506","0.12700724601745605","0.12700724601745605","0.12700724601745605"
"114","-0.10420773923397064","-0.10420773923397064","-0.10420773923397064","0.119500532746315","0.119500532746315","0.119500532746315"
"115","-0.1086399182677269","-0.1086399182677269","-0.1086399182677269","0.11171802133321762","0.11171802133321762","0.11171802133321762"
"116","-0.23731686174869537","-0.23731686174869537","-0.23731686174869537","-0.051903754472732544","-0.051903754472732544","-0.051903754472732544"
"117","-0.24046951532363892","-0.24046951532363892","-0.24046951532363892","-0.056542396545410156","-0.056542396545410156","-0.056542396545410156"
"118","-0.24589215219020844","-0.24589215219020844","-0.24589215219020844","","",""
"119","-0.2532159686088562","-0.2532159686088562","-0.2532159686088562","-0.07239367067813873","-0.07239367067813873","-0.07239367067813873"
"120","-0.26172903180122375","-0.26172903180122375","-0.26172903180122375","-0.08236175775527954","-0.08236175775527954","-0.08236175775527954"
"121","0.3142220675945282","0.3142220675945282","0.3142220675945282","","",""
"122","0.303733766078949","0.303733766078949","0.303733766078949","0.42687511444091797","0.42687511444091797","0.42687511444091797"
"123","0.2878348231315613","0.2878348231315613","0.2878348231315613","0.408711314201355","0.408711314201355","0.408711314201355"
"124","0.2683784067630768","0.2683784067630768","0.2683784067630768","0.3856927156448364","0.3856927156448364","0.3856927156448364"
"125","0.25350576639175415","0.25350576639175415","0.25350576639175415","","",""
"126","-0.01413007639348507","-0.01413007639348507","-0.01413007639348507","0.08327095210552216","0.08327095210552216","0.08327095210552216"
"127","-0.016129033640027046","-0.016129033640027046","-0.016129033640027046","0.08115498721599579","0.08115498721599579","0.08115498721599579"
"129","-0.024876100942492485","-0.024876100942492485","-0.024876100942492485","0.07135044783353806","0.07135044783353806","0.07135044783353806"
"130","-0.031031616032123566","-0.031031616032123566","-0.031031616032123566","0.06429782509803772","0.06429782509803772","0.06429782509803772"
"131","0.04894271120429039","0.04894271120429039","0.04894271120429039","0.11184936761856079","0.11184936761856079","0.11184936761856079"
"132","0.04495666176080704","0.04495666176080704","0.04495666176080704","0.10710982233285904","0.10710982233285904","0.10710982233285904"
"133","","","","0.09944850206375122","0.09944850206375122","0.09944850206375122"
"134","0.02965647168457508","0.02965647168457508","0.02965647168457508","0.0894269347190857","0.0894269347190857","0.0894269347190857"
"135","0.019227368757128716","0.019227368757128716","0.019227368757128716","0.0774889811873436","0.0774889811873436","0.0774889811873436"
"136","-0.008349078707396984","-0.008349078707396984","-0.008349078707396984","0.09229707717895508","0.09229707717895508","0.09229707717895508"
"137","-0.01798120327293873","-0.01798120327293873","-0.01798120327293873","0.08185092359781265","0.08185092359781265","0.08185092359781265"
"138","-0.03372135013341904","-0.03372135013341904","-0.03372135013341904","0.06493008881807327","0.06493008881807327","0.06493008881807327"
"139","-0.05200124904513359","-0.05200124904513359","-0.05200124904513359","0.04519238695502281","0.04519238695502281","0.04519238695502281"
"140","-0.0684560164809227","-0.0684560164809227","-0.0684560164809227","0.027049385011196136","0.027049385011196136","0.027049385011196136"
"141","0.0001984568516490981","0.0001984568516490981","0.0001984568516490981","0.3375336527824402","0.3375336527824402","0.3375336527824402"
"142","-0.0024594427086412907","-0.0024594427086412907","-0.0024594427086412907","0.332157164812088","0.332157164812088","0.332157164812088"
"143","-0.0069835069589316845","-0.0069835069589316845","-0.0069835069589316845","0.323224276304245","0.323224276304245","0.323224276304245"
"144","-0.01221835520118475","-0.01221835520118475","-0.01221835520118475","0.31236279010772705","0.31236279010772705","0.31236279010772705"
"145","-0.016690846532583237","-0.016690846532583237","-0.016690846532583237","0.3013349175453186","0.3013349175453186","0.3013349175453186"
"146","0.011631537228822708","0.011631537228822708","0.011631537228822708","","",""
"147","0.009878590703010559","0.009878590703010559","0.009878590703010559","0.12461815774440765","0.12461815774440765","0.12461815774440765"
"148","","","","0.12091562896966934","0.12091562896966934","0.12091562896966934"
"149","0.0024125343188643456","0.0024125343188643456","0.0024125343188643456","0.11588648706674576","0.11588648706674576","0.11588648706674576"
"150","","","","0.11034604907035828","0.11034604907035828","0.11034604907035828"
"151","0.034247033298015594","0.034247033298015594","0.034247033298015594","","",""
"152","0.032208897173404694","0.032208897173404694","0.032208897173404694","0.5075607895851135","0.5075607895851135","0.5075607895851135"
"153","0.028813865035772324","0.028813865035772324","0.028813865035772324","0.49869367480278015","0.49869367480278015","0.49869367480278015"
"154","0.02438167855143547","0.02438167855143547","0.02438167855143547","0.4871578812599182","0.4871578812599182","0.4871578812599182"
"155","0.019128816202282906","0.019128816202282906","0.019128816202282906","0.47364547848701477","0.47364547848701477","0.47364547848701477"
"157","0.053982339799404144","0.053982339799404144","0.053982339799404144","0.16828808188438416","0.16828808188438416","0.16828808188438416"
"158","0.049929000437259674","0.049929000437259674","0.049929000437259674","0.16297763586044312","0.16297763586044312","0.16297763586044312"
"159","0.04443278908729553","0.04443278908729553","0.04443278908729553","","",""
"160","0.03770013153553009","0.03770013153553009","0.03770013153553009","","",""
"161","-0.0006830431520938873","-0.0006830431520938873","-0.0006830431520938873","0.17717617750167847","0.17717617750167847","0.17717617750167847"
"162","-0.0016060546040534973","-0.0016060546040534973","-0.0016060546040534973","","",""
"163","-0.0032513178884983063","-0.0032513178884983063","-0.0032513178884983063","0.1711888611316681","0.1711888611316681","0.1711888611316681"
"164","-0.005493715405464172","-0.005493715405464172","-0.005493715405464172","0.16658976674079895","0.16658976674079895","0.16658976674079895"
"165","-0.008263342082500458","-0.008263342082500458","-0.008263342082500458","0.16117247939109802","0.16117247939109802","0.16117247939109802"
"166","-0.1441568285226822","-0.1441568285226822","-0.1441568285226822","0.22042052447795868","0.22042052447795868","0.22042052447795868"
"167","-0.14569492638111115","-0.14569492638111115","-0.14569492638111115","0.21796585619449615","0.21796585619449615","0.21796585619449615"
"168","-0.1482326090335846","-0.1482326090335846","-0.1482326090335846","0.21112704277038574","0.21112704277038574","0.21112704277038574"
"169","-0.15164366364479065","-0.15164366364479065","-0.15164366364479065","","",""
"170","-0.15575867891311646","-0.15575867891311646","-0.15575867891311646","","",""
"171","-0.23138199746608734","-0.23138199746608734","-0.23138199746608734","-0.02936406433582306","-0.02936406433582306","-0.02936406433582306"
"172","-0.23380182683467865","-0.23380182683467865","-0.23380182683467865","-0.036212220788002014","-0.036212220788002014","-0.036212220788002014"
"173","-0.23792152106761932","-0.23792152106761932","-0.23792152106761932","-0.045290470123291016","-0.045290470123291016","-0.045290470123291016"
"174","-0.24347656965255737","-0.24347656965255737","-0.24347656965255737","-0.05590827763080597","-0.05590827763080597","-0.05590827763080597"
"175","-0.2500811219215393","-0.2500811219215393","-0.2500811219215393","-0.06739699840545654","-0.06739699840545654","-0.06739699840545654"
"176","0.11072701960802078","0.11072701960802078","0.11072701960802078","0.3164554238319397","0.3164554238319397","0.3164554238319397"
"177","0.10752364248037338","0.10752364248037338","0.10752364248037338","0.3141103982925415","0.3141103982925415","0.3141103982925415"
"178","0.10230491310358047","0.10230491310358047","0.10230491310358047","0.3082423806190491","0.3082423806190491","0.3082423806190491"
"179","0.09743573516607285","0.09743573516607285","0.09743573516607285","","",""
"180","0.09154200553894043","0.09154200553894043","0.09154200553894043","0.29253584146499634","0.29253584146499634","0.29253584146499634"
"181","0.0066599720157682896","0.0066599720157682896","0.0066599720157682896","0.0946710854768753","0.0946710854768753","0.0946710854768753"
"182","0.0008435350609943271","0.0008435350609943271","0.0008435350609943271","0.08846039324998856","0.08846039324998856","0.08846039324998856"
"183","-0.008543651551008224","-0.008543651551008224","-0.008543651551008224","0.07832564413547516","0.07832564413547516","0.07832564413547516"
"184","-0.020721077919006348","-0.020721077919006348","-0.020721077919006348","0.06511829793453217","0.06511829793453217","0.06511829793453217"
"185","-0.03401460498571396","-0.03401460498571396","-0.03401460498571396","0.05056552588939667","0.05056552588939667","0.05056552588939667"
"186","-0.0012903419556096196","-0.0012903419556096196","-0.0012903419556096196","","",""
"187","-0.00270356354303658","-0.00270356354303658","-0.00270356354303658","0.101473867893219","0.101473867893219","0.101473867893219"
"188","-0.00506667559966445","-0.00506667559966445","-0.00506667559966445","0.09754372388124466","0.09754372388124466","0.09754372388124466"
"189","","","","0.09239187091588974","0.09239187091588974","0.09239187091588974"
"190","-0.012116855010390282","-0.012116855010390282","-0.012116855010390282","0.08627443760633469","0.08627443760633469","0.08627443760633469"
"191","-0.0058186352252960205","-0.0058186352252960205","-0.0058186352252960205","","",""
"192","-0.007140234112739563","-0.007140234112739563","-0.007140234112739563","0.08747070282697678","0.08747070282697678","0.08747070282697678"
"193","-0.009377501904964447","-0.009377501904964447","-0.009377501904964447","0.08304530382156372","0.08304530382156372","0.08304530382156372"
"194","-0.012388039380311966","-0.012388039380311966","-0.012388039380311966","0.07770659029483795","0.07770659029483795","0.07770659029483795"
"195","","","","0.0716809332370758","0.0716809332370758","0.0716809332370758"
"196","0.06694664806127548","0.06694664806127548","0.06694664806127548","0.13654007017612457","0.13654007017612457","0.13654007017612457"
"197","0.06246013194322586","0.06246013194322586","0.06246013194322586","0.1312514990568161","0.1312514990568161","0.1312514990568161"
"198","0.05502692237496376","0.05502692237496376","0.05502692237496376","0.1229030042886734","0.1229030042886734","0.1229030042886734"
"199","0.04558386281132698","0.04558386281132698","0.04558386281132698","0.11246027052402496","0.11246027052402496","0.11246027052402496"
"200","0.036208104342222214","0.036208104342222214","0.036208104342222214","0.10207551717758179","0.10207551717758179","0.10207551717758179"
"201","0.06248733028769493","0.06248733028769493","0.06248733028769493","0.2284104824066162","0.2284104824066162","0.2284104824066162"
"202","0.06063065677881241","0.06063065677881241","0.06063065677881241","","",""
"203","0.0574975349009037","0.0574975349009037","0.0574975349009037","0.21967066824436188","0.21967066824436188","0.21967066824436188"
"204","","","","0.21292991936206818","0.21292991936206818","0.21292991936206818"
"205","","","","0.2050999402999878","0.2050999402999878","0.2050999402999878"
"206","-0.12490140646696091","-0.12490140646696091","-0.12490140646696091","","",""
"207","-0.12946173548698425","-0.12946173548698425","-0.12946173548698425","0.29223141074180603","0.29223141074180603","0.29223141074180603"
"208","","","","0.2744625210762024","0.2744625210762024","0.2744625210762024"
"209","-0.1398271918296814","-0.1398271918296814","-0.1398271918296814","0.25503838062286377","0.25503838062286377","0.25503838062286377"
"210","-0.14508916437625885","-0.14508916437625885","-0.14508916437625885","0.23292960226535797","0.23292960226535797","0.23292960226535797"
"211","-0.008944208733737469","-0.008944208733737469","-0.008944208733737469","0.08681435137987137","0.08681435137987137","0.08681435137987137"
"212","-0.01136186346411705","-0.01136186346411705","-0.01136186346411705","0.08318455517292023","0.08318455517292023","0.08318455517292023"
"213","-0.015360827557742596","-0.015360827557742596","-0.015360827557742596","0.07764799147844315","0.07764799147844315","0.07764799147844315"
"214","-0.020600227639079094","-0.020600227639079094","-0.020600227639079094","0.07064609974622726","0.07064609974622726","0.07064609974622726"
"215","-0.026880109682679176","-0.026880109682679176","-0.026880109682679176","0.062448203563690186","0.062448203563690186","0.062448203563690186"
"216","0.01319887861609459","0.01319887861609459","0.01319887861609459","0.0826425701379776","0.0826425701379776","0.0826425701379776"
"217","0.008349998854100704","0.008349998854100704","0.008349998854100704","0.07743443548679352","0.07743443548679352","0.07743443548679352"
"218","0.000052975570724811405","0.000052975570724811405","0.000052975570724811405","0.06851719319820404","0.06851719319820404","0.06851719319820404"
"219","","","","0.057224929332733154","0.057224929332733154","0.057224929332733154"
"220","","","","0.046988025307655334","0.046988025307655334","0.046988025307655334"
"221","0.0271014291793108","0.0271014291793108","0.0271014291793108","0.10392250865697861","0.10392250865697861","0.10392250865697861"
"222","0.02526332624256611","0.02526332624256611","0.02526332624256611","0.10209427773952484","0.10209427773952484","0.10209427773952484"
"223","0.02220589481294155","0.02220589481294155","0.02220589481294155","0.09863471984863281","0.09863471984863281","0.09863471984863281"
"224","0.018055513501167297","0.018055513501167297","0.018055513501167297","","",""
"225","0.012917106971144676","0.012917106971144676","0.012917106971144676","0.08757913112640381","0.08757913112640381","0.08757913112640381"
"226","0.014297864399850368","0.014297864399850368","0.014297864399850368","0.11263435333967209","0.11263435333967209","0.11263435333967209"
"227","0.012894650921225548","0.012894650921225548","0.012894650921225548","0.11115513741970062","0.11115513741970062","0.11115513741970062"
"228","0.010333292186260223","0.010333292186260223","0.010333292186260223","0.1083158403635025","0.1083158403635025","0.1083158403635025"
"229","","","","0.10436702519655228","0.10436702519655228","0.10436702519655228"
"230","0.0025732521899044514","0.0025732521899044514","0.0025732521899044514","0.0995078980922699","0.0995078980922699","0.0995078980922699"
"231","-0.006756161339581013","-0.006756161339581013","-0.006756161339581013","0.06360224634408951","0.06360224634408951","0.06360224634408951"
"232","-0.008303811773657799","-0.008303811773657799","-0.008303811773657799","","",""
"233","-0.0109211765229702","-0.0109211765229702","-0.0109211765229702","0.05909353122115135","0.05909353122115135","0.05909353122115135"
"234","-0.014395399019122124","-0.014395399019122124","-0.014395399019122124","0.05531612038612366","0.05531612038612366","0.05531612038612366"
"235","","","","0.050883740186691284","0.050883740186691284","0.050883740186691284"
"236","0.020721646025776863","0.020721646025776863","0.020721646025776863","0.14000006020069122","0.14000006020069122","0.14000006020069122"
"237","0.014245914295315742","0.014245914295315742","0.014245914295315742","0.132883220911026","0.132883220911026","0.132883220911026"
"238","0.004081318620592356","0.004081318620592356","0.004081318620592356","","",""
"239","-0.007387947291135788","-0.007387947291135788","-0.007387947291135788","","",""
"240","-0.020738601684570312","-0.020738601684570312","-0.020738601684570312","0.09384909272193909","0.09384909272193909","0.09384909272193909"
"241","0.0018913076492026448","0.0018913076492026448","0.0018913076492026448","0.12414751946926117","0.12414751946926117","0.12414751946926117"
"242","","","","0.12099340558052063","0.12099340558052063","0.12099340558052063"
"243","-0.0044365678913891315","-0.0044365678913891315","-0.0044365678913891315","","",""
"244","-0.009711469523608685","-0.009711469523608685","-0.009711469523608685","","",""
"245","-0.015912678092718124","-0.015912678092718124","-0.015912678092718124","0.10090133547782898","0.10090133547782898","0.10090133547782898"
"246","0.03553199768066406","0.03553199768066406","0.03553199768066406","","",""
"247","0.028060711920261383","0.028060711920261383","0.028060711920261383","0.11004526913166046","0.11004526913166046","0.11004526913166046"
"248","0.015752365812659264","0.015752365812659264","0.015752365812659264","0.0960913747549057","0.0960913747549057","0.0960913747549057"
"250","-0.019166670739650726","-0.019166670739650726","-0.019166670739650726","0.05651062726974487","0.05651062726974487","0.05651062726974487"
"251","-0.0363072045147419","-0.0363072045147419","-0.0363072045147419","0.04789251461625099","0.04789251461625099","0.04789251461625099"
"252","-0.039013639092445374","-0.039013639092445374","-0.039013639092445374","0.044878631830215454","0.044878631830215454","0.044878631830215454"
"253","-0.04364102706313133","-0.04364102706313133","-0.04364102706313133","0.03970280662178993","0.03970280662178993","0.03970280662178993"
"254","-0.04985318332910538","-0.04985318332910538","-0.04985318332910538","0.03272809088230133","0.03272809088230133","0.03272809088230133"
"255","-0.056970950216054916","-0.056970950216054916","-0.056970950216054916","0.024668727070093155","0.024668727070093155","0.024668727070093155"
"256","0.0001613125205039978","0.0001613125205039978","0.0001613125205039978","0.07126247882843018","0.07126247882843018","0.07126247882843018"
"257","-0.0010802745819091797","-0.0010802745819091797","-0.0010802745819091797","","",""
"258","","","","0.06718560308218002","0.06718560308218002","0.06718560308218002"
