"Step","light-hill-20 - reward/mean","light-hill-20 - reward/mean__MIN","light-hill-20 - reward/mean__MAX"
"0","-0.002287905519691303","-0.002287905519691303","-0.002287905519691303"
"200","0.047487344415154044","0.047487344415154044","0.047487344415154044"
"400","-0.005552608259523021","-0.005552608259523021","-0.005552608259523021"
"600","0.002992946707537594","0.002992946707537594","0.002992946707537594"
