"Step","stellar-bush-24 - returns/mean","stellar-bush-24 - returns/mean__MIN","stellar-bush-24 - returns/mean__MAX","stellar-bush-24 - returns/std","stellar-bush-24 - returns/std__MIN","stellar-bush-24 - returns/std__MAX"
"102","-0.07726849615573883","-0.07726849615573883","-0.07726849615573883","0.15314827859401703","0.15314827859401703","0.15314827859401703"
"103","-0.07726849615573883","-0.07726849615573883","-0.07726849615573883","","",""
"104","-0.07726849615573883","-0.07726849615573883","-0.07726849615573883","0.15314827859401703","0.15314827859401703","0.15314827859401703"
"105","","","","0.15314827859401703","0.15314827859401703","0.15314827859401703"
"106","-0.04853842779994011","-0.04853842779994011","-0.04853842779994011","","",""
"107","-0.04853842779994011","-0.04853842779994011","-0.04853842779994011","0.18167895078659058","0.18167895078659058","0.18167895078659058"
"108","-0.04853842779994011","-0.04853842779994011","-0.04853842779994011","0.18167895078659058","0.18167895078659058","0.18167895078659058"
"109","-0.04853842779994011","-0.04853842779994011","-0.04853842779994011","0.18167895078659058","0.18167895078659058","0.18167895078659058"
"110","","","","0.18167895078659058","0.18167895078659058","0.18167895078659058"
"111","-0.15395180881023407","-0.15395180881023407","-0.15395180881023407","0.405447781085968","0.405447781085968","0.405447781085968"
"112","-0.15395180881023407","-0.15395180881023407","-0.15395180881023407","0.405447781085968","0.405447781085968","0.405447781085968"
"113","-0.15395180881023407","-0.15395180881023407","-0.15395180881023407","0.405447781085968","0.405447781085968","0.405447781085968"
"114","-0.15395180881023407","-0.15395180881023407","-0.15395180881023407","0.405447781085968","0.405447781085968","0.405447781085968"
"115","-0.15395180881023407","-0.15395180881023407","-0.15395180881023407","0.405447781085968","0.405447781085968","0.405447781085968"
"116","0.2659992575645447","0.2659992575645447","0.2659992575645447","0.6145834922790527","0.6145834922790527","0.6145834922790527"
"117","","","","0.6145834922790527","0.6145834922790527","0.6145834922790527"
"118","0.2659992575645447","0.2659992575645447","0.2659992575645447","","",""
"119","0.2659992575645447","0.2659992575645447","0.2659992575645447","0.6145834922790527","0.6145834922790527","0.6145834922790527"
"120","0.2659992575645447","0.2659992575645447","0.2659992575645447","0.6145834922790527","0.6145834922790527","0.6145834922790527"
"121","","","","0.5050519704818726","0.5050519704818726","0.5050519704818726"
"122","-0.03926050662994385","-0.03926050662994385","-0.03926050662994385","0.5050519704818726","0.5050519704818726","0.5050519704818726"
"123","-0.03926050662994385","-0.03926050662994385","-0.03926050662994385","0.5050519704818726","0.5050519704818726","0.5050519704818726"
"124","-0.03926050662994385","-0.03926050662994385","-0.03926050662994385","0.5050519704818726","0.5050519704818726","0.5050519704818726"
"125","-0.03926050662994385","-0.03926050662994385","-0.03926050662994385","0.5050519704818726","0.5050519704818726","0.5050519704818726"
"126","0.10388029366731644","0.10388029366731644","0.10388029366731644","0.5120489597320557","0.5120489597320557","0.5120489597320557"
"127","0.10388029366731644","0.10388029366731644","0.10388029366731644","0.5120489597320557","0.5120489597320557","0.5120489597320557"
"128","0.10388029366731644","0.10388029366731644","0.10388029366731644","","",""
"129","0.10388029366731644","0.10388029366731644","0.10388029366731644","0.5120489597320557","0.5120489597320557","0.5120489597320557"
"130","0.10388029366731644","0.10388029366731644","0.10388029366731644","0.5120489597320557","0.5120489597320557","0.5120489597320557"
"131","-0.059467729181051254","-0.059467729181051254","-0.059467729181051254","0.12272555381059647","0.12272555381059647","0.12272555381059647"
"132","-0.059467729181051254","-0.059467729181051254","-0.059467729181051254","0.12272555381059647","0.12272555381059647","0.12272555381059647"
"133","-0.059467729181051254","-0.059467729181051254","-0.059467729181051254","0.12272555381059647","0.12272555381059647","0.12272555381059647"
"134","-0.059467729181051254","-0.059467729181051254","-0.059467729181051254","0.12272555381059647","0.12272555381059647","0.12272555381059647"
"135","-0.059467729181051254","-0.059467729181051254","-0.059467729181051254","0.12272555381059647","0.12272555381059647","0.12272555381059647"
"136","0.10476607829332352","0.10476607829332352","0.10476607829332352","0.5625283718109131","0.5625283718109131","0.5625283718109131"
"137","0.10476607829332352","0.10476607829332352","0.10476607829332352","0.5625283718109131","0.5625283718109131","0.5625283718109131"
"139","0.10476607829332352","0.10476607829332352","0.10476607829332352","0.5625283718109131","0.5625283718109131","0.5625283718109131"
"140","0.10476607829332352","0.10476607829332352","0.10476607829332352","0.5625283718109131","0.5625283718109131","0.5625283718109131"
"141","-0.08514180034399033","-0.08514180034399033","-0.08514180034399033","0.6371521353721619","0.6371521353721619","0.6371521353721619"
"142","-0.08514180034399033","-0.08514180034399033","-0.08514180034399033","","",""
"143","-0.08514180034399033","-0.08514180034399033","-0.08514180034399033","0.6371521353721619","0.6371521353721619","0.6371521353721619"
"144","-0.08514180034399033","-0.08514180034399033","-0.08514180034399033","0.6371521353721619","0.6371521353721619","0.6371521353721619"
"145","-0.08514180034399033","-0.08514180034399033","-0.08514180034399033","0.6371521353721619","0.6371521353721619","0.6371521353721619"
"146","-0.01717497408390045","-0.01717497408390045","-0.01717497408390045","0.2277410328388214","0.2277410328388214","0.2277410328388214"
"147","-0.01717497408390045","-0.01717497408390045","-0.01717497408390045","0.2277410328388214","0.2277410328388214","0.2277410328388214"
"148","-0.01717497408390045","-0.01717497408390045","-0.01717497408390045","0.2277410328388214","0.2277410328388214","0.2277410328388214"
"149","-0.01717497408390045","-0.01717497408390045","-0.01717497408390045","0.2277410328388214","0.2277410328388214","0.2277410328388214"
"150","-0.01717497408390045","-0.01717497408390045","-0.01717497408390045","0.2277410328388214","0.2277410328388214","0.2277410328388214"
"151","0.15441590547561646","0.15441590547561646","0.15441590547561646","","",""
"152","0.15441590547561646","0.15441590547561646","0.15441590547561646","0.32869765162467957","0.32869765162467957","0.32869765162467957"
"153","0.15441590547561646","0.15441590547561646","0.15441590547561646","","",""
"154","0.15441590547561646","0.15441590547561646","0.15441590547561646","","",""
"155","0.15441590547561646","0.15441590547561646","0.15441590547561646","0.32869765162467957","0.32869765162467957","0.32869765162467957"
"156","0.17622755467891693","0.17622755467891693","0.17622755467891693","0.09866676479578018","0.09866676479578018","0.09866676479578018"
"157","0.17622755467891693","0.17622755467891693","0.17622755467891693","0.09866676479578018","0.09866676479578018","0.09866676479578018"
"158","0.17622755467891693","0.17622755467891693","0.17622755467891693","0.09866676479578018","0.09866676479578018","0.09866676479578018"
"159","0.17622755467891693","0.17622755467891693","0.17622755467891693","0.09866676479578018","0.09866676479578018","0.09866676479578018"
"160","0.17622755467891693","0.17622755467891693","0.17622755467891693","0.09866676479578018","0.09866676479578018","0.09866676479578018"
"161","0.09488730877637863","0.09488730877637863","0.09488730877637863","0.16846731305122375","0.16846731305122375","0.16846731305122375"
"162","","","","0.16846731305122375","0.16846731305122375","0.16846731305122375"
"163","","","","0.16846731305122375","0.16846731305122375","0.16846731305122375"
"164","0.09488730877637863","0.09488730877637863","0.09488730877637863","0.16846731305122375","0.16846731305122375","0.16846731305122375"
"165","0.09488730877637863","0.09488730877637863","0.09488730877637863","0.16846731305122375","0.16846731305122375","0.16846731305122375"
"166","0.0436614528298378","0.0436614528298378","0.0436614528298378","","",""
"167","0.0436614528298378","0.0436614528298378","0.0436614528298378","0.1330043524503708","0.1330043524503708","0.1330043524503708"
"168","0.0436614528298378","0.0436614528298378","0.0436614528298378","0.1330043524503708","0.1330043524503708","0.1330043524503708"
"169","0.0436614528298378","0.0436614528298378","0.0436614528298378","0.1330043524503708","0.1330043524503708","0.1330043524503708"
"170","0.0436614528298378","0.0436614528298378","0.0436614528298378","0.1330043524503708","0.1330043524503708","0.1330043524503708"
"171","0.4501703381538391","0.4501703381538391","0.4501703381538391","0.3842338025569916","0.3842338025569916","0.3842338025569916"
"172","0.4501703381538391","0.4501703381538391","0.4501703381538391","","",""
"173","0.4501703381538391","0.4501703381538391","0.4501703381538391","0.3842338025569916","0.3842338025569916","0.3842338025569916"
"174","0.4501703381538391","0.4501703381538391","0.4501703381538391","0.3842338025569916","0.3842338025569916","0.3842338025569916"
"175","0.4501703381538391","0.4501703381538391","0.4501703381538391","","",""
"176","-0.25533291697502136","-0.25533291697502136","-0.25533291697502136","0.41293925046920776","0.41293925046920776","0.41293925046920776"
"177","-0.25533291697502136","-0.25533291697502136","-0.25533291697502136","0.41293925046920776","0.41293925046920776","0.41293925046920776"
"178","-0.25533291697502136","-0.25533291697502136","-0.25533291697502136","0.41293925046920776","0.41293925046920776","0.41293925046920776"
"179","-0.25533291697502136","-0.25533291697502136","-0.25533291697502136","0.41293925046920776","0.41293925046920776","0.41293925046920776"
"180","-0.25533291697502136","-0.25533291697502136","-0.25533291697502136","0.41293925046920776","0.41293925046920776","0.41293925046920776"
"181","","","","0.29042336344718933","0.29042336344718933","0.29042336344718933"
"182","-0.14427587389945984","-0.14427587389945984","-0.14427587389945984","0.29042336344718933","0.29042336344718933","0.29042336344718933"
"183","-0.14427587389945984","-0.14427587389945984","-0.14427587389945984","","",""
"184","-0.14427587389945984","-0.14427587389945984","-0.14427587389945984","","",""
"185","","","","0.29042336344718933","0.29042336344718933","0.29042336344718933"
"186","0.0027461473364382982","0.0027461473364382982","0.0027461473364382982","0.19038650393486023","0.19038650393486023","0.19038650393486023"
"187","0.0027461473364382982","0.0027461473364382982","0.0027461473364382982","0.19038650393486023","0.19038650393486023","0.19038650393486023"
"188","","","","0.19038650393486023","0.19038650393486023","0.19038650393486023"
"189","","","","0.19038650393486023","0.19038650393486023","0.19038650393486023"
"190","0.0027461473364382982","0.0027461473364382982","0.0027461473364382982","0.19038650393486023","0.19038650393486023","0.19038650393486023"
"191","","","","0.387078195810318","0.387078195810318","0.387078195810318"
"192","0.10220669209957123","0.10220669209957123","0.10220669209957123","0.387078195810318","0.387078195810318","0.387078195810318"
"193","0.10220669209957123","0.10220669209957123","0.10220669209957123","0.387078195810318","0.387078195810318","0.387078195810318"
"194","0.10220669209957123","0.10220669209957123","0.10220669209957123","0.387078195810318","0.387078195810318","0.387078195810318"
"195","0.10220669209957123","0.10220669209957123","0.10220669209957123","0.387078195810318","0.387078195810318","0.387078195810318"
"196","-0.12576885521411896","-0.12576885521411896","-0.12576885521411896","","",""
"197","-0.12576885521411896","-0.12576885521411896","-0.12576885521411896","0.10206040740013123","0.10206040740013123","0.10206040740013123"
"198","-0.12576885521411896","-0.12576885521411896","-0.12576885521411896","0.10206040740013123","0.10206040740013123","0.10206040740013123"
"199","-0.12576885521411896","-0.12576885521411896","-0.12576885521411896","0.10206040740013123","0.10206040740013123","0.10206040740013123"
"200","-0.12576885521411896","-0.12576885521411896","-0.12576885521411896","0.10206040740013123","0.10206040740013123","0.10206040740013123"
"201","0.10707131028175354","0.10707131028175354","0.10707131028175354","0.1781109869480133","0.1781109869480133","0.1781109869480133"
"202","0.10707131028175354","0.10707131028175354","0.10707131028175354","0.1781109869480133","0.1781109869480133","0.1781109869480133"
"203","0.10707131028175354","0.10707131028175354","0.10707131028175354","0.1781109869480133","0.1781109869480133","0.1781109869480133"
"204","0.10707131028175354","0.10707131028175354","0.10707131028175354","0.1781109869480133","0.1781109869480133","0.1781109869480133"
"205","0.10707131028175354","0.10707131028175354","0.10707131028175354","0.1781109869480133","0.1781109869480133","0.1781109869480133"
"206","-0.30463147163391113","-0.30463147163391113","-0.30463147163391113","0.12282676249742508","0.12282676249742508","0.12282676249742508"
"207","-0.30463147163391113","-0.30463147163391113","-0.30463147163391113","0.12282676249742508","0.12282676249742508","0.12282676249742508"
"208","","","","0.12282676249742508","0.12282676249742508","0.12282676249742508"
"209","-0.30463147163391113","-0.30463147163391113","-0.30463147163391113","0.12282676249742508","0.12282676249742508","0.12282676249742508"
"210","-0.30463147163391113","-0.30463147163391113","-0.30463147163391113","0.12282676249742508","0.12282676249742508","0.12282676249742508"
"211","","","","0.11982055008411407","0.11982055008411407","0.11982055008411407"
"212","-0.024364065378904343","-0.024364065378904343","-0.024364065378904343","0.11982055008411407","0.11982055008411407","0.11982055008411407"
"213","-0.024364065378904343","-0.024364065378904343","-0.024364065378904343","0.11982055008411407","0.11982055008411407","0.11982055008411407"
"214","","","","0.11982055008411407","0.11982055008411407","0.11982055008411407"
"215","-0.024364065378904343","-0.024364065378904343","-0.024364065378904343","0.11982055008411407","0.11982055008411407","0.11982055008411407"
"216","-0.026007171720266342","-0.026007171720266342","-0.026007171720266342","0.36701828241348267","0.36701828241348267","0.36701828241348267"
"217","-0.026007171720266342","-0.026007171720266342","-0.026007171720266342","0.36701828241348267","0.36701828241348267","0.36701828241348267"
"218","-0.026007171720266342","-0.026007171720266342","-0.026007171720266342","0.36701828241348267","0.36701828241348267","0.36701828241348267"
"219","-0.026007171720266342","-0.026007171720266342","-0.026007171720266342","0.36701828241348267","0.36701828241348267","0.36701828241348267"
"220","-0.026007171720266342","-0.026007171720266342","-0.026007171720266342","0.36701828241348267","0.36701828241348267","0.36701828241348267"
"221","","","","0.7829039692878723","0.7829039692878723","0.7829039692878723"
"222","-0.009029348380863667","-0.009029348380863667","-0.009029348380863667","0.7829039692878723","0.7829039692878723","0.7829039692878723"
"223","-0.009029348380863667","-0.009029348380863667","-0.009029348380863667","0.7829039692878723","0.7829039692878723","0.7829039692878723"
"224","-0.009029348380863667","-0.009029348380863667","-0.009029348380863667","0.7829039692878723","0.7829039692878723","0.7829039692878723"
"225","","","","0.7829039692878723","0.7829039692878723","0.7829039692878723"
"226","0.2661914825439453","0.2661914825439453","0.2661914825439453","0.6045535206794739","0.6045535206794739","0.6045535206794739"
"227","0.2661914825439453","0.2661914825439453","0.2661914825439453","0.6045535206794739","0.6045535206794739","0.6045535206794739"
"228","0.2661914825439453","0.2661914825439453","0.2661914825439453","0.6045535206794739","0.6045535206794739","0.6045535206794739"
"229","0.2661914825439453","0.2661914825439453","0.2661914825439453","0.6045535206794739","0.6045535206794739","0.6045535206794739"
"230","0.2661914825439453","0.2661914825439453","0.2661914825439453","0.6045535206794739","0.6045535206794739","0.6045535206794739"
"231","-0.16718874871730804","-0.16718874871730804","-0.16718874871730804","0.1265680193901062","0.1265680193901062","0.1265680193901062"
"232","-0.16718874871730804","-0.16718874871730804","-0.16718874871730804","0.1265680193901062","0.1265680193901062","0.1265680193901062"
"233","-0.16718874871730804","-0.16718874871730804","-0.16718874871730804","0.1265680193901062","0.1265680193901062","0.1265680193901062"
"234","-0.16718874871730804","-0.16718874871730804","-0.16718874871730804","0.1265680193901062","0.1265680193901062","0.1265680193901062"
"235","-0.16718874871730804","-0.16718874871730804","-0.16718874871730804","","",""
"236","-0.26835036277770996","-0.26835036277770996","-0.26835036277770996","0.12421999871730804","0.12421999871730804","0.12421999871730804"
"237","-0.26835036277770996","-0.26835036277770996","-0.26835036277770996","0.12421999871730804","0.12421999871730804","0.12421999871730804"
"238","-0.26835036277770996","-0.26835036277770996","-0.26835036277770996","0.12421999871730804","0.12421999871730804","0.12421999871730804"
"239","-0.26835036277770996","-0.26835036277770996","-0.26835036277770996","0.12421999871730804","0.12421999871730804","0.12421999871730804"
"240","-0.26835036277770996","-0.26835036277770996","-0.26835036277770996","0.12421999871730804","0.12421999871730804","0.12421999871730804"
"241","-0.11770327389240265","-0.11770327389240265","-0.11770327389240265","0.1150689497590065","0.1150689497590065","0.1150689497590065"
"242","-0.11770327389240265","-0.11770327389240265","-0.11770327389240265","0.1150689497590065","0.1150689497590065","0.1150689497590065"
"243","-0.11770327389240265","-0.11770327389240265","-0.11770327389240265","0.1150689497590065","0.1150689497590065","0.1150689497590065"
"244","-0.11770327389240265","-0.11770327389240265","-0.11770327389240265","0.1150689497590065","0.1150689497590065","0.1150689497590065"
"245","-0.11770327389240265","-0.11770327389240265","-0.11770327389240265","0.1150689497590065","0.1150689497590065","0.1150689497590065"
"247","0.0041690394282341","0.0041690394282341","0.0041690394282341","0.11183677613735199","0.11183677613735199","0.11183677613735199"
"248","0.0041690394282341","0.0041690394282341","0.0041690394282341","0.11183677613735199","0.11183677613735199","0.11183677613735199"
"249","0.0041690394282341","0.0041690394282341","0.0041690394282341","","",""
"250","0.0041690394282341","0.0041690394282341","0.0041690394282341","0.11183677613735199","0.11183677613735199","0.11183677613735199"
"251","0.36561644077301025","0.36561644077301025","0.36561644077301025","","",""
"252","","","","0.6779618859291077","0.6779618859291077","0.6779618859291077"
"253","0.36561644077301025","0.36561644077301025","0.36561644077301025","0.6779618859291077","0.6779618859291077","0.6779618859291077"
"254","","","","0.6779618859291077","0.6779618859291077","0.6779618859291077"
"255","","","","0.6779618859291077","0.6779618859291077","0.6779618859291077"
"256","-0.17785388231277466","-0.17785388231277466","-0.17785388231277466","0.22526927292346954","0.22526927292346954","0.22526927292346954"
"257","-0.17785388231277466","-0.17785388231277466","-0.17785388231277466","0.22526927292346954","0.22526927292346954","0.22526927292346954"
"258","-0.17785388231277466","-0.17785388231277466","-0.17785388231277466","0.22526927292346954","0.22526927292346954","0.22526927292346954"
"259","-0.17785388231277466","-0.17785388231277466","-0.17785388231277466","0.22526927292346954","0.22526927292346954","0.22526927292346954"
"260","","","","0.22526927292346954","0.22526927292346954","0.22526927292346954"
"261","-0.07349643856287003","-0.07349643856287003","-0.07349643856287003","0.3835549056529999","0.3835549056529999","0.3835549056529999"
